ClaimID	JustificationNum	EdgeID	EdgeLabel	IsEdgeNegated	EvtRelMetatype	EvtRelType	EvtRelClusterID	IsEvtRelNegated	ObjMetatype	ObjectType	ObjClusterID	IsObjNegated	ObjectHandle	DocID	SubjectJustification	PredicateJustification	ArgumentJustification
CLL0C0496PB.000082	11	cluster-NILCVML0C0496PB.000214::A0_pag_agent_creator::cluster-NILCEML0C0496PB.000118	A0_pag_agent_creator	NotNegated	Event	Q11398090	cluster-NILCVML0C0496PB.000214	NotNegated	Entity	Q107711	cluster-NILCEML0C0496PB.000118	NotNegated	Bill Gates	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	12	cluster-NILCVML0C0496PB.000214::A0_pag_agent_creator::cluster-NILCEML0C0496PB.000153	A0_pag_agent_creator	NotNegated	Event	Q11398090	cluster-NILCVML0C0496PB.000214	NotNegated	Entity	Q215627	cluster-NILCEML0C0496PB.000153	NotNegated	Cronies of Gates and Soros	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	13	cluster-NILCVML0C0496PB.000214::A0_pag_agent_creator::cluster-NILCEML0C0496PB.000123	A0_pag_agent_creator	NotNegated	Event	Q11398090	cluster-NILCVML0C0496PB.000214	NotNegated	Entity	Q107711	cluster-NILCEML0C0496PB.000123	NotNegated	George Soros	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	14	cluster-NILCVML0C0496PB.000288::A0_pag_agent_causer_of_contamination::cluster-NILCEML0C0496PB.000143	A0_pag_agent_causer_of_contamination	NotNegated	Event	Q60528603	cluster-NILCVML0C0496PB.000288	NotNegated	Entity	Q215627	cluster-NILCEML0C0496PB.000143	NotNegated	the world’s population	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	15	cluster-NILCVML0C0496PB.000288::A2_ppt_theme_contaminant::cluster-NILCEML0C0496PB.000300	A2_ppt_theme_contaminant	NotNegated	Event	Q60528603	cluster-NILCVML0C0496PB.000288	NotNegated	Entity	Q16686022	cluster-NILCEML0C0496PB.000300	NotNegated	Carbon dioxide	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	16	cluster-NILCVML0C0496PB.000288::A1_gol_destination_thing_becoming_contaminated::cluster-NILCEML0C0496PB.000305	A1_gol_destination_thing_becoming_contaminated	NotNegated	Event	Q60528603	cluster-NILCVML0C0496PB.000288	NotNegated	Entity	Q27096213	cluster-NILCEML0C0496PB.000305	NotNegated	the world	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	17	cluster-NILCVML0C0496PB.000370::A0_pag_agent_killer::cluster-NILCEML0C0496PB.000153	A0_pag_agent_killer	NotNegated	Event	Q8242560	cluster-NILCVML0C0496PB.000370	NotNegated	Entity	Q215627	cluster-NILCEML0C0496PB.000153	NotNegated	Cronies of Gates and Soros	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	18	cluster-NILCVML0C0496PB.000370::A2_mnr_instrument_instrument::cluster-NILCEML0C0496PB.000148	A2_mnr_instrument_instrument	NotNegated	Event	Q8242560	cluster-NILCVML0C0496PB.000370	NotNegated	Entity	Q134808	cluster-NILCEML0C0496PB.000148	NotNegated	covid vaccine	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	19	cluster-NILCVML0C0496PB.000370::A0_pag_agent_killer::cluster-NILCEML0C0496PB.000118	A0_pag_agent_killer	NotNegated	Event	Q8242560	cluster-NILCVML0C0496PB.000370	NotNegated	Entity	Q107711	cluster-NILCEML0C0496PB.000118	NotNegated	Bill Gates	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	20	cluster-NILCVML0C0496PB.000370::A1_ppt_patient_corpse::cluster-NILCEML0C0496PB.000143	A1_ppt_patient_corpse	NotNegated	Event	Q8242560	cluster-NILCVML0C0496PB.000370	NotNegated	Entity	Q215627	cluster-NILCEML0C0496PB.000143	NotNegated	the world’s population	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	21	cluster-NILCVML0C0496PB.000370::AM_loc__location::cluster-NILCEML0C0496PB.000305	AM_loc__location	NotNegated	Event	Q8242560	cluster-NILCVML0C0496PB.000370	NotNegated	Entity	Q27096213	cluster-NILCEML0C0496PB.000305	NotNegated	the world	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	22	cluster-NILCVML0C0496PB.000370::A0_pag_agent_killer::cluster-NILCEML0C0496PB.000123	A0_pag_agent_killer	NotNegated	Event	Q8242560	cluster-NILCVML0C0496PB.000370	NotNegated	Entity	Q107711	cluster-NILCEML0C0496PB.000123	NotNegated	George Soros	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	23	cluster-NILCVML0C0496PB.000418::A0_pag_agent_killer::cluster-NILCEML0C0496PB.000118	A0_pag_agent_killer	NotNegated	Event	Q74948922	cluster-NILCVML0C0496PB.000418	NotNegated	Entity	Q107711	cluster-NILCEML0C0496PB.000118	NotNegated	Bill Gates	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	24	cluster-NILCVML0C0496PB.000418::A0_pag_agent_killer::cluster-NILCEML0C0496PB.000153	A0_pag_agent_killer	NotNegated	Event	Q74948922	cluster-NILCVML0C0496PB.000418	NotNegated	Entity	Q215627	cluster-NILCEML0C0496PB.000153	NotNegated	Cronies of Gates and Soros	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	25	cluster-NILCVML0C0496PB.000418::A0_pag_agent_killer::cluster-NILCEML0C0496PB.000123	A0_pag_agent_killer	NotNegated	Event	Q74948922	cluster-NILCVML0C0496PB.000418	NotNegated	Entity	Q107711	cluster-NILCEML0C0496PB.000123	NotNegated	George Soros	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	26	cluster-NILCVML0C0496PB.000418::A1_ppt_patient_corpse::cluster-NILCEML0C0496PB.000143	A1_ppt_patient_corpse	NotNegated	Event	Q74948922	cluster-NILCVML0C0496PB.000418	NotNegated	Entity	Q215627	cluster-NILCEML0C0496PB.000143	NotNegated	the world’s population	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	27	cluster-NILCVML0C0496PB.000418::A2_mnr_instrument_instrument::cluster-NILCEML0C0496PB.000148	A2_mnr_instrument_instrument	NotNegated	Event	Q74948922	cluster-NILCVML0C0496PB.000418	NotNegated	Entity	Q134808	cluster-NILCEML0C0496PB.000148	NotNegated	covid vaccine	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	28	cluster-NILCVML0C0496PB.000478::A0_pag_agent_asker::cluster-NILCEML0C0496PB.000113	A0_pag_agent_asker	NotNegated	Event	Q22445448	cluster-NILCVML0C0496PB.000478	NotNegated	Entity	Q107711	cluster-NILCEML0C0496PB.000113	NotNegated	Piers Corbyn	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	29	cluster-NILCVML0C0496PB.000478::AM_mnr__manner::cluster-NILCEML0C0496PB.000138	AM_mnr__manner	NotNegated	Event	Q22445448	cluster-NILCVML0C0496PB.000478	NotNegated	Entity	Q15621286	cluster-NILCEML0C0496PB.000138	NotNegated	Twitter	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	30	cluster-NILCVML0C0496PB.000478::A2_gol_recipient_hearer::cluster-NILCEML0C0496PB.000133	A2_gol_recipient_hearer	NotNegated	Event	Q22445448	cluster-NILCVML0C0496PB.000478	NotNegated	Entity	Q215627	cluster-NILCEML0C0496PB.000133	NotNegated	followers on Twitter	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	31	cluster-NILCVML0C0496PB.000510::A2_ppt__inoculated_against::cluster-NILCEML0C0496PB.000530	A2_ppt__inoculated_against	NotNegated	Event	Q192995	cluster-NILCVML0C0496PB.000510	Negated	Entity	Q12136	cluster-NILCEML0C0496PB.000530	NotNegated	COVID-19	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	32	cluster-NILCVML0C0496PB.000510::A1_ppt__patient_inoculated::cluster-NILCEML0C0496PB.000143	A1_ppt__patient_inoculated	NotNegated	Event	Q192995	cluster-NILCVML0C0496PB.000510	Negated	Entity	Q215627	cluster-NILCEML0C0496PB.000143	NotNegated	the world’s population	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	33	cluster-NILCVML0C0496PB.000510::A3_mnr__innoculated_with::cluster-NILCEML0C0496PB.000148	A3_mnr__innoculated_with	NotNegated	Event	Q192995	cluster-NILCVML0C0496PB.000510	Negated	Entity	Q134808	cluster-NILCEML0C0496PB.000148	NotNegated	covid vaccine	L0C0496PB	NULL	L0C0496PB:L0C049DUI:(1,0)-(916,0)	L0C0496PB:L0C049DUI:(1,0)-(916,0)
CLL0C0496PB.000082	34	cluster-NILCRML0C0496PB.000350::Time::TIME	Time	NotNegated	Relation	Q621695	cluster-NILCRML0C0496PB.000350	NotNegated	Time	TMP	TIME	NotNegated	0001-01-01;9999-12-31;0001-01-01;9999-12-31	L0C0496PB	NULL	NULL	NULL
CLL0C0496PB.000082	35	cluster-NILCVML0C0496PB.000158::Time::TIME	Time	NotNegated	Event	Q567303	cluster-NILCVML0C0496PB.000158	NotNegated	Time	TMP	TIME	NotNegated	2020-03-16;2020-03-16;2020-03-16;2020-03-16	L0C0496PB	NULL	NULL	NULL
CLL0C0496PB.000082	36	cluster-NILCVML0C0496PB.000186::Time::TIME	Time	NotNegated	Event	Q11398090	cluster-NILCVML0C0496PB.000186	NotNegated	Time	TMP	TIME	NotNegated	0001-01-01;2020-03-16;0001-01-01;2020-03-16	L0C0496PB	NULL	NULL	NULL
CLL0C0496PB.000082	37	cluster-NILCVML0C0496PB.000214::Time::TIME	Time	NotNegated	Event	Q11398090	cluster-NILCVML0C0496PB.000214	NotNegated	Time	TMP	TIME	NotNegated	0001-01-01;2020-03-16;0001-01-01;2020-03-16	L0C0496PB	NULL	NULL	NULL
CLL0C0496PB.000082	38	cluster-NILCVML0C0496PB.000288::Time::TIME	Time	NotNegated	Event	Q60528603	cluster-NILCVML0C0496PB.000288	NotNegated	Time	TMP	TIME	NotNegated	0001-01-01;9999-12-31;0001-01-01;9999-12-31	L0C0496PB	NULL	NULL	NULL
CLL0C0496PB.000082	39	cluster-NILCVML0C0496PB.000370::Time::TIME	Time	NotNegated	Event	Q8242560	cluster-NILCVML0C0496PB.000370	NotNegated	Time	TMP	TIME	NotNegated	0001-01-01;9999-12-31;0001-01-01;9999-12-31	L0C0496PB	NULL	NULL	NULL
CLL0C0496PB.000082	40	cluster-NILCVML0C0496PB.000418::Time::TIME	Time	NotNegated	Event	Q74948922	cluster-NILCVML0C0496PB.000418	NotNegated	Time	TMP	TIME	NotNegated	0001-01-01;9999-12-31;0001-01-01;9999-12-31	L0C0496PB	NULL	NULL	NULL
CLL0C0496PB.000082	41	cluster-NILCVML0C0496PB.000478::Time::TIME	Time	NotNegated	Event	Q22445448	cluster-NILCVML0C0496PB.000478	NotNegated	Time	TMP	TIME	NotNegated	2020-03-16;2020-03-16;2020-03-16;2020-03-16	L0C0496PB	NULL	NULL	NULL
CLL0C0496PB.000082	42	cluster-NILCVML0C0496PB.000510::Time::TIME	Time	NotNegated	Event	Q192995	cluster-NILCVML0C0496PB.000510	NotNegated	Time	TMP	TIME	NotNegated	0001-01-01;9999-12-31;0001-01-01;9999-12-31	L0C0496PB	NULL	NULL	NULL
