ClaimID	JustificationNum	EdgeID	EdgeLabel	IsEdgeNegated	EvtRelMetatype	EvtRelType	EvtRelClusterID	IsEvtRelNegated	ObjMetatype	ObjectType	ObjClusterID	IsObjNegated	ObjectHandle	DocID	SubjectJustification	PredicateJustification	ArgumentJustification
CLL0C04AJNP.002041	11	cluster-NILCVML0C04AJNP.002708::A0_pag_agent_asker::cluster-NILCEML0C04AJNP.002172	A0_pag_agent_asker	NotNegated	Event	Q22445448	cluster-NILCVML0C04AJNP.002708	NotNegated	Entity	Q167037	cluster-NILCEML0C04AJNP.002172	NotNegated	Aldi org	L0C04AJNP	NULL	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)
CLL0C04AJNP.002041	12	cluster-NILCVML0C04AJNP.002966::A0_pag__complier::cluster-NILCEML0C04AJNP.002097	A0_pag__complier	NotNegated	Event	Q1399332	cluster-NILCVML0C04AJNP.002966	NotNegated	Entity	Q215627	cluster-NILCEML0C04AJNP.002097	NotNegated	people	L0C04AJNP	NULL	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)
CLL0C04AJNP.002041	13	cluster-NILCVML0C04AJNP.002966::AM_loc__location::cluster-NILCEML0C04AJNP.002990	AM_loc__location	NotNegated	Event	Q1399332	cluster-NILCVML0C04AJNP.002966	NotNegated	Entity	Q213441	cluster-NILCEML0C04AJNP.002990	NotNegated	Target store	L0C04AJNP	NULL	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)
CLL0C04AJNP.002041	14	cluster-NILCVML0C04AJNP.002966::A1_ppt___complied_with::cluster-NILCEML0C04AJNP.002082	A1_ppt___complied_with	NotNegated	Event	Q1399332	cluster-NILCVML0C04AJNP.002966	NotNegated	Entity	Q15621286	cluster-NILCEML0C04AJNP.002082	NotNegated	mask mandate for indoors spaces	L0C04AJNP	NULL	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)
CLL0C04AJNP.002041	15	cluster-NILCVML0C04AJNP.003036::AM_loc__location::cluster-NILCEML0C04AJNP.002995	AM_loc__location	NotNegated	Event	Q1399332	cluster-NILCVML0C04AJNP.003036	NotNegated	Entity	Q213441	cluster-NILCEML0C04AJNP.002995	NotNegated	Walmart store	L0C04AJNP	NULL	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)
CLL0C04AJNP.002041	16	cluster-NILCVML0C04AJNP.003036::A0_pag__complier::cluster-NILCEML0C04AJNP.002097	A0_pag__complier	NotNegated	Event	Q1399332	cluster-NILCVML0C04AJNP.003036	NotNegated	Entity	Q215627	cluster-NILCEML0C04AJNP.002097	NotNegated	people	L0C04AJNP	NULL	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)
CLL0C04AJNP.002041	17	cluster-NILCVML0C04AJNP.003036::A1_ppt___complied_with::cluster-NILCEML0C04AJNP.002082	A1_ppt___complied_with	NotNegated	Event	Q1399332	cluster-NILCVML0C04AJNP.003036	NotNegated	Entity	Q15621286	cluster-NILCEML0C04AJNP.002082	NotNegated	mask mandate for indoors spaces	L0C04AJNP	NULL	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)
CLL0C04AJNP.002041	18	cluster-NILCVML0C04AJNP.003060::A0_pag__complier::cluster-NILCEML0C04AJNP.002097	A0_pag__complier	NotNegated	Event	Q1399332	cluster-NILCVML0C04AJNP.003060	NotNegated	Entity	Q215627	cluster-NILCEML0C04AJNP.002097	NotNegated	people	L0C04AJNP	NULL	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)
CLL0C04AJNP.002041	19	cluster-NILCVML0C04AJNP.003060::A1_ppt___complied_with::cluster-NILCEML0C04AJNP.002082	A1_ppt___complied_with	NotNegated	Event	Q1399332	cluster-NILCVML0C04AJNP.003060	NotNegated	Entity	Q15621286	cluster-NILCEML0C04AJNP.002082	NotNegated	mask mandate for indoors spaces	L0C04AJNP	NULL	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)
CLL0C04AJNP.002041	20	cluster-NILCVML0C04AJNP.003060::AM_loc__location::cluster-NILCEML0C04AJNP.003000	AM_loc__location	NotNegated	Event	Q1399332	cluster-NILCVML0C04AJNP.003060	NotNegated	Entity	Q213441	cluster-NILCEML0C04AJNP.003000	NotNegated	Kroger store	L0C04AJNP	NULL	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)
CLL0C04AJNP.002041	21	cluster-NILCVML0C04AJNP.003084::AM_loc__location::cluster-NILCEML0C04AJNP.003005	AM_loc__location	NotNegated	Event	Q1399332	cluster-NILCVML0C04AJNP.003084	NotNegated	Entity	Q213441	cluster-NILCEML0C04AJNP.003005	NotNegated	Aldi store	L0C04AJNP	NULL	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)
CLL0C04AJNP.002041	22	cluster-NILCVML0C04AJNP.003084::A1_ppt___complied_with::cluster-NILCEML0C04AJNP.002082	A1_ppt___complied_with	NotNegated	Event	Q1399332	cluster-NILCVML0C04AJNP.003084	NotNegated	Entity	Q15621286	cluster-NILCEML0C04AJNP.002082	NotNegated	mask mandate for indoors spaces	L0C04AJNP	NULL	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)
CLL0C04AJNP.002041	23	cluster-NILCVML0C04AJNP.003084::A0_pag__complier::cluster-NILCEML0C04AJNP.002097	A0_pag__complier	NotNegated	Event	Q1399332	cluster-NILCVML0C04AJNP.003084	NotNegated	Entity	Q215627	cluster-NILCEML0C04AJNP.002097	NotNegated	people	L0C04AJNP	NULL	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)
CLL0C04AJNP.002041	24	cluster-NILCVML0C04AJNP.003120::A1_ppt_theme_theme::cluster-NILCEML0C04AJNP.003233	A1_ppt_theme_theme	NotNegated	Event	Q1717246	cluster-NILCVML0C04AJNP.003120	NotNegated	Entity	Q12136	cluster-NILCEML0C04AJNP.003233	NotNegated	COVID-19	L0C04AJNP	NULL	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)
CLL0C04AJNP.002041	25	cluster-NILCVML0C04AJNP.003120::A0_pag_agent_agent::cluster-NILCEML0C04AJNP.002087	A0_pag_agent_agent	NotNegated	Event	Q1717246	cluster-NILCVML0C04AJNP.003120	NotNegated	Entity	Q161524	cluster-NILCEML0C04AJNP.002087	NotNegated	masks	L0C04AJNP	NULL	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)	L0C04AJNP:L0C04ATJY:(1,0)-(5941,0)
