metatype	system_cluster	gold_cluster	similarity
Entity	cluster-NILE30112	cluster-NILQE33314	1.0
Entity	cluster-NILE30115	cluster-NILQE33322	1.0
Entity	cluster-NILE30116	cluster-NILQE33329	1.0
Entity	cluster-NILE30118	cluster-NILQE33343	1.0
Entity	cluster-NILE30120	cluster-NILQE33357	1.0
Entity	cluster-NILE30126	cluster-NILQE33397	1.0
Entity	cluster-NILE30127	cluster-NILQE33402	1.0
Entity	cluster-NILE30100	cluster-NILQE33421	1.0
Entity	cluster-NILE30097	cluster-NILQE33437	1.0
Entity	cluster-NILE30104	cluster-NILQE33451	1.0
Entity	cluster-NILE30128	cluster-NILQE33457	1.0
Entity	cluster-NILE30130	cluster-NILQE33469	1.0
Entity	cluster-NILE30129	cluster-NILQE33476	1.0
Entity	cluster-NILE30131	cluster-NILQE33482	1.0
Entity	cluster-NILE30132	cluster-NILQE33490	1.0
Entity	cluster-NILE30133	cluster-NILQE33498	1.0
Entity	cluster-NILE30134	cluster-NILQE33505	1.0
Entity	cluster-NILE30110	cluster-NILQE33516	1.0
Entity	cluster-NILE30137	cluster-NILQE33529	1.0
Entity	cluster-NILE30138	cluster-NILQE33536	1.0
Entity	cluster-NILE30139	cluster-NILQE33541	1.0
Entity	cluster-NILE30140	cluster-NILQE33546	1.0
Entity	cluster-NILE30141	cluster-NILQE33550	1.0
Entity	cluster-NILE30142	cluster-NILQE33557	1.0
Entity	cluster-NILE30143	cluster-NILQE33566	1.0
Entity	cluster-NILE30144	cluster-NILQE33570	1.0
Entity	cluster-NILE30145	cluster-NILQE33578	1.0
Entity	cluster-NILE30147	cluster-NILQE33583	1.0
Entity	cluster-NILE30146	cluster-NILQE33587	1.0
Entity	cluster-NILE30151	cluster-NILQE33592	1.0
Entity	cluster-NILE30150	cluster-NILQE33598	1.0
Entity	cluster-NILE30152	cluster-NILQE33604	1.0
Entity	cluster-NILE30148	cluster-NILQE33610	1.0
Entity	cluster-NILE30153	cluster-NILQE33621	1.0
Entity	cluster-NILE30154	cluster-NILQE33626	1.0
Entity	cluster-NILE30177	cluster-NILQE33637	1.0
Entity	cluster-NILE30178	cluster-NILQE33641	1.0
Entity	cluster-NILE30179	cluster-NILQE33655	1.0
Entity	cluster-NILE30180	cluster-NILQE33662	1.0
Entity	cluster-NILE30231	cluster-NILQE33665	1.0
Entity	cluster-NILE30232	cluster-NILQE33671	1.0
Entity	cluster-NILE30233	cluster-NILQE33676	1.0
Entity	cluster-NILE30234	cluster-NILQE33679	1.0
Entity	cluster-NILE30235	cluster-NILQE33685	1.0
Entity	cluster-NILE30236	cluster-NILQE33691	1.0
Entity	cluster-NILE30237	cluster-NILQE33696	1.0
Entity	cluster-NILE30071	cluster-NILQE33721	1.0
Entity	cluster-Q50036698	cluster-NILQE33724	1.0
Entity	cluster-NILE30093	cluster-NILQE33728	1.0
Entity	cluster-NILE30161	cluster-NILQE33735	2.0
Entity	cluster-NILE30160	cluster-NILQE33738	2.0
Entity	cluster-NILE30162	cluster-NILQE33740	2.0
Entity	cluster-NILE30163	cluster-NILQE33741	2.0
Entity	cluster-NILE30117	cluster-NILQE33747	2.0
Entity	cluster-NILE30156	cluster-NILQE33752	2.0
Entity	cluster-NILE30136	cluster-NILQE33757	2.0
Entity	cluster-NILE30090	cluster-NILQE33763	2.0
Entity	cluster-NILE30157	cluster-NILQE33778	2.0
Entity	cluster-NILE30158	cluster-NILQE33783	2.0
Entity	cluster-NILE30159	cluster-NILQE33786	2.0
Entity	cluster-NILE30164	cluster-NILQE33791	1.0
Entity	cluster-NILE30165	cluster-NILQE33795	1.0
Entity	cluster-NILE30166	cluster-NILQE33799	1.0
Entity	cluster-NILE30169	cluster-NILQE33801	1.0
Entity	cluster-NILE30168	cluster-NILQE33804	1.0
Entity	cluster-NILE30167	cluster-NILQE33806	1.0
Entity	cluster-NILE30170	cluster-NILQE33810	1.0
Entity	cluster-NILE30171	cluster-NILQE33812	1.0
Entity	cluster-NILE30239	cluster-NILQE33815	1.0
Entity	cluster-NILE30173	cluster-NILQE33816	1.0
Entity	cluster-NILE30176	cluster-NILQE33817	3.0
Entity	cluster-NILE30238	cluster-NILQE33820	1.0
Entity	cluster-NILE30241	cluster-NILQE33827	1.0
Entity	cluster-NILE30172	cluster-NILQE33830	1.0
Entity	cluster-NILE30240	cluster-NILQE33834	1.0
Entity	cluster-NILE30119	cluster-NILQE33837	1.0
Relation	cluster-NILR30015	cluster-NILQR30602	0.9
Relation	cluster-NILR30017	cluster-NILQR30603	0.9
Relation	cluster-NILR30018	cluster-NILQR30604	1.0
Event	cluster-NILV30036	cluster-NILQV31119	1.0
Event	cluster-NILV30037	cluster-NILQV31120	1.0
Event	cluster-NILV30038	cluster-NILQV31121	1.0
Event	cluster-NILV30039	cluster-NILQV31122	1.0
Event	cluster-NILV30042	cluster-NILQV31123	1.0
Event	cluster-NILV30043	cluster-NILQV31124	1.0
Event	cluster-NILV30044	cluster-NILQV31125	1.0
Event	cluster-NILV30047	cluster-NILQV31127	1.0
Event	cluster-NILV30048	cluster-NILQV31128	1.0
Event	cluster-NILV30049	cluster-NILQV31129	1.0
Event	cluster-NILV30050	cluster-NILQV31130	1.0
Event	cluster-NILV30051	cluster-NILQV31131	1.0
Event	cluster-NILV30052	cluster-NILQV31132	1.0
Event	cluster-NILV30035	cluster-NILQV31133	1.0
Event	cluster-NILV30054	cluster-NILQV31134	1.0
Event	cluster-NILV30055	cluster-NILQV31135	1.0
Entity	cluster-Q10387826	cluster-Q10387826	1.0
Entity	cluster-Q155	cluster-Q155	1.0
Entity	cluster-NILE30088	cluster-Q160381	1.0
Entity	cluster-Q163810	cluster-Q163810	1.0
Entity	cluster-Q1638425	cluster-Q1638425	1.0
Entity	cluster-Q7580872	cluster-Q176916	1.0
Entity	cluster-Q1856835	cluster-Q1856835	2.0
Entity	cluster-Q16502	cluster-Q2	1.0
Entity	cluster-Q29427132	cluster-Q29427132	3.0
Entity	cluster-Q30	cluster-Q30	1.0
Entity	cluster-Q318508	cluster-Q318508	1.0
Entity	cluster-NILE30060	cluster-Q355	1.0
Entity	cluster-Q408	cluster-Q408	1.0
Entity	cluster-Q5440529	cluster-Q5440529	1.0
Entity	cluster-Q611833	cluster-Q611833	1.0
Entity	cluster-Q7817	cluster-Q7817	2.0
Entity	cluster-Q87809262	cluster-Q87809262	2.0
Entity	cluster-Q96	cluster-Q96	3.0
Entity	None	cluster-NILQE31771	0
Entity	None	cluster-NILQE31983	0
Entity	None	cluster-NILQE32216	0
Entity	None	cluster-NILQE32966	0
Entity	None	cluster-NILQE33003	0
Entity	None	cluster-NILQE33078	0
Entity	None	cluster-NILQE33272	0
Entity	None	cluster-NILQE33362	0
Entity	None	cluster-NILQE33369	0
Entity	None	cluster-NILQE33382	0
Entity	None	cluster-NILQE33389	0
Entity	None	cluster-NILQE33442	0
Entity	None	cluster-NILQE33615	0
Entity	None	cluster-NILQE33631	0
Entity	None	cluster-NILQE33712	0
Entity	None	cluster-NILQE33822	0
Entity	None	cluster-NILQE33824	0
Entity	None	cluster-NILQE33839	0
Relation	None	cluster-NILQR30605	0
Relation	None	cluster-NILQR30606	0
Relation	None	cluster-NILQR30607	0
Relation	None	cluster-NILQR30608	0
Event	None	cluster-NILQV31126	0
Event	None	cluster-NILQV31136	0
Event	None	cluster-NILQV31137	0
Event	None	cluster-NILQV31138	0
Entity	cluster-NILE30058	None	0
Entity	cluster-NILE30067	None	0
Entity	cluster-NILE30075	None	0
Entity	cluster-NILE30099	None	0
Entity	cluster-NILE30108	None	0
Entity	cluster-NILE30121	None	0
Entity	cluster-NILE30122	None	0
Entity	cluster-NILE30123	None	0
Entity	cluster-NILE30124	None	0
Entity	cluster-NILE30125	None	0
Entity	cluster-NILE30149	None	0
Entity	cluster-NILE30155	None	0
Relation	cluster-NILR30016	None	0
Event	cluster-NILV30040	None	0
Event	cluster-NILV30041	None	0
Event	cluster-NILV30045	None	0
Event	cluster-NILV30046	None	0
Event	cluster-NILV30053	None	0
