?metatype	?subject	?predicate	?object	?predicate_justification	?argument_assertion_confidence	?predicate_justification_confidence
Event	cluster-NILV21075	Movement.TransportArtifact_Artifact	cluster-NILE21136	IC001V8NY:IC001VBHL:(4810,0)-(4818,0)	"1.0"	"1.0"
Event	cluster-NILV21075	Movement.TransportArtifact_Origin	cluster-NILE21071	IC001V8NY:IC001VBHL:(4810,0)-(4818,0)	"1.0"	"1.0"
Event	cluster-NILV21076	Justice.ArrestJailDetain.ArrestJailDetain_Detainee	cluster-NILE21067	IC001V8NY:IC001VBHL:(8379,0)-(8385,0)	"1.0"	"1.0"
Event	cluster-NILV21077	Contact.RequestAdvise.Broadcast_Communicator	cluster-NILE21086	IC001V8NY:IC001VBHL:(8368,0)-(8377,0)	"1.0"	"1.0"
Event	cluster-NILV21077	Contact.RequestAdvise.Broadcast_Topic	cluster-NILV21076	IC001V8NY:IC001VBHL:(8368,0)-(8377,0)	"1.0"	"1.0"
Relation	cluster-NILR21055	ResponsibilityBlame.AssignBlame.AssignBlame_EntityResponsible	cluster-NILE21092	IC001V8NY:IC001VBHL:(420,0)-(424,0)	"1.0"	"1.0"
Relation	cluster-NILR21055	ResponsibilityBlame.AssignBlame.AssignBlame_Event	cluster-NILV21058	IC001V8NY:IC001VBHL:(420,0)-(424,0)	"1.0"	"1.0"
Relation	cluster-NILR21056	ResponsibilityBlame.AssignBlame.AssignBlame_EntityResponsible	cluster-NILE21100	IC001V8NY:IC001VBHL:(420,0)-(424,0)	"1.0"	"1.0"
Relation	cluster-NILR21056	ResponsibilityBlame.AssignBlame.AssignBlame_EntityResponsible	cluster-NILE21100	IC001V8NY:IC001VBHL:(5988,0)-(5996,0)	"1.0"	"1.0"
Relation	cluster-NILR21056	ResponsibilityBlame.AssignBlame.AssignBlame_Event	cluster-NILV21058	IC001V8NY:IC001VBHL:(420,0)-(424,0)	"1.0"	"1.0"
Relation	cluster-NILR21056	ResponsibilityBlame.AssignBlame.AssignBlame_Event	cluster-NILV21058	IC001V8NY:IC001VBHL:(5988,0)-(5996,0)	"1.0"	"1.0"
Relation	cluster-NILR21057	ResponsibilityBlame.AssignBlame.AssignBlame_EntityResponsible	cluster-NILE21088	IC001V8NY:IC001VBHL:(420,0)-(424,0)	"1.0"	"1.0"
Relation	cluster-NILR21057	ResponsibilityBlame.AssignBlame.AssignBlame_Event	cluster-NILV21058	IC001V8NY:IC001VBHL:(420,0)-(424,0)	"1.0"	"1.0"
Relation	cluster-NILR21058	ResponsibilityBlame.AssignBlame.AssignBlame_EntityResponsible	cluster-NILE21060	IC001V8NY:IC001VBHL:(6338,0)-(6345,0)	"1.0"	"1.0"
Relation	cluster-NILR21058	ResponsibilityBlame.AssignBlame.AssignBlame_EntityResponsible	cluster-NILE21060	IC001V8NY:IC001VBHL:(6853,0)-(6857,0)	"1.0"	"1.0"
Relation	cluster-NILR21058	ResponsibilityBlame.AssignBlame.AssignBlame_Event	cluster-NILV21058	IC001V8NY:IC001VBHL:(6338,0)-(6345,0)	"1.0"	"1.0"
Relation	cluster-NILR21058	ResponsibilityBlame.AssignBlame.AssignBlame_Event	cluster-NILV21058	IC001V8NY:IC001VBHL:(6853,0)-(6857,0)	"1.0"	"1.0"
Relation	cluster-NILR21059	ResponsibilityBlame.AssignBlame.AssignBlame_EntityResponsible	cluster-NILE21110	IC001V8NY:IC001VBHL:(8563,0)-(8570,0)	"1.0"	"1.0"
Relation	cluster-NILR21059	ResponsibilityBlame.AssignBlame.AssignBlame_Event	cluster-NILV21058	IC001V8NY:IC001VBHL:(8563,0)-(8570,0)	"1.0"	"1.0"
Relation	cluster-NILR21060	ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility_EntityResponsible	cluster-NILE21078	IC001V8NY:IC001VBHL:(8695,0)-(8710,0)	"1.0"	"1.0"
Relation	cluster-NILR21060	ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility_EntityResponsible	cluster-NILE21078	IC001V8NY:IC001VBHL:(8899,0)-(8908,0)	"1.0"	"1.0"
Relation	cluster-NILR21060	ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility_Event	cluster-NILV21058	IC001V8NY:IC001VBHL:(8695,0)-(8710,0)	"1.0"	"1.0"
Relation	cluster-NILR21060	ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility_Event	cluster-NILV21058	IC001V8NY:IC001VBHL:(8899,0)-(8908,0)	"1.0"	"1.0"
Relation	cluster-NILR21061	GeneralAffiliation.Sponsorship.AdvisePlanOrganize_ActorOrEvent	cluster-NILV21058	IC001V8NY:IC001VBHL:(8593,0)-(8613,0)	"1.0"	"1.0"
Relation	cluster-NILR21061	GeneralAffiliation.Sponsorship.AdvisePlanOrganize_Sponsor	cluster-NILE21110	IC001V8NY:IC001VBHL:(8593,0)-(8613,0)	"1.0"	"1.0"
Relation	cluster-NILR21062	Physical.LocatedNear_EntityOrFiller	cluster-NILE21114	IC001V8NY:IC001VBHL:(1805,0)-(1809,0)	"1.0"	"1.0"
Relation	cluster-NILR21062	Physical.LocatedNear_Place	cluster-NILE21082	IC001V8NY:IC001VBHL:(1805,0)-(1809,0)	"1.0"	"1.0"
Relation	cluster-NILR21063	Physical.LocatedNear_EntityOrFiller	cluster-NILE21108	IC001V8NY:IC001VBHL:(4465,0)-(4469,0)	"1.0"	"1.0"
Relation	cluster-NILR21063	Physical.LocatedNear_Place	cluster-NILE21103	IC001V8NY:IC001VBHL:(4465,0)-(4469,0)	"1.0"	"1.0"
Relation	cluster-NILR21064	GeneralAffiliation.MemberOriginReligionEthnicity.NationalityCitizen_Citizen	cluster-NILE21105	IC001V8NY:IC001VBHL:(6944,0)-(6953,0)	"1.0"	"1.0"
Relation	cluster-NILR21064	GeneralAffiliation.MemberOriginReligionEthnicity.NationalityCitizen_Nationality	cluster-NILE21112	IC001V8NY:IC001VBHL:(6944,0)-(6953,0)	"1.0"	"1.0"
Relation	cluster-NILR21066	ResponsibilityBlame.AssignBlame.AssignBlame_EntityResponsible	cluster-NILE21105	IC001V8NY:IC001VBHL:(6853,0)-(6857,0)	"1.0"	"1.0"
Relation	cluster-NILR21066	ResponsibilityBlame.AssignBlame.AssignBlame_Event	cluster-NILV21058	IC001V8NY:IC001VBHL:(6853,0)-(6857,0)	"1.0"	"1.0"
Relation	cluster-NILR21067	OrganizationAffiliation.Leadership.Government_GovernmentBodyOrGPE	cluster-NILE21080	IC001V8NY:IC001VBHL:(1368,0)-(1369,0)	"1.0"	"1.0"
Relation	cluster-NILR21067	OrganizationAffiliation.Leadership.Government_Leader	cluster-NILE21101	IC001V8NY:IC001VBHL:(1368,0)-(1369,0)	"1.0"	"1.0"
Relation	cluster-NILR21068	PartWhole.Subsidiary.NationalityCitizen_Parent	cluster-NILE21087	IC001V8NY:IC001VBHL:(486,0)-(487,0)	"1.0"	"1.0"
Relation	cluster-NILR21068	PartWhole.Subsidiary.NationalityCitizen_Subsidiary	cluster-NILE21092	IC001V8NY:IC001VBHL:(486,0)-(487,0)	"1.0"	"1.0"
Relation	cluster-NILR21069	PartWhole.Subsidiary.NationalityCitizen_Parent	cluster-NILE21112	IC001V8NY:IC001VBHL:(6824,0)-(6825,0)	"1.0"	"1.0"
Relation	cluster-NILR21069	PartWhole.Subsidiary.NationalityCitizen_Subsidiary	cluster-NILE21081	IC001V8NY:IC001VBHL:(6824,0)-(6825,0)	"1.0"	"1.0"
Relation	cluster-NILR21070	Physical.LocatedNear_EntityOrFiller	cluster-NILE21064	IC001V8NY:IC001VBHL:(1494,0)-(1495,0)	"1.0"	"1.0"
Relation	cluster-NILR21070	Physical.LocatedNear_Place	cluster-NILE21070	IC001V8NY:IC001VBHL:(1494,0)-(1495,0)	"1.0"	"1.0"
Relation	cluster-NILR21071	Physical.LocatedNear_EntityOrFiller	cluster-NILE21065	IC001V8NY:IC001VBHL:(1494,0)-(1495,0)	"1.0"	"1.0"
Relation	cluster-NILR21071	Physical.LocatedNear_EntityOrFiller	cluster-NILE21065	IC001V8NY:IC001VBHL:(4887,0)-(4888,0)	"1.0"	"1.0"
Relation	cluster-NILR21071	Physical.LocatedNear_Place	cluster-NILE21070	IC001V8NY:IC001VBHL:(1494,0)-(1495,0)	"1.0"	"1.0"
Relation	cluster-NILR21071	Physical.LocatedNear_Place	cluster-NILE21070	IC001V8NY:IC001VBHL:(4887,0)-(4888,0)	"1.0"	"1.0"
Relation	cluster-NILR21072	Physical.LocatedNear_EntityOrFiller	cluster-NILE21071	IC001V8NY:IC001VBHL:(4916,0)-(4917,0)	"1.0"	"1.0"
Relation	cluster-NILR21072	Physical.LocatedNear_Place	cluster-NILE21082	IC001V8NY:IC001VBHL:(4916,0)-(4917,0)	"1.0"	"1.0"
Relation	cluster-NILR21073	OrganizationAffiliation.EmploymentMembership.Employment_Employee	cluster-NILE21089	IC001V8NY:IC001VBHL:(1947,0)-(1949,0)	"1.0"	"1.0"
Relation	cluster-NILR21073	OrganizationAffiliation.EmploymentMembership.Employment_PlaceOfEmployment	cluster-NILE21081	IC001V8NY:IC001VBHL:(1947,0)-(1949,0)	"1.0"	"1.0"
Relation	cluster-NILR21074	OrganizationAffiliation.EmploymentMembership.Employment_Employee	cluster-NILE21089	IC001V8NY:IC001VBHL:(2242,0)-(2244,0)	"1.0"	"1.0"
Relation	cluster-NILR21074	OrganizationAffiliation.EmploymentMembership.Employment_PlaceOfEmployment	cluster-NILE21080	IC001V8NY:IC001VBHL:(2242,0)-(2244,0)	"1.0"	"1.0"
Relation	cluster-NILR21075	Physical.LocatedNear_EntityOrFiller	cluster-NILE21071	IC001V8NY:IC001VBHL:(4837,0)-(4839,0)	"1.0"	"1.0"
Relation	cluster-NILR21075	Physical.LocatedNear_Place	cluster-NILE21071	IC001V8NY:IC001VBHL:(4837,0)-(4839,0)	"1.0"	"1.0"
Relation	cluster-NILR21076	Physical.LocatedNear_EntityOrFiller	cluster-NILE21071	IC001V8NY:IC001VBHL:(4837,0)-(4839,0)	"1.0"	"1.0"
Relation	cluster-NILR21076	Physical.LocatedNear_Place	cluster-NILE21065	IC001V8NY:IC001VBHL:(4837,0)-(4839,0)	"1.0"	"1.0"
Relation	cluster-NILR21077	ResponsibilityBlame.AssignBlame.AssignBlame_EntityResponsible	cluster-NILE21107	IC001V8NY:IC001VBHL:(5988,0)-(5996,0)	"1.0"	"1.0"
Relation	cluster-NILR21077	ResponsibilityBlame.AssignBlame.AssignBlame_Event	cluster-NILV21058	IC001V8NY:IC001VBHL:(5988,0)-(5996,0)	"1.0"	"1.0"
Relation	cluster-NILR21078	GeneralAffiliation.Sponsorship_ActorOrEvent	cluster-NILV21058	IC001V8NY:IC001VBHL:(547,0)-(552,0)	"1.0"	"1.0"
Relation	cluster-NILR21078	GeneralAffiliation.Sponsorship_Sponsor	cluster-NILE21088	IC001V8NY:IC001VBHL:(547,0)-(552,0)	"1.0"	"1.0"
Relation	cluster-NILR21079	GeneralAffiliation.Sponsorship_ActorOrEvent	cluster-NILV21058	IC001V8NY:IC001VBHL:(547,0)-(552,0)	"1.0"	"1.0"
Relation	cluster-NILR21079	GeneralAffiliation.Sponsorship_Sponsor	cluster-NILE21092	IC001V8NY:IC001VBHL:(547,0)-(552,0)	"1.0"	"1.0"
Relation	cluster-NILR21080	GeneralAffiliation.Sponsorship_ActorOrEvent	cluster-NILV21058	IC001V8NY:IC001VBHL:(547,0)-(552,0)	"1.0"	"1.0"
Relation	cluster-NILR21080	GeneralAffiliation.Sponsorship_Sponsor	cluster-NILE21100	IC001V8NY:IC001VBHL:(547,0)-(552,0)	"1.0"	"1.0"
Relation	cluster-NILR21081	Measurement.Size.Count_EntityOrFiller	cluster-NILE21068	IC001V8NY:IC001VBHL:(2654,0)-(2656,0)	"1.0"	"1.0"
Relation	cluster-NILR21081	Measurement.Size.Count_Measurement	cluster-NILE21120	IC001V8NY:IC001VBHL:(2654,0)-(2656,0)	"1.0"	"1.0"
Relation	cluster-NILR21082	Physical.LocatedNear_EntityOrFiller	cluster-NILE21082	IC001V8NY:IC001VBHL:(1161,0)-(1162,0)	"1.0"	"1.0"
Relation	cluster-NILR21082	Physical.LocatedNear_Place	cluster-NILE21063	IC001V8NY:IC001VBHL:(1161,0)-(1162,0)	"1.0"	"1.0"
Relation	cluster-NILR21084	Physical.LocatedNear_EntityOrFiller	cluster-NILE21090	IC001V8NY:IC001VBHL:(6571,0)-(6572,0)	"1.0"	"1.0"
Relation	cluster-NILR21084	Physical.LocatedNear_Place	cluster-NILE21069	IC001V8NY:IC001VBHL:(6571,0)-(6572,0)	"1.0"	"1.0"
Relation	cluster-NILR21085	Physical.LocatedNear_EntityOrFiller	cluster-NILE21067	IC001V8NY:IC001VBHL:(8453,0)-(8454,0)	"1.0"	"1.0"
Relation	cluster-NILR21085	Physical.LocatedNear_Place	cluster-NILE21066	IC001V8NY:IC001VBHL:(8453,0)-(8454,0)	"1.0"	"1.0"
Relation	cluster-NILR21086	Physical.LocatedNear_EntityOrFiller	cluster-NILE21083	IC001V8NY:IC001VBHL:(1333,0)-(1342,0)	"1.0"	"1.0"
Relation	cluster-NILR21086	Physical.LocatedNear_Place	cluster-NILE21082	IC001V8NY:IC001VBHL:(1333,0)-(1342,0)	"1.0"	"1.0"
Relation	cluster-NILR21087	Physical.LocatedNear_EntityOrFiller	cluster-NILE21101	IC001V8NY:IC001VBHL:(1333,0)-(1342,0)	"1.0"	"1.0"
Relation	cluster-NILR21087	Physical.LocatedNear_Place	cluster-NILE21082	IC001V8NY:IC001VBHL:(1333,0)-(1342,0)	"1.0"	"1.0"
Relation	cluster-NILR21088	Physical.LocatedNear_EntityOrFiller	cluster-NILE21094	IC001V8NY:IC001VBHL:(4023,0)-(4029,0)	"1.0"	"1.0"
Relation	cluster-NILR21088	Physical.LocatedNear_Place	cluster-NILE21134	IC001V8NY:IC001VBHL:(4023,0)-(4029,0)	"1.0"	"1.0"
Relation	cluster-NILR21089	Physical.LocatedNear_EntityOrFiller	cluster-NILE21094	IC001V8NY:IC001VBHL:(4023,0)-(4029,0)	"1.0"	"1.0"
Relation	cluster-NILR21089	Physical.LocatedNear_Place	cluster-NILE21133	IC001V8NY:IC001VBHL:(4023,0)-(4029,0)	"1.0"	"1.0"
Relation	cluster-NILR21090	OrganizationAffiliation.Leadership.Government_GovernmentBodyOrGPE	cluster-NILE21062	IC001V8NY:IC001VBHL:(8406,0)-(8417,0)	"1.0"	"1.0"
Relation	cluster-NILR21090	OrganizationAffiliation.Leadership.Government_Leader	cluster-NILE21067	IC001V8NY:IC001VBHL:(8406,0)-(8417,0)	"1.0"	"1.0"
Relation	cluster-NILR21091	OrganizationAffiliation.Leadership.HeadOfState_Country	cluster-NILE21074	IC001V8NY:IC001VBHL:(429,0)-(440,0)	"1.0"	"1.0"
Relation	cluster-NILR21091	OrganizationAffiliation.Leadership.HeadOfState_Leader	cluster-NILE21088	IC001V8NY:IC001VBHL:(429,0)-(440,0)	"1.0"	"1.0"
Relation	cluster-NILR21092	GeneralAffiliation.Sponsorship.HelpSupport_ActorOrEvent	cluster-NILV21058	IC001V8NY:IC001VBHL:(6882,0)-(6894,0)	"1.0"	"1.0"
Relation	cluster-NILR21092	GeneralAffiliation.Sponsorship.HelpSupport_Sponsor	cluster-NILE21060	IC001V8NY:IC001VBHL:(6882,0)-(6894,0)	"1.0"	"1.0"
Relation	cluster-NILR21093	GeneralAffiliation.Sponsorship.HelpSupport_ActorOrEvent	cluster-NILV21058	IC001V8NY:IC001VBHL:(6882,0)-(6894,0)	"1.0"	"1.0"
Relation	cluster-NILR21093	GeneralAffiliation.Sponsorship.HelpSupport_Sponsor	cluster-NILE21105	IC001V8NY:IC001VBHL:(6882,0)-(6894,0)	"1.0"	"1.0"
Relation	cluster-NILR21094	GeneralAffiliation.Sponsorship.HelpSupport_ActorOrEvent	cluster-NILV21056	IC001V8NY:IC001VBHL:(6515,0)-(6523,0)	"1.0"	"1.0"
Relation	cluster-NILR21094	GeneralAffiliation.Sponsorship.HelpSupport_Sponsor	cluster-NILE21077	IC001V8NY:IC001VBHL:(6515,0)-(6523,0)	"1.0"	"1.0"
Relation	cluster-NILR21095	GeneralAffiliation.Sponsorship.AdvisePlanOrganize_ActorOrEvent	cluster-NILV21058	IC001V8NY:IC001VBHL:(6230,0)-(6238,0)	"1.0"	"1.0"
Relation	cluster-NILR21095	GeneralAffiliation.Sponsorship.AdvisePlanOrganize_Sponsor	cluster-NILE21077	IC001V8NY:IC001VBHL:(6230,0)-(6238,0)	"1.0"	"1.0"
Relation	cluster-NILR21096	GeneralAffiliation.Sponsorship.AdvisePlanOrganize_ActorOrEvent	cluster-NILV21058	IC001V8NY:IC001VBHL:(6230,0)-(6238,0)	"1.0"	"1.0"
Relation	cluster-NILR21096	GeneralAffiliation.Sponsorship.AdvisePlanOrganize_Sponsor	cluster-NILE21076	IC001V8NY:IC001VBHL:(6230,0)-(6238,0)	"1.0"	"1.0"
Relation	cluster-NILR21097	GeneralAffiliation.Sponsorship.AdvisePlanOrganize_ActorOrEvent	cluster-NILV21058	IC001V8NY:IC001VBHL:(6034,0)-(6043,0)	"1.0"	"1.0"
Relation	cluster-NILR21097	GeneralAffiliation.Sponsorship.AdvisePlanOrganize_Sponsor	cluster-NILE21107	IC001V8NY:IC001VBHL:(6034,0)-(6043,0)	"1.0"	"1.0"
Relation	cluster-NILR21098	GeneralAffiliation.Sponsorship.AdvisePlanOrganize_ActorOrEvent	cluster-NILV21058	IC001V8NY:IC001VBHL:(6034,0)-(6043,0)	"1.0"	"1.0"
Relation	cluster-NILR21098	GeneralAffiliation.Sponsorship.AdvisePlanOrganize_Sponsor	cluster-NILE21100	IC001V8NY:IC001VBHL:(6034,0)-(6043,0)	"1.0"	"1.0"
Relation	cluster-NILR21099	Physical.LocatedNear_EntityOrFiller	cluster-NILE21138	IC001V8NY:IC001VBHL:(3925,0)-(3934,0)	"1.0"	"1.0"
Relation	cluster-NILR21099	Physical.LocatedNear_Place	cluster-NILE21063	IC001V8NY:IC001VBHL:(3925,0)-(3934,0)	"1.0"	"1.0"
Relation	cluster-NILR21100	OrganizationAffiliation.Leadership.Government_GovernmentBodyOrGPE	cluster-NILE21095	IC001V8NY:IC001VBHL:(2590,0)-(2597,0)	"1.0"	"1.0"
Relation	cluster-NILR21100	OrganizationAffiliation.Leadership.Government_Leader	cluster-NILE21084	IC001V8NY:IC001VBHL:(2590,0)-(2597,0)	"1.0"	"1.0"
Relation	cluster-NILR21101	GeneralAffiliation.MemberOriginReligionEthnicity_EntityOrFiller	cluster-NILE21100	IC001V8NY:IC001VBHL:(8538,0)-(8545,0)	"1.0"	"1.0"
Relation	cluster-NILR21101	GeneralAffiliation.MemberOriginReligionEthnicity_Person	cluster-NILE21078	IC001V8NY:IC001VBHL:(8538,0)-(8545,0)	"1.0"	"1.0"
Relation	cluster-NILR21102	GeneralAffiliation.Sponsorship_ActorOrEvent	cluster-NILV21058	IC001V8NY:IC001VBHL:(8736,0)-(8746,0)	"1.0"	"1.0"
Relation	cluster-NILR21102	GeneralAffiliation.Sponsorship_Sponsor	cluster-NILE21067	IC001V8NY:IC001VBHL:(8736,0)-(8746,0)	"1.0"	"1.0"
Relation	cluster-NILR21103	OrganizationAffiliation.EmploymentMembership.Employment_Employee	cluster-NILE21076	IC001V8NY:IC001VBHL:(6658,0)-(6665,0)	"1.0"	"1.0"
Relation	cluster-NILR21103	OrganizationAffiliation.EmploymentMembership.Employment_PlaceOfEmployment	cluster-NILE21093	IC001V8NY:IC001VBHL:(6658,0)-(6665,0)	"1.0"	"1.0"
Relation	cluster-NILR21104	Measurement.Size.Count_EntityOrFiller	cluster-NILE21109	IC001V8NY:IC001VBHL:(2021,0)-(2025,0)	"1.0"	"1.0"
Relation	cluster-NILR21104	Measurement.Size.Count_Measurement	cluster-NILE21119	IC001V8NY:IC001VBHL:(2021,0)-(2025,0)	"1.0"	"1.0"
Relation	cluster-NILR21105	OrganizationAffiliation.Leadership.Government_GovernmentBodyOrGPE	cluster-NILE21075	IC001V8NY:IC001VBHL:(2493,0)-(2499,0)	"1.0"	"1.0"
Relation	cluster-NILR21105	OrganizationAffiliation.Leadership.Government_GovernmentBodyOrGPE	cluster-NILE21075	IC001V8NY:IC001VBHL:(941,0)-(954,0)	"1.0"	"1.0"
