?metatype	?subject	?predicate	?object	?predicate_justification	?argument_assertion_confidence	?predicate_justification_confidence
Event	cluster-NILV22268	Inspection.SensoryObserve_ObservedEntity	cluster-NILE22245	IC001ZTKF:IC002312Y:(104,0)-(113,0)	"1.0"	"1.0"
Event	cluster-NILV22268	Inspection.SensoryObserve_Observer	cluster-NILE22268	IC001ZTKF:IC002312Y:(104,0)-(113,0)	"1.0"	"1.0"
Event	cluster-NILV22269	Justice.ArrestJailDetain.ArrestJailDetain_Detainee	cluster-NILE22274	IC001ZTKF:IC002312Y:(1828,0)-(1836,0)	"1.0"	"1.0"
Event	cluster-NILV22270	Justice.Investigate.InvestigateCrime_Investigator	cluster-NILE22272	IC001ZTKF:IC002312Y:(1660,0)-(1672,0)	"1.0"	"1.0"
Event	cluster-NILV22270	Justice.Investigate.InvestigateCrime_Investigator	cluster-NILE22273	IC001ZTKF:IC002312Y:(1660,0)-(1672,0)	"1.0"	"1.0"
Event	cluster-NILV22270	Justice.Investigate.InvestigateCrime_Place	cluster-NILE22240	IC001ZTKF:IC002312Y:(1660,0)-(1672,0)	"1.0"	"1.0"
Event	cluster-NILV22271	Life.Injure.InjuryCausedByViolentEvents_Victim	cluster-NILE22268	IC001ZTKF:IC002312Y:(493,0)-(499,0)	"1.0"	"1.0"
Event	cluster-NILV22271	Life.Injure.InjuryCausedByViolentEvents_Victim	cluster-NILE22269	IC001ZTKF:IC002312Y:(846,0)-(851,0)	"1.0"	"1.0"
Event	cluster-NILV22272	Movement.TransportArtifact.Fall_Artifact	cluster-NILE22247	IC001ZTKF:IC002312Y:(933,0)-(936,0)	"1.0"	"1.0"
Event	cluster-NILV22272	Movement.TransportArtifact.Fall_Destination	cluster-NILE22263	IC001ZTKF:IC002312Y:(933,0)-(936,0)	"1.0"	"1.0"
Event	cluster-NILV22273	Movement.TransportArtifact.Fall_Artifact	cluster-NILE22248	IC001ZTKF:IC002312Y:(965,0)-(965,0)	"1.0"	"1.0"
Event	cluster-NILV22273	Movement.TransportArtifact.Fall_Destination	cluster-NILE22261	IC001ZTKF:IC002312Y:(965,0)-(965,0)	"1.0"	"1.0"
Event	cluster-NILV22274	Movement.TransportPerson.SelfMotion_Transporter	cluster-NILE22268	IC001ZTKF:IC002312Y:(811,0)-(821,0)	"1.0"	"1.0"
Relation	cluster-NILR22258	Evaluate.Deliberateness.Deliberate_Event	cluster-NILV22259	IC001ZTKF:IC002312Y:(1935,0)-(1942,0)	"1.0"	"1.0"
Relation	cluster-NILR22258	Evaluate.Deliberateness.Deliberate_Holder	cluster-NILE22266	IC001ZTKF:IC002312Y:(1935,0)-(1942,0)	"1.0"	"1.0"
Relation	cluster-NILR22259	Evaluate.Status.HoaxFraud_HoaxFraud	cluster-NILV22260	IC001ZTKF:IC002312Y:(2461,0)-(2473,0)	"1.0"	"1.0"
Relation	cluster-NILR22259	Evaluate.Status.HoaxFraud_Holder	cluster-NILE22279	IC001ZTKF:IC002312Y:(2461,0)-(2473,0)	"1.0"	"1.0"
Relation	cluster-NILR22260	GeneralAffiliation.Sponsorship.AdvisePlanOrganize_ActorOrEvent	cluster-NILV22259	IC001ZTKF:IC002312Y:(1993,0)-(2009,0)	"1.0"	"1.0"
Relation	cluster-NILR22260	GeneralAffiliation.Sponsorship.AdvisePlanOrganize_Sponsor	cluster-NILE22259	IC001ZTKF:IC002312Y:(1993,0)-(2009,0)	"1.0"	"1.0"
Relation	cluster-NILR22261	GeneralAffiliation.Sponsorship.AdvisePlanOrganize_ActorOrEvent	cluster-NILV22260	IC001ZTKF:IC002312Y:(2476,0)-(2485,0)	"1.0"	"1.0"
Relation	cluster-NILR22261	GeneralAffiliation.Sponsorship.AdvisePlanOrganize_Sponsor	cluster-NILE22267	IC001ZTKF:IC002312Y:(2476,0)-(2485,0)	"1.0"	"1.0"
Relation	cluster-NILR22262	GeneralAffiliation.Sponsorship.HelpSupport_ActorOrEvent	cluster-NILV22259	IC001ZTKF:IC002312Y:(2081,0)-(2093,0)	"1.0"	"1.0"
Relation	cluster-NILR22262	GeneralAffiliation.Sponsorship.HelpSupport_Sponsor	cluster-NILE22278	IC001ZTKF:IC002312Y:(2081,0)-(2093,0)	"1.0"	"1.0"
Relation	cluster-NILR22263	GeneralAffiliation.MemberOriginReligionEthnicity.NationalityCitizen_Citizen	cluster-NILE22268	IC001ZTKF:IC002312Y:(74,0)-(86,0)	"1.0"	"1.0"
Relation	cluster-NILR22263	GeneralAffiliation.MemberOriginReligionEthnicity.NationalityCitizen_Nationality	cluster-NILE22242	IC001ZTKF:IC002312Y:(74,0)-(86,0)	"1.0"	"1.0"
Relation	cluster-NILR22264	GeneralAffiliation.OrganizationPoliticalReligiousAffiliation.NationalityCitizen_Nationality	cluster-NILE22242	IC001ZTKF:IC002312Y:(1113,0)-(1125,0)	"1.0"	"1.0"
Relation	cluster-NILR22264	GeneralAffiliation.OrganizationPoliticalReligiousAffiliation.NationalityCitizen_Organization	cluster-NILE22258	IC001ZTKF:IC002312Y:(1113,0)-(1125,0)	"1.0"	"1.0"
Relation	cluster-NILR22265	GeneralAffiliation.OrganizationPoliticalReligiousAffiliation.NationalityCitizen_Nationality	cluster-NILE22243	IC001ZTKF:IC002312Y:(1158,0)-(1169,0)	"1.0"	"1.0"
Relation	cluster-NILR22265	GeneralAffiliation.OrganizationPoliticalReligiousAffiliation.NationalityCitizen_Organization	cluster-NILE22257	IC001ZTKF:IC002312Y:(1158,0)-(1169,0)	"1.0"	"1.0"
Relation	cluster-NILR22266	GeneralAffiliation.MemberOriginReligionEthnicity.NationalityCitizen_Citizen	cluster-NILE22271	IC001ZTKF:IC002312Y:(468,0)-(473,0)	"1.0"	"1.0"
Relation	cluster-NILR22266	GeneralAffiliation.MemberOriginReligionEthnicity.NationalityCitizen_Nationality	cluster-NILE22242	IC001ZTKF:IC002312Y:(468,0)-(473,0)	"1.0"	"1.0"
Relation	cluster-NILR22267	Information.Make.Make_Brand	cluster-NILE22281	IC001ZTKF:IC002312Y:(2742,0)-(2743,0)	"1.0"	"1.0"
Relation	cluster-NILR22267	Information.Make.Make_EntityOrFiller	cluster-NILE22281	IC001ZTKF:IC002312Y:(2742,0)-(2743,0)	"1.0"	"1.0"
Relation	cluster-NILR22268	Measurement.Size.Count_EntityOrFiller	cluster-NILE22269	IC001ZTKF:IC002312Y:(833,0)-(833,0)	"1.0"	"1.0"
Relation	cluster-NILR22268	Measurement.Size.Count_Measurement	cluster-NILE22254	IC001ZTKF:IC002312Y:(833,0)-(833,0)	"1.0"	"1.0"
Relation	cluster-NILR22269	Measurement.Size.Count_EntityOrFiller	cluster-NILE22245	IC001ZTKF:IC002312Y:(869,0)-(872,0)	"1.0"	"1.0"
Relation	cluster-NILR22269	Measurement.Size.Count_Measurement	cluster-NILE22252	IC001ZTKF:IC002312Y:(869,0)-(872,0)	"1.0"	"1.0"
Relation	cluster-NILR22270	Measurement.Size.Count_EntityOrFiller	cluster-NILE22272	IC001ZTKF:IC002312Y:(1607,0)-(1611,0)	"1.0"	"1.0"
Relation	cluster-NILR22270	Measurement.Size.Count_Measurement	cluster-NILE22255	IC001ZTKF:IC002312Y:(1607,0)-(1611,0)	"1.0"	"1.0"
Relation	cluster-NILR22271	Measurement.Size.Count_EntityOrFiller	cluster-NILE22274	IC001ZTKF:IC002312Y:(1838,0)-(1842,0)	"1.0"	"1.0"
Relation	cluster-NILR22271	Measurement.Size.Count_Measurement	cluster-NILE22256	IC001ZTKF:IC002312Y:(1838,0)-(1842,0)	"1.0"	"1.0"
Relation	cluster-NILR22272	Measurement.Size.Weight_EntityOrFiller	cluster-NILE22281	IC001ZTKF:IC002312Y:(889,0)-(901,0)	"1.0"	"1.0"
Relation	cluster-NILR22272	Measurement.Size.Weight_Measurement	cluster-NILE22280	IC001ZTKF:IC002312Y:(889,0)-(901,0)	"1.0"	"1.0"
Relation	cluster-NILR22273	OrganizationAffiliation.Leadership.HeadOfState_Country	cluster-NILE22242	IC001ZTKF:IC002312Y:(188,0)-(204,0)	"1.0"	"1.0"
Relation	cluster-NILR22273	OrganizationAffiliation.Leadership.HeadOfState_Leader	cluster-NILE22249	IC001ZTKF:IC002312Y:(188,0)-(204,0)	"1.0"	"1.0"
Relation	cluster-NILR22274	OrganizationAffiliation.Leadership.HeadOfState_Country	cluster-NILE22243	IC001ZTKF:IC002312Y:(1246,0)-(1263,0)	"1.0"	"1.0"
Relation	cluster-NILR22274	OrganizationAffiliation.Leadership.HeadOfState_Leader	cluster-NILE22250	IC001ZTKF:IC002312Y:(1246,0)-(1263,0)	"1.0"	"1.0"
Relation	cluster-NILR22275	ResponsibilityBlame.AssignBlame.AssignBlame_EntityResponsible	cluster-NILE22258	IC001ZTKF:IC002312Y:(1089,0)-(1097,0)	"1.0"	"1.0"
Relation	cluster-NILR22275	ResponsibilityBlame.AssignBlame.AssignBlame_Event	cluster-NILV22259	IC001ZTKF:IC002312Y:(1089,0)-(1097,0)	"1.0"	"1.0"
Relation	cluster-NILR22276	ResponsibilityBlame.AssignBlame.AssignBlame_EntityResponsible	cluster-NILE22250	IC001ZTKF:IC002312Y:(1236,0)-(1244,0)	"1.0"	"1.0"
Relation	cluster-NILR22276	ResponsibilityBlame.AssignBlame.AssignBlame_EntityResponsible	cluster-NILE22250	IC001ZTKF:IC002312Y:(1455,0)-(1475,0)	"1.0"	"1.0"
Relation	cluster-NILR22276	ResponsibilityBlame.AssignBlame.AssignBlame_Event	cluster-NILV22259	IC001ZTKF:IC002312Y:(1236,0)-(1244,0)	"1.0"	"1.0"
Relation	cluster-NILR22276	ResponsibilityBlame.AssignBlame.AssignBlame_Event	cluster-NILV22259	IC001ZTKF:IC002312Y:(1455,0)-(1475,0)	"1.0"	"1.0"
Relation	cluster-NILR22278	ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility_EntityResponsible	cluster-NILE22275	IC001ZTKF:IC002312Y:(2574,0)-(2588,0)	"1.0"	"1.0"
Relation	cluster-NILR22278	ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility_Event	cluster-NILV22259	IC001ZTKF:IC002312Y:(2574,0)-(2588,0)	"1.0"	"1.0"
