?cluster	?metatype	?type	?mention_span	?type_statement_confidence	?cluster_membership_confidence	?mention_type_justification_confidence
cluster-NILE20104	Entity	PER.Politician.HeadOfGovernment	IC001V9U9:IC001VBJM:(3665,0)-(3670,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20104	Entity	PER.Politician.HeadOfGovernment	IC001V9U9:IC001VBJM:(3673,0)-(3675,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20104	Entity	PER.Politician.HeadOfGovernment	IC001V9U9:IC001VBJM:(3712,0)-(3714,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20104	Entity	PER.Politician.HeadOfGovernment	IC001V9U9:IC001VBJM:(4605,0)-(4617,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20104	Entity	PER.Politician.HeadOfGovernment	IC001V9U9:IC001VBJM:(509,0)-(514,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20104	Entity	PER.Politician.HeadOfGovernment	IC001V9U9:IC001VBJM:(541,0)-(543,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20104	Entity	PER.Politician.HeadOfGovernment	IC001V9U9:IC001VBJM:(582,0)-(583,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20104	Entity	PER.Politician.HeadOfGovernment	IC001V9U9:IC001VBJM:(616,0)-(618,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20104	Entity	PER.Politician.HeadOfGovernment	IC001V9U9:IC001VBJM:(734,0)-(739,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20105	Entity	VAL.Number.Number	IC001V9U9:IC001VBJM:(1003,0)-(1003,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20105	Entity	VAL.Number.Number	IC001V9U9:IC001VBJM:(1234,0)-(1236,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20105	Entity	VAL.Number.Number	IC001V9U9:IC001VBJM:(1390,0)-(1392,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20105	Entity	VAL.Number.Number	IC001V9U9:IC001VBJM:(2590,0)-(2592,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20105	Entity	VAL.Number.Number	IC001V9U9:IC001VBJM:(262,0)-(264,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20106	Entity	PER.Protester	IC001V9U9:IC001VBJM:(1829,0)-(1831,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20107	Entity	SID.Political.Opposition	IC001V9U9:IC001VBJM:(371,0)-(380,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20107	Entity	SID.Political.Opposition	IC001V9U9:IC001VBJM:(4106,0)-(4115,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20107	Entity	SID.Political.Opposition	IC001V9U9:IC001VBJM:(4396,0)-(4410,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20107	Entity	SID.Political.Opposition	IC001V9U9:IC001VBJM:(482,0)-(491,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20108	Entity	PER	IC001V9U9:IC001VBJM:(2590,0)-(2600,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20109	Entity	PER	IC001V9U9:IC001VBJM:(482,0)-(499,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20109	Entity	PER	IC001V9U9:IC001VBJM:(570,0)-(573,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20110	Entity	PER	IC001V9U9:IC001VBJM:(1080,0)-(1096,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20111	Entity	VAL.Number.Number	IC001V9U9:IC001VBJM:(2877,0)-(2882,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20111	Entity	VAL.Number.Number	IC001V9U9:IC001VBJM:(3199,0)-(3204,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20112	Entity	VAL.Number.Number	IC001V9U9:IC001VBJM:(109,0)-(111,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20112	Entity	VAL.Number.Number	IC001V9U9:IC001VBJM:(1578,0)-(1580,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20113	Entity	PER	IC001V9U9:IC001VBJM:(109,0)-(228,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20113	Entity	PER	IC001V9U9:IC001VBJM:(1578,0)-(1605,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20113	Entity	PER	IC001V9U9:IC001VBJM:(1685,0)-(1698,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20114	Entity	PER.MilitaryPersonnel	IC001V9U9:IC001VBJM:(4623,0)-(4630,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20115	Entity	ORG	IC001V9U9:IC001VBJM:(4447,0)-(4502,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20115	Entity	ORG	IC001V9U9:IC001VBJM:(4483,0)-(4502,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20115	Entity	ORG	IC001V9U9:IC001VBJM:(4550,0)-(4551,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20115	Entity	ORG	IC001V9U9:IC001VBJM:(4721,0)-(4736,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20116	Entity	PER	IC001V9U9:IC001VBJM:(3783,0)-(3802,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20117	Entity	ORG	IC001V9U9:IC001VBJM:(2613,0)-(2628,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20117	Entity	ORG	IC001V9U9:IC001VBJM:(4776,0)-(4777,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20118	Entity	ORG.PoliticalOrganization	IC001V9U9:IC001VBJM:(4078,0)-(4088,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20118	Entity	ORG.PoliticalOrganization	IC001V9U9:IC001VBJM:(4091,0)-(4135,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20118	Entity	ORG.PoliticalOrganization	IC001V9U9:IC001VBJM:(4415,0)-(4423,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20119	Entity	SID.Ideological.Ideological	IC001V9U9:IC001VBJM:(3437,0)-(3450,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20120	Entity	VAL.Number.Number	IC001V9U9:IC001VBJM:(1480,0)-(1482,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20120	Entity	VAL.Number.Number	IC001V9U9:IC001VBJM:(2433,0)-(2435,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20120	Entity	VAL.Number.Number	IC001V9U9:IC001VBJM:(4568,0)-(4570,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20120	Entity	VAL.Number.Number	IC001V9U9:IC001VBJM:(975,0)-(977,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20121	Entity	PER.Combatant	IC001V9U9:IC001VBJM:(2000,0)-(2002,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20122	Entity	VEH.Aircraft.Drone	IC001V9U9:IC001VBJM:(1241,0)-(1250,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20122	Entity	VEH.Aircraft.Drone	IC001V9U9:IC001VBJM:(1397,0)-(1406,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20122	Entity	VEH.Aircraft.Drone	IC001V9U9:IC001VBJM:(4568,0)-(4600,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20122	Entity	VEH.Aircraft.Drone	IC001V9U9:IC001VBJM:(975,0)-(1050,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20123	Entity	PER	IC001V9U9:IC001VBJM:(1714,0)-(1716,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20123	Entity	PER	IC001V9U9:IC001VBJM:(1785,0)-(1789,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20123	Entity	PER	IC001V9U9:IC001VBJM:(1817,0)-(1820,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20124	Entity	PER	IC001V9U9:IC001VBJM:(2433,0)-(2484,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20124	Entity	PER	IC001V9U9:IC001VBJM:(2491,0)-(2494,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20125	Entity	PER	IC001V9U9:IC001VBJM:(2191,0)-(2223,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20126	Entity	ORG	IC001V9U9:IC001VBJM:(2067,0)-(2073,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20126	Entity	ORG.Government	IC001V9U9:IC001VBJM:(1200,0)-(1207,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20127	Entity	PER.ProfessionalPosition	IC001V9U9:IC001VBJM:(231,0)-(239,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20128	Entity	PER.ProfessionalPosition.Minister	IC001V9U9:IC001VBJM:(2084,0)-(2105,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20129	Entity	PER	IC001V9U9:IC001VBJM:(2683,0)-(2684,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20130	Entity	VEH.Aircraft.Drone	IC001V9U9:IC001VBJM:(1438,0)-(1446,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20130	Entity	VEH.Aircraft.Drone	IC001V9U9:IC001VBJM:(2649,0)-(2655,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20130	Entity	VEH.Aircraft.Drone	IC001V9U9:IC001VBJM:(2691,0)-(2699,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20131	Entity	VEH.Aircraft.Drone	IC001V9U9:IC001VBJM:(2500,0)-(2506,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20132	Entity	VEH.Aircraft.Drone	IC001V9U9:IC001VBJM:(1293,0)-(1301,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20132	Entity	VEH.Aircraft.Drone	IC001V9U9:IC001VBJM:(3070,0)-(3085,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20133	Entity	PER	IC001V9U9:IC001VBJM:(3483,0)-(3508,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20133	Entity	PER	IC001V9U9:IC001VBJM:(406,0)-(435,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20134	Entity	VEH.Aircraft.Drone	IC001V9U9:IC001VBJM:(1390,0)-(1406,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20135	Entity	VEH.Aircraft.Drone	IC001V9U9:IC001VBJM:(1234,0)-(1250,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20136	Entity	PER	IC001V9U9:IC001VBJM:(2151,0)-(2163,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20136	Entity	PER	IC001V9U9:IC001VBJM:(955,0)-(968,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20137	Entity	PER.MilitaryPersonnel	IC001V9U9:IC001VBJM:(1530,0)-(1551,0)	"1.0"	"1.0"	"1.0"
cluster-NILE20137	Entity	PER.MilitaryPersonnel	IC001V9U9:IC001VBJM:(3332,0)-(3349,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20066	Relation	Measurement.Size.Count	IC001V9U9:IC001VBJM:(109,0)-(111,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20066	Relation	Measurement.Size.Count	IC001V9U9:IC001VBJM:(1578,0)-(1580,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20067	Relation	OrganizationAffiliation.Leadership.HeadOfState	IC001V9U9:IC001VBJM:(205,0)-(213,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20068	Relation	Measurement.Size.Count	IC001V9U9:IC001VBJM:(4568,0)-(4570,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20068	Relation	Measurement.Size.Count	IC001V9U9:IC001VBJM:(975,0)-(977,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20069	Relation	Physical.LocatedNear	IC001V9U9:IC001VBJM:(1491,0)-(1494,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20070	Relation	Measurement.Size.Count	IC001V9U9:IC001VBJM:(1234,0)-(1236,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20071	Relation	Measurement.Size.Count	IC001V9U9:IC001VBJM:(1390,0)-(1392,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20072	Relation	Measurement.Size.Count	IC001V9U9:IC001VBJM:(1480,0)-(1482,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20073	Relation	Measurement.Size.Count	IC001V9U9:IC001VBJM:(1534,0)-(1541,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20075	Relation	Measurement.Size.Count	IC001V9U9:IC001VBJM:(2433,0)-(2435,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20076	Relation	Physical.LocatedNear	IC001V9U9:IC001VBJM:(2517,0)-(2520,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20077	Relation	Measurement.Size.Count	IC001V9U9:IC001VBJM:(2590,0)-(2592,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20078	Relation	Physical.LocatedNear	IC001V9U9:IC001VBJM:(417,0)-(418,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20079	Relation	Physical.LocatedNear	IC001V9U9:IC001VBJM:(417,0)-(418,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20080	Relation	Physical.LocatedNear	IC001V9U9:IC001VBJM:(1456,0)-(1459,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20081	Relation	Physical.LocatedNear	IC001V9U9:IC001VBJM:(1833,0)-(1841,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20082	Relation	Physical.LocatedNear	IC001V9U9:IC001VBJM:(2042,0)-(2043,0)	"1.0"	"1.0"	"1.0"
cluster-NILR20083	Relation	Physical.LocatedNear	IC001V9U9:IC001VBJM:(2666,0)-(2669,0)	"1.0"	"1.0"	"1.0"
