?cluster	?metatype	?type	?mention_span	?is_negated	?type_statement_confidence	?cluster_membership_confidence	?mention_type_justification_confidence
cluster-NILE30056	Entity	Q756	L0C0499MZ:L0C0499NT:(226,113)-(256,121)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30056	Entity	Q756	L0C0499MZ:L0C0499NT:(241,67)-(260,75)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30056	Entity	Q756	L0C0499MZ:L0C0499NT:(243,17)-(265,24)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30056	Entity	Q756	L0C0499MZ:L0C0499NT:(276,112)-(290,121)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30056	Entity	Q756	L0C0499MZ:L0C049DRM:(1,0)-(15,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30056	Entity	Q756	L0C0499MZ:L0C049DRM:(158,0)-(172,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30056	Entity	Q756	L0C0499MZ:L0C049DRM:(1851,0)-(1863,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30056	Entity	Q756	L0C0499MZ:L0C049DRM:(1938,0)-(1950,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30056	Entity	Q756	L0C0499MZ:L0C049DRM:(2066,0)-(2078,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30056	Entity	Q756	L0C0499MZ:L0C049DRM:(2341,0)-(2355,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30056	Entity	Q756	L0C0499MZ:L0C049DRM:(2358,0)-(2370,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30056	Entity	Q756	L0C0499MZ:L0C049DRM:(3062,0)-(3074,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30056	Entity	Q756	L0C0499MZ:L0C049DRM:(313,0)-(327,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q15401930	L0C0499MZ:L0C049DRM:(3046,0)-(3047,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q16686022	L0C0499MZ:L0C0499NL:(715,70)-(856,86)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q16686022	L0C0499MZ:L0C0499NT:(224,21)-(268,28)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q16686022	L0C0499MZ:L0C049DRM:(233,0)-(251,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C0499NL:(712,379)-(836,399)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C0499NT:(226,116)-(261,125)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(1079,0)-(1080,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(1205,0)-(1218,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(1330,0)-(1331,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(1344,0)-(1345,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(1705,0)-(1715,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(1746,0)-(1756,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(279,0)-(292,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(29,0)-(39,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(2993,0)-(3006,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(3011,0)-(3088,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(3039,0)-(3041,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(355,0)-(403,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(459,0)-(460,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(475,0)-(512,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(589,0)-(602,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(608,0)-(650,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(657,0)-(722,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(743,0)-(756,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30057	Entity	Q6657015	L0C0499MZ:L0C049DRM:(848,0)-(854,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30058	Entity	EMPTY_TBD	L0C0499MZ:L0C0499NL:(861,116)-(892,130)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30058	Entity	EMPTY_TBD	L0C0499MZ:L0C0499NT:(268,34)-(279,42)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30058	Entity	EMPTY_TBD	L0C0499MZ:L0C049DRM:(1395,0)-(1402,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30058	Entity	EMPTY_TBD	L0C0499MZ:L0C049DRM:(1811,0)-(1818,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30058	Entity	EMPTY_TBD	L0C0499MZ:L0C049DRM:(1834,0)-(1836,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30058	Entity	EMPTY_TBD	L0C0499MZ:L0C049DRM:(2888,0)-(2895,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30058	Entity	EMPTY_TBD	L0C0499MZ:L0C049DRM:(2960,0)-(2974,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30058	Entity	EMPTY_TBD	L0C0499MZ:L0C049DRM:(3127,0)-(3134,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30058	Entity	EMPTY_TBD	L0C0499MZ:L0C049DRM:(73,0)-(77,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30059	Entity	Q15621286	L0C0499MZ:L0C049DRM:(1870,0)-(1904,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30059	Entity	Q15621286	L0C0499MZ:L0C049DRM:(1885,0)-(1887,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30059	Entity	Q15621286	L0C0499MZ:L0C049DRM:(1889,0)-(1890,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30059	Entity	Q15621286	L0C0499MZ:L0C049DRM:(82,0)-(108,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30060	Entity	Q15621286	L0C0499MZ:L0C049DRM:(101,0)-(108,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30061	Entity	Q756	L0C0499MZ:L0C0499NL:(829,365)-(875,383)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30061	Entity	Q756	L0C0499MZ:L0C0499NL:(877,39)-(924,56)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30061	Entity	Q756	L0C0499MZ:L0C0499NT:(259,112)-(276,121)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30061	Entity	Q756	L0C0499MZ:L0C0499NT:(275,11)-(290,19)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30061	Entity	Q756	L0C0499MZ:L0C049DRM:(186,0)-(191,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30061	Entity	Q756	L0C0499MZ:L0C049DRM:(2085,0)-(2090,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30061	Entity	Q756	L0C0499MZ:L0C049DRM:(2493,0)-(2498,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30061	Entity	Q756	L0C0499MZ:L0C049DRM:(2501,0)-(2513,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30061	Entity	Q756	L0C0499MZ:L0C049DRM:(3083,0)-(3088,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30061	Entity	Q756	L0C0499MZ:L0C049DRM:(336,0)-(341,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30062	Entity	Q756	L0C0499MZ:L0C049DRM:(2018,0)-(2029,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30062	Entity	Q756	L0C0499MZ:L0C049DRM:(2116,0)-(2126,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30062	Entity	Q756	L0C0499MZ:L0C049DRM:(216,0)-(220,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30063	Entity	Q41176	L0C0499MZ:L0C049DRM:(393,0)-(403,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30064	Entity	Q15621286	L0C0499MZ:L0C049DRM:(543,0)-(567,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30065	Entity	Q15401930	L0C0499MZ:L0C049DRM:(637,0)-(650,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30066	Entity	Q901	L0C0499MZ:L0C049DRM:(789,0)-(815,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30067	Entity	EMPTY_TBD	L0C0499MZ:L0C049DRM:(875,0)-(888,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30067	Entity	EMPTY_TBD	L0C0499MZ:L0C049DRM:(890,0)-(891,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30068	Entity	Q15621286	L0C0499MZ:L0C049DRM:(933,0)-(935,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30069	Entity	Q15621286	L0C0499MZ:L0C049DRM:(939,0)-(952,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30070	Entity	Q43229	L0C0499MZ:L0C049DRM:(1001,0)-(1021,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30071	Entity	Q15621286	L0C0499MZ:L0C049DRM:(1165,0)-(1218,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30072	Entity	Q11974939	L0C0499MZ:L0C049DRM:(1437,0)-(1496,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30072	Entity	Q327333	L0C0499MZ:L0C049DRM:(1461,0)-(1496,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30072	Entity	Q327333	L0C0499MZ:L0C049DRM:(1499,0)-(1501,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30073	Entity	Q107711	L0C0499MZ:L0C049DRM:(1489,0)-(1496,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30074	Entity	Q15401930	L0C0499MZ:L0C049DRM:(1723,0)-(1734,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30074	Entity	Q826745	L0C0499MZ:L0C049DRM:(1772,0)-(1783,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30075	Entity	Q6657015	L0C0499MZ:L0C049DRM:(1791,0)-(1818,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30076	Entity	Q15621286	L0C0499MZ:L0C049DRM:(1909,0)-(1922,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30077	Entity	Q215627	L0C0499MZ:L0C049DRM:(1992,0)-(1993,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30077	Entity	Q215627	L0C0499MZ:L0C049DRM:(2033,0)-(2062,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30077	Entity	Q215627	L0C0499MZ:L0C049DRM:(2045,0)-(2047,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30078	Entity	Q6657015	L0C0499MZ:L0C049DRM:(2002,0)-(2029,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30081	Entity	Q756	L0C0499MZ:L0C0499NL:(769,174)-(821,192)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30081	Entity	Q756	L0C0499MZ:L0C0499NL:(837,173)-(909,191)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30081	Entity	Q756	L0C0499MZ:L0C0499NT:(242,53)-(257,60)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30081	Entity	Q756	L0C0499MZ:L0C0499NT:(263,54)-(286,61)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30081	Entity	Q756	L0C0499MZ:L0C049DRM:(2009,0)-(2013,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30082	Entity	Q215627	L0C0499MZ:L0C0499NL:(816,410)-(836,427)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30082	Entity	Q215627	L0C0499MZ:L0C0499NL:(841,381)-(854,399)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30082	Entity	Q215627	L0C0499MZ:L0C0499NT:(255,126)-(263,136)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30082	Entity	Q215627	L0C0499MZ:L0C0499NT:(257,118)-(265,124)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30082	Entity	Q215627	L0C0499MZ:L0C049DRM:(2033,0)-(2034,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30082	Entity	Q215627	L0C0499MZ:L0C049DRM:(3302,0)-(3303,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30083	Entity	Q756	L0C0499MZ:L0C049DRM:(2141,0)-(2169,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30083	Entity	Q756	L0C0499MZ:L0C049DRM:(2161,0)-(2169,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30083	Entity	Q756	L0C0499MZ:L0C049DRM:(2183,0)-(2192,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30083	Entity	Q756	L0C0499MZ:L0C049DRM:(2256,0)-(2260,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30084	Entity	Q15401930	L0C0499MZ:L0C049DRM:(2200,0)-(2225,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30084	Entity	Q15401930	L0C0499MZ:L0C049DRM:(2231,0)-(2232,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30085	Entity	Q169872	L0C0499MZ:L0C049DRM:(2391,0)-(2399,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30086	Entity	Q6657015	L0C0499MZ:L0C049DRM:(2526,0)-(2588,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30087	Entity	Q15401930	L0C0499MZ:L0C049DRM:(2752,0)-(2801,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30087	Entity	Q6657015	L0C0499MZ:L0C049DRM:(2744,0)-(2801,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30088	Entity	Q82794	L0C0499MZ:L0C049DRM:(2778,0)-(2787,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30089	Entity	Q6657015	L0C0499MZ:L0C049DRM:(2805,0)-(2820,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30090	Entity	Q169872	L0C0499MZ:L0C0499NL:(746,114)-(796,130)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30090	Entity	Q169872	L0C0499MZ:L0C0499NT:(235,35)-(253,43)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30090	Entity	Q169872	L0C0499MZ:L0C049DRM:(2863,0)-(2895,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30091	Entity	Q6657015	L0C0499MZ:L0C049DRM:(2917,0)-(2927,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30092	Entity	Q15401930	L0C0499MZ:L0C049DRM:(3093,0)-(3117,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30092	Entity	Q15401930	L0C0499MZ:L0C049DRM:(3104,0)-(3117,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30093	Entity	Q1930187	L0C0499MZ:L0C049DRM:(3184,0)-(3208,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30094	Entity	Q107711	L0C0499MZ:L0C049DRM:(3222,0)-(3227,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30094	Entity	Q107711	L0C0499MZ:L0C049DRM:(3345,0)-(3350,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30095	Entity	Q215627	L0C0499MZ:L0C049DRM:(3251,0)-(3262,0)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30096	Entity	Q11499147	L0C0499MZ:L0C0499N3:(62,592)-(112,729)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30097	Entity	Q15401930	L0C0499MZ:L0C0499N3:(54,618)-(103,679)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30098	Entity	Q15401930	L0C0499MZ:L0C0499N3:(50,673)-(106,707)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30099	Entity	EMPTY_TBD	L0C0499MZ:L0C0499N3:(98,611)-(126,635)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30100	Entity	Q11499147	L0C0499MZ:L0C0499N3:(92,592)-(195,749)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30101	Entity	Q15401930	L0C0499MZ:L0C0499N3:(124,608)-(172,657)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30102	Entity	Q15401930	L0C0499MZ:L0C0499N3:(99,626)-(146,722)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30103	Entity	Q15401930	L0C0499MZ:L0C0499N3:(83,704)-(125,748)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30104	Entity	Q11499147	L0C0499MZ:L0C0499N3:(223,430)-(350,700)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30105	Entity	Q15401930	L0C0499MZ:L0C0499N3:(272,503)-(333,612)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30106	Entity	Q15401930	L0C0499MZ:L0C0499N3:(264,682)-(356,700)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30107	Entity	Q15401930	L0C0499MZ:L0C0499N3:(292,482)-(333,516)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30108	Entity	EMPTY_MIS	L0C0499MZ:L0C0499N3:(130,160)-(294,688)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30109	Entity	Q15401930	L0C0499MZ:L0C0499N3:(249,108)-(412,710)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30110	Entity	Q15401930	L0C0499MZ:L0C0499N3:(388,59)-(601,584)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30111	Entity	Q215627	L0C0499MZ:L0C0499N3:(0,758)-(57,1069)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30112	Entity	Q15401930	L0C0499MZ:L0C0499N3:(7,768)-(129,924)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30113	Entity	Q215627	L0C0499MZ:L0C0499N3:(102,805)-(169,1055)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30114	Entity	Q15401930	L0C0499MZ:L0C0499N3:(99,839)-(166,952)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30115	Entity	Q15401930	L0C0499MZ:L0C0499N3:(115,807)-(162,843)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30116	Entity	Q15401930	L0C0499MZ:L0C0499N3:(102,949)-(160,1061)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30117	Entity	Q215627	L0C0499MZ:L0C0499NL:(767,97)-(806,114)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30117	Entity	Q215627	L0C0499MZ:L0C0499NT:(241,28)-(253,36)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30118	Entity	Q11499147	L0C0499MZ:L0C0499N3:(826,88)-(1016,711)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30119	Entity	Q215627	L0C0499MZ:L0C0499N3:(563,236)-(1568,458)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30120	Entity	Q15401930	L0C0499MZ:L0C0499N3:(587,186)-(1580,731)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30121	Entity	EMPTY_TBD	L0C0499MZ:L0C0499N3:(621,287)-(642,302)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30122	Entity	EMPTY_TBD	L0C0499MZ:L0C0499N3:(880,218)-(947,263)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30123	Entity	EMPTY_TBD	L0C0499MZ:L0C0499N3:(692,282)-(702,294)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30124	Entity	EMPTY_TBD	L0C0499MZ:L0C0499N3:(1189,281)-(1199,294)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30125	Entity	EMPTY_TBD	L0C0499MZ:L0C0499N3:(1505,253)-(1531,285)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30126	Entity	Q5638	L0C0499MZ:L0C0499N3:(685,313)-(704,355)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30127	Entity	Q5638	L0C0499MZ:L0C0499N3:(1036,242)-(1354,426)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30128	Entity	Q5638	L0C0499MZ:L0C0499N3:(1242,132)-(1304,148)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30129	Entity	Q41176	L0C0499MZ:L0C0499N3:(747,211)-(803,246)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30130	Entity	Q41176	L0C0499MZ:L0C0499N3:(762,232)-(805,316)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30131	Entity	Q41176	L0C0499MZ:L0C0499N3:(801,29)-(881,325)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30132	Entity	Q41176	L0C0499MZ:L0C0499N3:(886,4)-(1248,338)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30133	Entity	Q79007	L0C0499MZ:L0C0499N3:(154,250)-(1540,1061)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30134	Entity	Q826745	L0C0499MZ:L0C0499N3:(833,73)-(891,154)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30135	Entity	Q15401930	L0C0499MZ:L0C0499N3:(15,13)-(508,461)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30136	Entity	Q215627	L0C0499MZ:L0C0499NL:(813,96)-(853,115)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30136	Entity	Q215627	L0C0499MZ:L0C0499NT:(254,29)-(269,37)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30137	Entity	Q1021645	L0C0499MZ:L0C0499N3:(1328,707)-(1421,764)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30138	Entity	Q215627	L0C0499MZ:L0C0499N3:(1141,819)-(1285,1073)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30139	Entity	Q15401930	L0C0499MZ:L0C0499N3:(1133,859)-(1287,1049)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30140	Entity	Q15401930	L0C0499MZ:L0C0499N3:(1249,1014)-(1277,1047)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30141	Entity	Q15401930	L0C0499MZ:L0C0499N3:(1139,1033)-(1263,1080)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30142	Entity	Q215627	L0C0499MZ:L0C0499N3:(1314,835)-(1495,1068)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30143	Entity	Q15401930	L0C0499MZ:L0C0499N3:(1360,900)-(1451,1039)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30144	Entity	Q15401930	L0C0499MZ:L0C0499N3:(1367,1028)-(1442,1076)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30145	Entity	Q15401930	L0C0499MZ:L0C0499N3:(1435,945)-(1494,1060)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30146	Entity	Q215627	L0C0499MZ:L0C0499N3:(1551,847)-(1689,1079)	NotNegated	"1.0"	"1.0"	"1.0"
cluster-NILE30147	Entity	Q215627	L0C0499MZ:L0C0499N3:(1560,917)-(1681,1072)	NotNegated	"1.0"	"1.0"	"1.0"
