metatype	system_cluster	gold_cluster	system_mention	gold_mention	similarity
Entity	cluster-NILE30056	cluster-NILQE31606	L0C0499MZ:L0C0499NT:(224,62)-(296,74)	L0C0499MZ:L0C0499NT:(224,62)-(296,74)	1.0
Entity	cluster-NILE30056	cluster-NILQE31606	L0C0499MZ:L0C0499NT:(224,62)-(297,74)	L0C0499MZ:L0C0499NT:(224,62)-(297,74)	1.0
Entity	cluster-NILE30056	cluster-NILQE31606	L0C0499MZ:L0C0499NT:(226,113)-(256,121)	L0C0499MZ:L0C0499NT:(226,113)-(256,121)	1.0
Entity	cluster-NILE30056	cluster-NILQE31606	L0C0499MZ:L0C0499NT:(241,67)-(260,75)	L0C0499MZ:L0C0499NT:(241,67)-(260,75)	1.0
Entity	cluster-NILE30056	cluster-NILQE31606	L0C0499MZ:L0C0499NT:(243,17)-(265,24)	L0C0499MZ:L0C0499NT:(243,17)-(265,24)	1.0
Entity	cluster-NILE30056	cluster-NILQE31606	L0C0499MZ:L0C0499NT:(276,112)-(290,121)	L0C0499MZ:L0C0499NT:(276,112)-(290,121)	1.0
Entity	cluster-NILE30056	cluster-NILQE31606	L0C0499MZ:L0C049DRM:(1,0)-(15,0)	L0C0499MZ:L0C049DRM:(1,0)-(15,0)	1.0
Entity	cluster-NILE30056	cluster-NILQE31606	L0C0499MZ:L0C049DRM:(158,0)-(172,0)	L0C0499MZ:L0C049DRM:(158,0)-(172,0)	1.0
Entity	cluster-NILE30056	cluster-NILQE31606	L0C0499MZ:L0C049DRM:(1851,0)-(1863,0)	L0C0499MZ:L0C049DRM:(1851,0)-(1863,0)	1.0
Entity	cluster-NILE30056	cluster-NILQE31606	L0C0499MZ:L0C049DRM:(1938,0)-(1950,0)	L0C0499MZ:L0C049DRM:(1938,0)-(1950,0)	1.0
Entity	cluster-NILE30056	cluster-NILQE31606	L0C0499MZ:L0C049DRM:(2066,0)-(2078,0)	L0C0499MZ:L0C049DRM:(2066,0)-(2078,0)	1.0
Entity	cluster-NILE30056	cluster-NILQE31606	L0C0499MZ:L0C049DRM:(2341,0)-(2355,0)	L0C0499MZ:L0C049DRM:(2341,0)-(2355,0)	1.0
Entity	cluster-NILE30056	cluster-NILQE31606	L0C0499MZ:L0C049DRM:(2358,0)-(2370,0)	L0C0499MZ:L0C049DRM:(2358,0)-(2370,0)	1.0
Entity	cluster-NILE30056	cluster-NILQE31606	L0C0499MZ:L0C049DRM:(3062,0)-(3074,0)	L0C0499MZ:L0C049DRM:(3062,0)-(3074,0)	1.0
Entity	cluster-NILE30056	cluster-NILQE31606	L0C0499MZ:L0C049DRM:(313,0)-(327,0)	L0C0499MZ:L0C049DRM:(313,0)-(327,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(3046,0)-(3047,0)	L0C0499MZ:L0C049DRM:(3046,0)-(3047,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(1079,0)-(1080,0)	L0C0499MZ:L0C049DRM:(1079,0)-(1080,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(1205,0)-(1218,0)	L0C0499MZ:L0C049DRM:(1205,0)-(1218,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(1330,0)-(1331,0)	L0C0499MZ:L0C049DRM:(1330,0)-(1331,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(1344,0)-(1345,0)	L0C0499MZ:L0C049DRM:(1344,0)-(1345,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(1705,0)-(1715,0)	L0C0499MZ:L0C049DRM:(1705,0)-(1715,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(1746,0)-(1756,0)	L0C0499MZ:L0C049DRM:(1746,0)-(1756,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(279,0)-(292,0)	L0C0499MZ:L0C049DRM:(279,0)-(292,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(29,0)-(39,0)	L0C0499MZ:L0C049DRM:(29,0)-(39,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(2993,0)-(3006,0)	L0C0499MZ:L0C049DRM:(2993,0)-(3006,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(3011,0)-(3088,0)	L0C0499MZ:L0C049DRM:(3011,0)-(3088,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(3039,0)-(3041,0)	L0C0499MZ:L0C049DRM:(3039,0)-(3041,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(355,0)-(403,0)	L0C0499MZ:L0C049DRM:(355,0)-(403,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(459,0)-(460,0)	L0C0499MZ:L0C049DRM:(459,0)-(460,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(475,0)-(512,0)	L0C0499MZ:L0C049DRM:(475,0)-(512,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(589,0)-(602,0)	L0C0499MZ:L0C049DRM:(589,0)-(602,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(608,0)-(650,0)	L0C0499MZ:L0C049DRM:(608,0)-(650,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(657,0)-(722,0)	L0C0499MZ:L0C049DRM:(657,0)-(722,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(743,0)-(756,0)	L0C0499MZ:L0C049DRM:(743,0)-(756,0)	1.0
Entity	cluster-NILE30057	cluster-NILQE31687	L0C0499MZ:L0C049DRM:(848,0)-(854,0)	L0C0499MZ:L0C049DRM:(848,0)-(854,0)	1.0
Entity	cluster-NILE30059	cluster-NILQE31844	L0C0499MZ:L0C049DRM:(1870,0)-(1904,0)	L0C0499MZ:L0C049DRM:(1870,0)-(1904,0)	1.0
Entity	cluster-NILE30059	cluster-NILQE31844	L0C0499MZ:L0C049DRM:(1885,0)-(1887,0)	L0C0499MZ:L0C049DRM:(1885,0)-(1887,0)	1.0
Entity	cluster-NILE30059	cluster-NILQE31844	L0C0499MZ:L0C049DRM:(1889,0)-(1890,0)	L0C0499MZ:L0C049DRM:(1889,0)-(1890,0)	1.0
Entity	cluster-NILE30059	cluster-NILQE31844	L0C0499MZ:L0C049DRM:(82,0)-(108,0)	L0C0499MZ:L0C049DRM:(82,0)-(108,0)	1.0
Entity	cluster-NILE30061	cluster-NILQE31882	L0C0499MZ:L0C0499NL:(829,365)-(875,383)	L0C0499MZ:L0C0499NL:(829,365)-(875,383)	1.0
Entity	cluster-NILE30061	cluster-NILQE31882	L0C0499MZ:L0C0499NL:(877,39)-(924,56)	L0C0499MZ:L0C0499NL:(877,39)-(924,56)	1.0
Entity	cluster-NILE30061	cluster-NILQE31882	L0C0499MZ:L0C0499NT:(259,112)-(276,121)	L0C0499MZ:L0C0499NT:(259,112)-(276,121)	1.0
Entity	cluster-NILE30061	cluster-NILQE31882	L0C0499MZ:L0C0499NT:(275,11)-(290,19)	L0C0499MZ:L0C0499NT:(275,11)-(290,19)	1.0
Entity	cluster-NILE30061	cluster-NILQE31882	L0C0499MZ:L0C049DRM:(186,0)-(191,0)	L0C0499MZ:L0C049DRM:(186,0)-(191,0)	1.0
Entity	cluster-NILE30061	cluster-NILQE31882	L0C0499MZ:L0C049DRM:(2085,0)-(2090,0)	L0C0499MZ:L0C049DRM:(2085,0)-(2090,0)	1.0
Entity	cluster-NILE30061	cluster-NILQE31882	L0C0499MZ:L0C049DRM:(2493,0)-(2498,0)	L0C0499MZ:L0C049DRM:(2493,0)-(2498,0)	1.0
Entity	cluster-NILE30061	cluster-NILQE31882	L0C0499MZ:L0C049DRM:(2501,0)-(2513,0)	L0C0499MZ:L0C049DRM:(2501,0)-(2513,0)	1.0
Entity	cluster-NILE30061	cluster-NILQE31882	L0C0499MZ:L0C049DRM:(3083,0)-(3088,0)	L0C0499MZ:L0C049DRM:(3083,0)-(3088,0)	1.0
Entity	cluster-NILE30061	cluster-NILQE31882	L0C0499MZ:L0C049DRM:(336,0)-(341,0)	L0C0499MZ:L0C049DRM:(336,0)-(341,0)	1.0
Entity	cluster-NILE30062	cluster-NILQE31961	L0C0499MZ:L0C049DRM:(2018,0)-(2029,0)	L0C0499MZ:L0C049DRM:(2018,0)-(2029,0)	1.0
Entity	cluster-NILE30062	cluster-NILQE31961	L0C0499MZ:L0C049DRM:(2116,0)-(2126,0)	L0C0499MZ:L0C049DRM:(2116,0)-(2126,0)	1.0
Entity	cluster-NILE30062	cluster-NILQE31961	L0C0499MZ:L0C049DRM:(216,0)-(220,0)	L0C0499MZ:L0C049DRM:(216,0)-(220,0)	1.0
Entity	cluster-NILE30063	cluster-NILQE32029	L0C0499MZ:L0C049DRM:(393,0)-(403,0)	L0C0499MZ:L0C049DRM:(393,0)-(403,0)	1.0
Entity	cluster-NILE30064	cluster-NILQE32099	L0C0499MZ:L0C049DRM:(543,0)-(567,0)	L0C0499MZ:L0C049DRM:(543,0)-(567,0)	1.0
Entity	cluster-NILE30065	cluster-NILQE32121	L0C0499MZ:L0C049DRM:(637,0)-(650,0)	L0C0499MZ:L0C049DRM:(637,0)-(650,0)	1.0
Entity	cluster-NILE30066	cluster-NILQE32166	L0C0499MZ:L0C049DRM:(789,0)-(815,0)	L0C0499MZ:L0C049DRM:(789,0)-(815,0)	1.0
Entity	cluster-NILE30068	cluster-NILQE32245	L0C0499MZ:L0C049DRM:(933,0)-(935,0)	L0C0499MZ:L0C049DRM:(933,0)-(935,0)	1.0
Entity	cluster-NILE30069	cluster-NILQE32263	L0C0499MZ:L0C049DRM:(939,0)-(952,0)	L0C0499MZ:L0C049DRM:(939,0)-(952,0)	1.0
Entity	cluster-NILE30070	cluster-NILQE32277	L0C0499MZ:L0C049DRM:(1001,0)-(1021,0)	L0C0499MZ:L0C049DRM:(1001,0)-(1021,0)	1.0
Entity	cluster-NILE30072	cluster-NILQE32381	L0C0499MZ:L0C049DRM:(1437,0)-(1496,0)	L0C0499MZ:L0C049DRM:(1437,0)-(1496,0)	1.0
Entity	cluster-NILE30072	cluster-NILQE32381	L0C0499MZ:L0C049DRM:(1461,0)-(1496,0)	L0C0499MZ:L0C049DRM:(1461,0)-(1496,0)	1.0
Entity	cluster-NILE30072	cluster-NILQE32381	L0C0499MZ:L0C049DRM:(1499,0)-(1501,0)	L0C0499MZ:L0C049DRM:(1499,0)-(1501,0)	1.0
Entity	cluster-NILE30073	cluster-NILQE32434	L0C0499MZ:L0C049DRM:(1489,0)-(1496,0)	L0C0499MZ:L0C049DRM:(1489,0)-(1496,0)	1.0
Entity	cluster-Q87812684	cluster-NILQE32467	L0C0499MZ:L0C049DRM:(1535,0)-(1564,0)	L0C0499MZ:L0C049DRM:(1535,0)-(1564,0)	1.0
Entity	cluster-NILE30074	cluster-NILQE32505	L0C0499MZ:L0C049DRM:(1772,0)-(1783,0)	L0C0499MZ:L0C049DRM:(1772,0)-(1783,0)	1.0
Entity	cluster-NILE30074	cluster-NILQE32505	L0C0499MZ:L0C049DRM:(1723,0)-(1734,0)	L0C0499MZ:L0C049DRM:(1723,0)-(1734,0)	1.0
Entity	cluster-NILE30076	cluster-NILQE32604	L0C0499MZ:L0C049DRM:(1909,0)-(1922,0)	L0C0499MZ:L0C049DRM:(1909,0)-(1922,0)	1.0
Entity	cluster-NILE30077	cluster-NILQE32619	L0C0499MZ:L0C049DRM:(1992,0)-(1993,0)	L0C0499MZ:L0C049DRM:(1992,0)-(1993,0)	1.0
Entity	cluster-NILE30077	cluster-NILQE32619	L0C0499MZ:L0C049DRM:(2033,0)-(2062,0)	L0C0499MZ:L0C049DRM:(2033,0)-(2062,0)	1.0
Entity	cluster-NILE30077	cluster-NILQE32619	L0C0499MZ:L0C049DRM:(2045,0)-(2047,0)	L0C0499MZ:L0C049DRM:(2045,0)-(2047,0)	1.0
Entity	cluster-NILE30078	cluster-NILQE32639	L0C0499MZ:L0C049DRM:(2002,0)-(2029,0)	L0C0499MZ:L0C049DRM:(2002,0)-(2029,0)	1.0
Entity	cluster-NILE30081	cluster-NILQE32654	L0C0499MZ:L0C0499NL:(769,174)-(821,192)	L0C0499MZ:L0C0499NL:(769,174)-(821,192)	1.0
Entity	cluster-NILE30081	cluster-NILQE32654	L0C0499MZ:L0C0499NL:(837,173)-(909,191)	L0C0499MZ:L0C0499NL:(837,173)-(909,191)	1.0
Entity	cluster-NILE30081	cluster-NILQE32654	L0C0499MZ:L0C0499NT:(242,53)-(257,60)	L0C0499MZ:L0C0499NT:(242,53)-(257,60)	1.0
Entity	cluster-NILE30081	cluster-NILQE32654	L0C0499MZ:L0C0499NT:(263,54)-(286,61)	L0C0499MZ:L0C0499NT:(263,54)-(286,61)	1.0
Entity	cluster-NILE30081	cluster-NILQE32654	L0C0499MZ:L0C049DRM:(2009,0)-(2013,0)	L0C0499MZ:L0C049DRM:(2009,0)-(2013,0)	1.0
Entity	cluster-NILE30082	cluster-NILQE32672	L0C0499MZ:L0C0499NL:(816,410)-(836,427)	L0C0499MZ:L0C0499NL:(816,410)-(836,427)	1.0
Entity	cluster-NILE30082	cluster-NILQE32672	L0C0499MZ:L0C0499NL:(841,381)-(854,399)	L0C0499MZ:L0C0499NL:(841,381)-(854,399)	1.0
Entity	cluster-NILE30082	cluster-NILQE32672	L0C0499MZ:L0C0499NT:(255,126)-(263,136)	L0C0499MZ:L0C0499NT:(255,126)-(263,136)	1.0
Entity	cluster-NILE30082	cluster-NILQE32672	L0C0499MZ:L0C0499NT:(257,118)-(265,124)	L0C0499MZ:L0C0499NT:(257,118)-(265,124)	1.0
Entity	cluster-NILE30082	cluster-NILQE32672	L0C0499MZ:L0C049DRM:(2033,0)-(2034,0)	L0C0499MZ:L0C049DRM:(2033,0)-(2034,0)	1.0
Entity	cluster-NILE30083	cluster-NILQE32739	L0C0499MZ:L0C049DRM:(2141,0)-(2169,0)	L0C0499MZ:L0C049DRM:(2141,0)-(2169,0)	1.0
Entity	cluster-NILE30083	cluster-NILQE32739	L0C0499MZ:L0C049DRM:(2183,0)-(2192,0)	L0C0499MZ:L0C049DRM:(2183,0)-(2192,0)	1.0
Entity	cluster-NILE30083	cluster-NILQE32739	L0C0499MZ:L0C049DRM:(2256,0)-(2260,0)	L0C0499MZ:L0C049DRM:(2256,0)-(2260,0)	1.0
Entity	cluster-NILE30084	cluster-NILQE32764	L0C0499MZ:L0C049DRM:(2200,0)-(2225,0)	L0C0499MZ:L0C049DRM:(2200,0)-(2225,0)	1.0
Entity	cluster-NILE30084	cluster-NILQE32764	L0C0499MZ:L0C049DRM:(2231,0)-(2232,0)	L0C0499MZ:L0C049DRM:(2231,0)-(2232,0)	1.0
Entity	cluster-NILE30085	cluster-NILQE32854	L0C0499MZ:L0C049DRM:(2391,0)-(2399,0)	L0C0499MZ:L0C049DRM:(2391,0)-(2399,0)	1.0
Entity	cluster-NILE30086	cluster-NILQE32878	L0C0499MZ:L0C049DRM:(2526,0)-(2588,0)	L0C0499MZ:L0C049DRM:(2526,0)-(2588,0)	1.0
Entity	cluster-NILE30087	cluster-NILQE32953	L0C0499MZ:L0C049DRM:(2744,0)-(2801,0)	L0C0499MZ:L0C049DRM:(2744,0)-(2801,0)	1.0
Entity	cluster-NILE30089	cluster-NILQE32990	L0C0499MZ:L0C049DRM:(2805,0)-(2820,0)	L0C0499MZ:L0C049DRM:(2805,0)-(2820,0)	1.0
Entity	cluster-NILE30091	cluster-NILQE33014	L0C0499MZ:L0C049DRM:(2917,0)-(2927,0)	L0C0499MZ:L0C049DRM:(2917,0)-(2927,0)	1.0
Entity	cluster-NILE30092	cluster-NILQE33037	L0C0499MZ:L0C049DRM:(3093,0)-(3117,0)	L0C0499MZ:L0C049DRM:(3093,0)-(3117,0)	1.0
Entity	cluster-NILE30094	cluster-NILQE33106	L0C0499MZ:L0C049DRM:(3222,0)-(3227,0)	L0C0499MZ:L0C049DRM:(3222,0)-(3227,0)	1.0
Entity	cluster-NILE30095	cluster-NILQE33115	L0C0499MZ:L0C049DRM:(3251,0)-(3262,0)	L0C0499MZ:L0C049DRM:(3251,0)-(3262,0)	1.0
Entity	cluster-NILE30098	cluster-NILQE33163	L0C0499MZ:L0C0499N3:(50,673)-(106,707)	L0C0499MZ:L0C0499N3:(50,673)-(106,707)	1.0
Entity	cluster-NILE30096	cluster-NILQE33179	L0C0499MZ:L0C0499N3:(62,592)-(112,729)	L0C0499MZ:L0C0499N3:(92,592)-(195,749)	0.1465612269350587
Entity	cluster-NILE30102	cluster-NILQE33191	L0C0499MZ:L0C0499N3:(99,626)-(146,722)	L0C0499MZ:L0C0499N3:(124,608)-(172,657)	0.12073170731707317
Entity	cluster-NILE30101	cluster-NILQE33201	L0C0499MZ:L0C0499N3:(124,608)-(172,657)	L0C0499MZ:L0C0499N3:(99,626)-(146,722)	0.12073170731707317
Entity	cluster-NILE30103	cluster-NILQE33219	L0C0499MZ:L0C0499N3:(83,704)-(125,748)	L0C0499MZ:L0C0499N3:(83,704)-(125,748)	1.0
Entity	cluster-NILE30105	cluster-NILQE33242	L0C0499MZ:L0C0499N3:(272,503)-(333,612)	L0C0499MZ:L0C0499N3:(272,503)-(333,612)	1.0
Entity	cluster-NILE30106	cluster-NILQE33252	L0C0499MZ:L0C0499N3:(264,682)-(356,700)	L0C0499MZ:L0C0499N3:(264,682)-(356,700)	1.0
Entity	cluster-NILE30107	cluster-NILQE33257	L0C0499MZ:L0C0499N3:(292,482)-(333,516)	L0C0499MZ:L0C0499N3:(292,482)-(333,516)	1.0
Entity	cluster-NILE30109	cluster-NILQE33265	L0C0499MZ:L0C0499N3:(249,108)-(412,710)	L0C0499MZ:L0C0499N3:(130,160)-(294,688)	0.15307564677686966
Entity	cluster-NILE30135	cluster-NILQE33278	L0C0499MZ:L0C0499N3:(15,13)-(508,461)	L0C0499MZ:L0C0499N3:(388,59)-(601,584)	0.17187472756628203
Entity	cluster-NILE30111	cluster-NILQE33285	L0C0499MZ:L0C0499N3:(0,758)-(57,1069)	L0C0499MZ:L0C0499N3:(0,758)-(57,1069)	1.0
Entity	cluster-NILE30114	cluster-NILQE33293	L0C0499MZ:L0C0499N3:(99,839)-(166,952)	L0C0499MZ:L0C0499N3:(7,768)-(129,924)	0.11251667138180496
Entity	cluster-NILE30113	cluster-NILQE33300	L0C0499MZ:L0C0499N3:(102,805)-(169,1055)	L0C0499MZ:L0C0499N3:(102,805)-(169,1055)	1.0
Entity	cluster-NILE30112	cluster-NILQE33314	L0C0499MZ:L0C0499N3:(7,768)-(129,924)	L0C0499MZ:L0C0499N3:(99,839)-(166,952)	0.11251667138180496
Entity	cluster-NILE30115	cluster-NILQE33322	L0C0499MZ:L0C0499N3:(115,807)-(162,843)	L0C0499MZ:L0C0499N3:(115,807)-(162,843)	1.0
Entity	cluster-NILE30116	cluster-NILQE33329	L0C0499MZ:L0C0499N3:(102,949)-(160,1061)	L0C0499MZ:L0C0499N3:(102,949)-(160,1061)	1.0
Entity	cluster-NILE30118	cluster-NILQE33343	L0C0499MZ:L0C0499N3:(826,88)-(1016,711)	L0C0499MZ:L0C0499N3:(826,88)-(1016,711)	1.0
Entity	cluster-NILE30120	cluster-NILQE33357	L0C0499MZ:L0C0499N3:(587,186)-(1580,731)	L0C0499MZ:L0C0499N3:(587,186)-(1580,731)	1.0
Entity	cluster-NILE30126	cluster-NILQE33397	L0C0499MZ:L0C0499N3:(685,313)-(704,355)	L0C0499MZ:L0C0499N3:(685,313)-(704,355)	1.0
Entity	cluster-NILE30127	cluster-NILQE33402	L0C0499MZ:L0C0499N3:(1036,242)-(1354,426)	L0C0499MZ:L0C0499N3:(1036,242)-(1354,426)	1.0
Entity	cluster-NILE30100	cluster-NILQE33421	L0C0499MZ:L0C0499N3:(92,592)-(195,749)	L0C0499MZ:L0C0499N3:(62,592)-(112,729)	0.1465612269350587
Entity	cluster-NILE30097	cluster-NILQE33437	L0C0499MZ:L0C0499N3:(54,618)-(103,679)	L0C0499MZ:L0C0499N3:(54,618)-(103,679)	1.0
Entity	cluster-NILE30104	cluster-NILQE33451	L0C0499MZ:L0C0499N3:(223,430)-(350,700)	L0C0499MZ:L0C0499N3:(223,430)-(350,700)	1.0
Entity	cluster-NILE30128	cluster-NILQE33457	L0C0499MZ:L0C0499N3:(1242,132)-(1304,148)	L0C0499MZ:L0C0499N3:(1242,132)-(1304,148)	1.0
Entity	cluster-NILE30130	cluster-NILQE33469	L0C0499MZ:L0C0499N3:(762,232)-(805,316)	L0C0499MZ:L0C0499N3:(747,211)-(803,246)	0.12912912912912913
Entity	cluster-NILE30129	cluster-NILQE33476	L0C0499MZ:L0C0499N3:(747,211)-(803,246)	L0C0499MZ:L0C0499N3:(762,232)-(805,316)	0.12912912912912913
Entity	cluster-NILE30131	cluster-NILQE33482	L0C0499MZ:L0C0499N3:(801,29)-(881,325)	L0C0499MZ:L0C0499N3:(801,29)-(881,325)	1.0
Entity	cluster-NILE30132	cluster-NILQE33490	L0C0499MZ:L0C0499N3:(886,4)-(1248,338)	L0C0499MZ:L0C0499N3:(886,4)-(1248,338)	1.0
Entity	cluster-NILE30133	cluster-NILQE33498	L0C0499MZ:L0C0499N3:(154,250)-(1540,1061)	L0C0499MZ:L0C0499N3:(154,250)-(1540,1061)	1.0
Entity	cluster-NILE30134	cluster-NILQE33505	L0C0499MZ:L0C0499N3:(833,73)-(891,154)	L0C0499MZ:L0C0499N3:(833,73)-(891,154)	1.0
Entity	cluster-NILE30110	cluster-NILQE33516	L0C0499MZ:L0C0499N3:(388,59)-(601,584)	L0C0499MZ:L0C0499N3:(15,13)-(508,461)	0.17187472756628203
Entity	cluster-NILE30137	cluster-NILQE33529	L0C0499MZ:L0C0499N3:(1328,707)-(1421,764)	L0C0499MZ:L0C0499N3:(1328,707)-(1421,764)	1.0
Entity	cluster-NILE30138	cluster-NILQE33536	L0C0499MZ:L0C0499N3:(1141,819)-(1285,1073)	L0C0499MZ:L0C0499N3:(1141,819)-(1285,1073)	1.0
Entity	cluster-NILE30139	cluster-NILQE33541	L0C0499MZ:L0C0499N3:(1133,859)-(1287,1049)	L0C0499MZ:L0C0499N3:(1133,859)-(1287,1049)	1.0
Entity	cluster-NILE30140	cluster-NILQE33546	L0C0499MZ:L0C0499N3:(1249,1014)-(1277,1047)	L0C0499MZ:L0C0499N3:(1249,1014)-(1277,1047)	1.0
Entity	cluster-NILE30141	cluster-NILQE33550	L0C0499MZ:L0C0499N3:(1139,1033)-(1263,1080)	L0C0499MZ:L0C0499N3:(1139,1033)-(1263,1080)	1.0
Entity	cluster-NILE30142	cluster-NILQE33557	L0C0499MZ:L0C0499N3:(1314,835)-(1495,1068)	L0C0499MZ:L0C0499N3:(1314,835)-(1495,1068)	1.0
Entity	cluster-NILE30143	cluster-NILQE33566	L0C0499MZ:L0C0499N3:(1360,900)-(1451,1039)	L0C0499MZ:L0C0499N3:(1360,900)-(1451,1039)	1.0
Entity	cluster-NILE30144	cluster-NILQE33570	L0C0499MZ:L0C0499N3:(1367,1028)-(1442,1076)	L0C0499MZ:L0C0499N3:(1367,1028)-(1442,1076)	1.0
Entity	cluster-NILE30145	cluster-NILQE33578	L0C0499MZ:L0C0499N3:(1435,945)-(1494,1060)	L0C0499MZ:L0C0499N3:(1435,945)-(1494,1060)	1.0
Entity	cluster-NILE30147	cluster-NILQE33583	L0C0499MZ:L0C0499N3:(1560,917)-(1681,1072)	L0C0499MZ:L0C0499N3:(1551,847)-(1689,1079)	0.5894688644688645
Entity	cluster-NILE30146	cluster-NILQE33587	L0C0499MZ:L0C0499N3:(1551,847)-(1689,1079)	L0C0499MZ:L0C0499N3:(1560,917)-(1681,1072)	0.5894688644688645
Entity	cluster-NILE30151	cluster-NILQE33592	L0C0499MZ:L0C0499N3:(1822,810)-(1910,1071)	L0C0499MZ:L0C0499N3:(1780,803)-(1882,1057)	0.4429079641955474
Entity	cluster-NILE30150	cluster-NILQE33598	L0C0499MZ:L0C0499N3:(1743,895)-(1894,1068)	L0C0499MZ:L0C0499N3:(1783,899)-(1860,1030)	0.3924183006535948
Entity	cluster-NILE30152	cluster-NILQE33604	L0C0499MZ:L0C0499N3:(1817,938)-(1911,1059)	L0C0499MZ:L0C0499N3:(1743,895)-(1894,1068)	0.3366244024111411
Entity	cluster-NILE30148	cluster-NILQE33610	L0C0499MZ:L0C0499N3:(1780,803)-(1882,1057)	L0C0499MZ:L0C0499N3:(1822,810)-(1910,1071)	0.4429079641955474
Entity	cluster-NILE30153	cluster-NILQE33621	L0C0499MZ:L0C0499N3:(1624,10)-(1886,616)	L0C0499MZ:L0C0499N3:(1624,10)-(1886,616)	1.0
Entity	cluster-NILE30154	cluster-NILQE33626	L0C0499MZ:L0C0499N3:(1267,528)-(1888,1030)	L0C0499MZ:L0C0499N3:(1267,528)-(1888,1030)	1.0
Entity	cluster-NILE30177	cluster-NILQE33637	L0C0499MZ:L0C0499N3:(1748,654)-(1898,691)	L0C0499MZ:L0C0499N3:(1748,654)-(1898,691)	1.0
