metatype	system_cluster	gold_cluster	system_mention	gold_mention	similarity
Event	cluster-NILV30025	cluster-NILQV31191	L0C04960U:L0C049DTH:(272,0)-(286,0)	L0C04960U:L0C049DTH:(272,0)-(286,0)	1.0
Event	cluster-NILV30026	cluster-NILQV31192	L0C04960U:L0C049DTH:(467,0)-(475,0)	L0C04960U:L0C049DTH:(467,0)-(475,0)	1.0
Event	cluster-NILV30027	cluster-NILQV31193	L0C04960U:L0C049DTH:(453,0)-(465,0)	L0C04960U:L0C049DTH:(453,0)-(465,0)	1.0
Event	cluster-NILV30028	cluster-NILQV31194	L0C04960U:L0C049DTH:(2001,0)-(2010,0)	L0C04960U:L0C049DTH:(2001,0)-(2010,0)	1.0
Event	cluster-NILV30029	cluster-NILQV31195	L0C04960U:L0C049DTH:(2082,0)-(2095,0)	L0C04960U:L0C049DTH:(2082,0)-(2095,0)	1.0
Event	cluster-NILV30030	cluster-NILQV31196	L0C04960U:L0C049DTH:(2625,0)-(2628,0)	L0C04960U:L0C049DTH:(2625,0)-(2628,0)	1.0
Event	cluster-NILV30032	cluster-NILQV31198	L0C04960U:L0C049DTH:(2987,0)-(3005,0)	L0C04960U:L0C049DTH:(2987,0)-(3005,0)	1.0
Event	cluster-NILV30033	cluster-NILQV31199	L0C04960U:L0C049DTH:(1577,0)-(1587,0)	L0C04960U:L0C049DTH:(1577,0)-(1587,0)	1.0
Event	cluster-NILV30034	cluster-NILQV31200	L0C04960U:L0C049DTH:(975,0)-(990,0)	L0C04960U:L0C049DTH:(975,0)-(990,0)	1.0
Entity	cluster-Q1006223	cluster-Q1006223	L0C04960U:L0C049DTH:(3494,0)-(3526,0)	L0C04960U:L0C049DTH:(3494,0)-(3526,0)	1.0
Entity	cluster-Q1006223	cluster-Q1006223	L0C04960U:L0C049DTH:(3662,0)-(3669,0)	L0C04960U:L0C049DTH:(3662,0)-(3669,0)	1.0
Entity	cluster-Q183	cluster-Q183	L0C04960U:L0C049DTH:(3494,0)-(3502,0)	L0C04960U:L0C049DTH:(3494,0)-(3502,0)	1.0
Entity	cluster-Q824	cluster-Q824	L0C04960U:L0C049DTH:(1216,0)-(1221,0)	L0C04960U:L0C049DTH:(1216,0)-(1221,0)	1.0
Entity	cluster-Q861888	cluster-Q861888	L0C04960U:L0C049DTH:(1197,0)-(1221,0)	L0C04960U:L0C049DTH:(1197,0)-(1221,0)	1.0
Entity	cluster-Q91391319	cluster-Q91391319	L0C04960U:L0C049DTH:(1179,0)-(1192,0)	L0C04960U:L0C049DTH:(1179,0)-(1192,0)	1.0
Entity	cluster-Q91391319	cluster-Q91391319	L0C04960U:L0C049DTH:(3243,0)-(3256,0)	L0C04960U:L0C049DTH:(3243,0)-(3256,0)	1.0
