metatype	system_or_gold1	cluster1	system_or_gold2	cluster2	similarity
Entity	system	cluster-NILE22104	system	cluster-NILE22102	0
Entity	system	cluster-NILE22104	system	cluster-NILE22103	0
Entity	system	cluster-NILE22104	system	cluster-NILE22104	1
Entity	system	cluster-NILE22104	system	cluster-NILE22105	0
Entity	system	cluster-NILE22104	system	cluster-NILE22106	0
Entity	system	cluster-NILE22104	system	cluster-NILE22107	0
Entity	system	cluster-NILE22104	system	cluster-NILE22108	0
Entity	system	cluster-NILE22104	system	cluster-NILE22109	0
Entity	system	cluster-NILE22104	system	cluster-NILE22110	0
Entity	system	cluster-NILE22104	system	cluster-NILE22111	0
Entity	system	cluster-NILE22104	system	cluster-NILE22112	0
Entity	system	cluster-NILE22104	system	cluster-NILE22113	0
Entity	system	cluster-NILE22104	system	cluster-NILE22114	0
Entity	system	cluster-NILE22104	system	cluster-NILE22115	0
Entity	system	cluster-NILE22104	system	cluster-NILE22116	0
Entity	system	cluster-NILE22104	system	cluster-NILE22118	0
Entity	system	cluster-NILE22104	system	cluster-NILE22119	0
Entity	system	cluster-NILE22104	system	cluster-NILE22120	0
Entity	system	cluster-NILE22104	system	cluster-NILE22121	0
Entity	system	cluster-NILE22104	system	cluster-NILE22122	0
Entity	system	cluster-NILE22104	system	cluster-NILE22123	0
Entity	system	cluster-NILE22104	system	cluster-NILE22124	0
Entity	system	cluster-NILE22104	system	cluster-NILE22125	0
Entity	system	cluster-NILE22105	system	cluster-NILE22100	0
Entity	system	cluster-NILE22105	system	cluster-NILE22101	0
Entity	system	cluster-NILE22105	system	cluster-NILE22102	0
Entity	system	cluster-NILE22105	system	cluster-NILE22103	0
Entity	system	cluster-NILE22105	system	cluster-NILE22104	0
Entity	system	cluster-NILE22105	system	cluster-NILE22105	3
Entity	system	cluster-NILE22105	system	cluster-NILE22106	0
Entity	system	cluster-NILE22105	system	cluster-NILE22107	0
Entity	system	cluster-NILE22105	system	cluster-NILE22108	0
Entity	system	cluster-NILE22105	system	cluster-NILE22109	0
Entity	system	cluster-NILE22105	system	cluster-NILE22110	0
Entity	system	cluster-NILE22105	system	cluster-NILE22111	0
Entity	system	cluster-NILE22105	system	cluster-NILE22112	0
Entity	system	cluster-NILE22105	system	cluster-NILE22113	0
Entity	system	cluster-NILE22105	system	cluster-NILE22114	0
Entity	system	cluster-NILE22105	system	cluster-NILE22115	0
Entity	system	cluster-NILE22105	system	cluster-NILE22116	0
Entity	system	cluster-NILE22105	system	cluster-NILE22118	0
Entity	system	cluster-NILE22105	system	cluster-NILE22119	0
Entity	system	cluster-NILE22105	system	cluster-NILE22120	0
Entity	system	cluster-NILE22105	system	cluster-NILE22121	0
Entity	system	cluster-NILE22105	system	cluster-NILE22122	0
Entity	system	cluster-NILE22105	system	cluster-NILE22123	0
Entity	system	cluster-NILE22105	system	cluster-NILE22124	0
Entity	system	cluster-NILE22105	system	cluster-NILE22125	0
Entity	system	cluster-NILE22106	system	cluster-NILE22100	0
Entity	system	cluster-NILE22106	system	cluster-NILE22101	0
Entity	system	cluster-NILE22106	system	cluster-NILE22102	0
Entity	system	cluster-NILE22106	system	cluster-NILE22103	0
Entity	system	cluster-NILE22106	system	cluster-NILE22104	0
Entity	system	cluster-NILE22106	system	cluster-NILE22105	0
Entity	system	cluster-NILE22106	system	cluster-NILE22106	1
Entity	system	cluster-NILE22106	system	cluster-NILE22107	0
Entity	system	cluster-NILE22106	system	cluster-NILE22108	0
Entity	system	cluster-NILE22106	system	cluster-NILE22109	0
Entity	system	cluster-NILE22106	system	cluster-NILE22110	0
Entity	system	cluster-NILE22106	system	cluster-NILE22111	0
Entity	system	cluster-NILE22106	system	cluster-NILE22112	0
Entity	system	cluster-NILE22106	system	cluster-NILE22113	0
Entity	system	cluster-NILE22106	system	cluster-NILE22114	0
Entity	system	cluster-NILE22106	system	cluster-NILE22115	0
Entity	system	cluster-NILE22106	system	cluster-NILE22116	0
Entity	system	cluster-NILE22106	system	cluster-NILE22118	0
Entity	system	cluster-NILE22106	system	cluster-NILE22119	0
Entity	system	cluster-NILE22106	system	cluster-NILE22120	0
Entity	system	cluster-NILE22106	system	cluster-NILE22121	0
Entity	system	cluster-NILE22106	system	cluster-NILE22122	0
Entity	system	cluster-NILE22106	system	cluster-NILE22123	0
Entity	system	cluster-NILE22106	system	cluster-NILE22124	0
Entity	system	cluster-NILE22106	system	cluster-NILE22125	0
Entity	system	cluster-NILE22107	system	cluster-NILE22100	0
Entity	system	cluster-NILE22107	system	cluster-NILE22101	0
Entity	system	cluster-NILE22107	system	cluster-NILE22102	0
Entity	system	cluster-NILE22107	system	cluster-NILE22103	0
Entity	system	cluster-NILE22107	system	cluster-NILE22104	0
Entity	system	cluster-NILE22107	system	cluster-NILE22105	0
Entity	system	cluster-NILE22107	system	cluster-NILE22106	0
Entity	system	cluster-NILE22107	system	cluster-NILE22107	2
Entity	system	cluster-NILE22107	system	cluster-NILE22108	0
Entity	system	cluster-NILE22107	system	cluster-NILE22109	0
Entity	system	cluster-NILE22107	system	cluster-NILE22110	0
Entity	system	cluster-NILE22107	system	cluster-NILE22111	0
Entity	system	cluster-NILE22107	system	cluster-NILE22112	0
Entity	system	cluster-NILE22107	system	cluster-NILE22113	0
Entity	system	cluster-NILE22107	system	cluster-NILE22114	0
Entity	system	cluster-NILE22107	system	cluster-NILE22115	0
Entity	system	cluster-NILE22107	system	cluster-NILE22116	0
Entity	system	cluster-NILE22107	system	cluster-NILE22118	0
Entity	system	cluster-NILE22107	system	cluster-NILE22119	0
Entity	system	cluster-NILE22107	system	cluster-NILE22120	0
Entity	system	cluster-NILE22107	system	cluster-NILE22121	0
Entity	system	cluster-NILE22107	system	cluster-NILE22122	0
Entity	system	cluster-NILE22107	system	cluster-NILE22123	0
Entity	system	cluster-NILE22107	system	cluster-NILE22124	0
Entity	system	cluster-NILE22107	system	cluster-NILE22125	0
Entity	system	cluster-NILE22108	system	cluster-NILE22100	0
Entity	system	cluster-NILE22108	system	cluster-NILE22101	0
Entity	system	cluster-NILE22108	system	cluster-NILE22102	0
Entity	system	cluster-NILE22108	system	cluster-NILE22103	0
Entity	system	cluster-NILE22108	system	cluster-NILE22104	0
Entity	system	cluster-NILE22108	system	cluster-NILE22105	0
Entity	system	cluster-NILE22108	system	cluster-NILE22106	0
Entity	system	cluster-NILE22108	system	cluster-NILE22107	0
Entity	system	cluster-NILE22108	system	cluster-NILE22108	1
Entity	system	cluster-NILE22108	system	cluster-NILE22109	0
Entity	system	cluster-NILE22108	system	cluster-NILE22110	0
Entity	system	cluster-NILE22108	system	cluster-NILE22111	0
Entity	system	cluster-NILE22108	system	cluster-NILE22112	0
Entity	system	cluster-NILE22108	system	cluster-NILE22113	0
Entity	system	cluster-NILE22108	system	cluster-NILE22114	0
Entity	system	cluster-NILE22108	system	cluster-NILE22115	0
Entity	system	cluster-NILE22108	system	cluster-NILE22116	0
Entity	system	cluster-NILE22108	system	cluster-NILE22118	0
Entity	system	cluster-NILE22108	system	cluster-NILE22119	0
Entity	system	cluster-NILE22108	system	cluster-NILE22120	0
Entity	system	cluster-NILE22108	system	cluster-NILE22121	0
Entity	system	cluster-NILE22108	system	cluster-NILE22122	0
Entity	system	cluster-NILE22108	system	cluster-NILE22123	0
Entity	system	cluster-NILE22108	system	cluster-NILE22124	0
Entity	system	cluster-NILE22108	system	cluster-NILE22125	0
Entity	system	cluster-NILE22109	system	cluster-NILE22100	0
Entity	system	cluster-NILE22109	system	cluster-NILE22101	0
Entity	system	cluster-NILE22109	system	cluster-NILE22102	0
Entity	system	cluster-NILE22109	system	cluster-NILE22103	0
Entity	system	cluster-NILE22109	system	cluster-NILE22104	0
Entity	system	cluster-NILE22109	system	cluster-NILE22105	0
Entity	system	cluster-NILE22109	system	cluster-NILE22106	0
Entity	system	cluster-NILE22109	system	cluster-NILE22107	0
Entity	system	cluster-NILE22109	system	cluster-NILE22108	0
Entity	system	cluster-NILE22109	system	cluster-NILE22109	1
Entity	system	cluster-NILE22109	system	cluster-NILE22110	0
Entity	system	cluster-NILE22109	system	cluster-NILE22111	0
Entity	system	cluster-NILE22109	system	cluster-NILE22112	0
Entity	system	cluster-NILE22109	system	cluster-NILE22113	0
Entity	system	cluster-NILE22109	system	cluster-NILE22114	0
Entity	system	cluster-NILE22109	system	cluster-NILE22115	0
Entity	system	cluster-NILE22109	system	cluster-NILE22116	0
Entity	system	cluster-NILE22109	system	cluster-NILE22118	0
Entity	system	cluster-NILE22109	system	cluster-NILE22119	0
Entity	system	cluster-NILE22109	system	cluster-NILE22120	0
Entity	system	cluster-NILE22109	system	cluster-NILE22121	0
Entity	system	cluster-NILE22109	system	cluster-NILE22122	0
Entity	system	cluster-NILE22109	system	cluster-NILE22123	0
Entity	system	cluster-NILE22109	system	cluster-NILE22124	0
Entity	system	cluster-NILE22109	system	cluster-NILE22125	0
Entity	system	cluster-NILE22110	system	cluster-NILE22100	0
Entity	system	cluster-NILE22110	system	cluster-NILE22101	0
Entity	system	cluster-NILE22110	system	cluster-NILE22102	0
Entity	system	cluster-NILE22110	system	cluster-NILE22103	0
Entity	system	cluster-NILE22110	system	cluster-NILE22104	0
Entity	system	cluster-NILE22110	system	cluster-NILE22105	0
Entity	system	cluster-NILE22110	system	cluster-NILE22106	0
Entity	system	cluster-NILE22110	system	cluster-NILE22107	0
Entity	system	cluster-NILE22110	system	cluster-NILE22108	0
Entity	system	cluster-NILE22110	system	cluster-NILE22109	0
Entity	system	cluster-NILE22110	system	cluster-NILE22110	2
Entity	system	cluster-NILE22110	system	cluster-NILE22111	0
Entity	system	cluster-NILE22110	system	cluster-NILE22112	0
Entity	system	cluster-NILE22110	system	cluster-NILE22113	0
Entity	system	cluster-NILE22110	system	cluster-NILE22114	0
Entity	system	cluster-NILE22110	system	cluster-NILE22115	0
Entity	system	cluster-NILE22110	system	cluster-NILE22116	0
Entity	system	cluster-NILE22110	system	cluster-NILE22118	0
Entity	system	cluster-NILE22110	system	cluster-NILE22119	0
Entity	system	cluster-NILE22110	system	cluster-NILE22120	0
Entity	system	cluster-NILE22110	system	cluster-NILE22121	0
Entity	system	cluster-NILE22110	system	cluster-NILE22122	0
Entity	system	cluster-NILE22110	system	cluster-NILE22123	0
Entity	system	cluster-NILE22110	system	cluster-NILE22124	0
Entity	system	cluster-NILE22110	system	cluster-NILE22125	0
Entity	system	cluster-NILE22111	system	cluster-NILE22100	0
Entity	system	cluster-NILE22111	system	cluster-NILE22101	0
Entity	system	cluster-NILE22111	system	cluster-NILE22102	0
Entity	system	cluster-NILE22111	system	cluster-NILE22103	0
Entity	system	cluster-NILE22111	system	cluster-NILE22104	0
Entity	system	cluster-NILE22111	system	cluster-NILE22105	0
Entity	system	cluster-NILE22111	system	cluster-NILE22106	0
Entity	system	cluster-NILE22111	system	cluster-NILE22107	0
Entity	system	cluster-NILE22111	system	cluster-NILE22108	0
Entity	system	cluster-NILE22111	system	cluster-NILE22109	0
Entity	system	cluster-NILE22111	system	cluster-NILE22110	0
Entity	system	cluster-NILE22111	system	cluster-NILE22111	2
Entity	system	cluster-NILE22111	system	cluster-NILE22112	0
Entity	system	cluster-NILE22111	system	cluster-NILE22113	0
Entity	system	cluster-NILE22111	system	cluster-NILE22114	0
Entity	system	cluster-NILE22111	system	cluster-NILE22115	0
Entity	system	cluster-NILE22111	system	cluster-NILE22116	0
Entity	system	cluster-NILE22111	system	cluster-NILE22118	0
Entity	system	cluster-NILE22111	system	cluster-NILE22119	0
Entity	system	cluster-NILE22111	system	cluster-NILE22120	0
Entity	system	cluster-NILE22111	system	cluster-NILE22121	0
Entity	system	cluster-NILE22111	system	cluster-NILE22122	0
Entity	system	cluster-NILE22111	system	cluster-NILE22123	0
Entity	system	cluster-NILE22111	system	cluster-NILE22124	0
Entity	system	cluster-NILE22111	system	cluster-NILE22125	0
Entity	system	cluster-NILE22112	system	cluster-NILE22100	0
Entity	system	cluster-NILE22112	system	cluster-NILE22101	0
Entity	system	cluster-NILE22112	system	cluster-NILE22102	0
Entity	system	cluster-NILE22112	system	cluster-NILE22103	0
Entity	system	cluster-NILE22112	system	cluster-NILE22104	0
Entity	system	cluster-NILE22112	system	cluster-NILE22105	0
Entity	system	cluster-NILE22112	system	cluster-NILE22106	0
Entity	system	cluster-NILE22112	system	cluster-NILE22107	0
Entity	system	cluster-NILE22112	system	cluster-NILE22108	0
Entity	system	cluster-NILE22112	system	cluster-NILE22109	0
Entity	system	cluster-NILE22112	system	cluster-NILE22110	0
Entity	system	cluster-NILE22112	system	cluster-NILE22111	0
Entity	system	cluster-NILE22112	system	cluster-NILE22112	1
Entity	system	cluster-NILE22112	system	cluster-NILE22113	0
Entity	system	cluster-NILE22112	system	cluster-NILE22114	0
Entity	system	cluster-NILE22112	system	cluster-NILE22115	0
Entity	system	cluster-NILE22112	system	cluster-NILE22116	0
Entity	system	cluster-NILE22112	system	cluster-NILE22118	0
Entity	system	cluster-NILE22112	system	cluster-NILE22119	0
Entity	system	cluster-NILE22112	system	cluster-NILE22120	0
Entity	system	cluster-NILE22112	system	cluster-NILE22121	0
Entity	system	cluster-NILE22112	system	cluster-NILE22122	0
Entity	system	cluster-NILE22112	system	cluster-NILE22123	0
Entity	system	cluster-NILE22112	system	cluster-NILE22124	0
Entity	system	cluster-NILE22112	system	cluster-NILE22125	0
Entity	system	cluster-NILE22113	system	cluster-NILE22100	0
Entity	system	cluster-NILE22113	system	cluster-NILE22101	0
Entity	system	cluster-NILE22113	system	cluster-NILE22102	0
Entity	system	cluster-NILE22113	system	cluster-NILE22103	0
Entity	system	cluster-NILE22113	system	cluster-NILE22104	0
Entity	system	cluster-NILE22113	system	cluster-NILE22105	0
Entity	system	cluster-NILE22113	system	cluster-NILE22106	0
Entity	system	cluster-NILE22113	system	cluster-NILE22107	0
Entity	system	cluster-NILE22113	system	cluster-NILE22108	0
Entity	system	cluster-NILE22113	system	cluster-NILE22109	0
Entity	system	cluster-NILE22113	system	cluster-NILE22110	0
Entity	system	cluster-NILE22113	system	cluster-NILE22111	0
Entity	system	cluster-NILE22113	system	cluster-NILE22112	0
Entity	system	cluster-NILE22113	system	cluster-NILE22113	1
Entity	system	cluster-NILE22113	system	cluster-NILE22114	0
Entity	system	cluster-NILE22113	system	cluster-NILE22115	0
Entity	system	cluster-NILE22113	system	cluster-NILE22116	0
Entity	system	cluster-NILE22113	system	cluster-NILE22118	0
Entity	system	cluster-NILE22113	system	cluster-NILE22119	0
Entity	system	cluster-NILE22113	system	cluster-NILE22120	0
Entity	system	cluster-NILE22113	system	cluster-NILE22121	0
Entity	system	cluster-NILE22113	system	cluster-NILE22122	0
Entity	system	cluster-NILE22113	system	cluster-NILE22123	0
Entity	system	cluster-NILE22113	system	cluster-NILE22124	0
Entity	system	cluster-NILE22113	system	cluster-NILE22125	0
Entity	system	cluster-NILE22114	system	cluster-NILE22100	0
Entity	system	cluster-NILE22114	system	cluster-NILE22101	0
Entity	system	cluster-NILE22114	system	cluster-NILE22102	0
Entity	system	cluster-NILE22114	system	cluster-NILE22103	0
Entity	system	cluster-NILE22114	system	cluster-NILE22104	0
Entity	system	cluster-NILE22114	system	cluster-NILE22105	0
Entity	system	cluster-NILE22114	system	cluster-NILE22106	0
Entity	system	cluster-NILE22114	system	cluster-NILE22107	0
Entity	system	cluster-NILE22114	system	cluster-NILE22108	0
Entity	system	cluster-NILE22114	system	cluster-NILE22109	0
Entity	system	cluster-NILE22114	system	cluster-NILE22110	0
Entity	system	cluster-NILE22114	system	cluster-NILE22111	0
Entity	system	cluster-NILE22114	system	cluster-NILE22112	0
Entity	system	cluster-NILE22114	system	cluster-NILE22113	0
Entity	system	cluster-NILE22114	system	cluster-NILE22114	9
Entity	system	cluster-NILE22114	system	cluster-NILE22115	0
Entity	system	cluster-NILE22114	system	cluster-NILE22116	0
Entity	system	cluster-NILE22114	system	cluster-NILE22118	0
Entity	system	cluster-NILE22114	system	cluster-NILE22119	0
Entity	system	cluster-NILE22114	system	cluster-NILE22120	0
Entity	system	cluster-NILE22114	system	cluster-NILE22121	0
Entity	system	cluster-NILE22114	system	cluster-NILE22122	0
Entity	system	cluster-NILE22114	system	cluster-NILE22123	0
Entity	system	cluster-NILE22114	system	cluster-NILE22124	0
Entity	system	cluster-NILE22114	system	cluster-NILE22125	0
Entity	system	cluster-NILE22115	system	cluster-NILE22100	0
Entity	system	cluster-NILE22115	system	cluster-NILE22101	0
Entity	system	cluster-NILE22115	system	cluster-NILE22102	0
Entity	system	cluster-NILE22115	system	cluster-NILE22103	0
Entity	system	cluster-NILE22115	system	cluster-NILE22104	0
Entity	system	cluster-NILE22115	system	cluster-NILE22105	0
Entity	system	cluster-NILE22115	system	cluster-NILE22106	0
Entity	system	cluster-NILE22115	system	cluster-NILE22107	0
Entity	system	cluster-NILE22115	system	cluster-NILE22108	0
Entity	system	cluster-NILE22115	system	cluster-NILE22109	0
Entity	system	cluster-NILE22115	system	cluster-NILE22110	0
Entity	system	cluster-NILE22115	system	cluster-NILE22111	0
Entity	system	cluster-NILE22115	system	cluster-NILE22112	0
Entity	system	cluster-NILE22115	system	cluster-NILE22113	0
Entity	system	cluster-NILE22115	system	cluster-NILE22114	0
Entity	system	cluster-NILE22115	system	cluster-NILE22115	6
Entity	system	cluster-NILE22115	system	cluster-NILE22116	0
Entity	system	cluster-NILE22115	system	cluster-NILE22118	0
Entity	system	cluster-NILE22115	system	cluster-NILE22119	0
Entity	system	cluster-NILE22115	system	cluster-NILE22120	0
Entity	system	cluster-NILE22115	system	cluster-NILE22121	0
Entity	system	cluster-NILE22115	system	cluster-NILE22122	0
Entity	system	cluster-NILE22115	system	cluster-NILE22123	0
Entity	system	cluster-NILE22115	system	cluster-NILE22124	0
Entity	system	cluster-NILE22115	system	cluster-NILE22125	0
Entity	system	cluster-NILE22116	system	cluster-NILE22100	0
Entity	system	cluster-NILE22116	system	cluster-NILE22101	0
Entity	system	cluster-NILE22116	system	cluster-NILE22102	0
Entity	system	cluster-NILE22116	system	cluster-NILE22103	0
Entity	system	cluster-NILE22116	system	cluster-NILE22104	0
Entity	system	cluster-NILE22116	system	cluster-NILE22105	0
Entity	system	cluster-NILE22116	system	cluster-NILE22106	0
Entity	system	cluster-NILE22116	system	cluster-NILE22107	0
Entity	system	cluster-NILE22116	system	cluster-NILE22108	0
Entity	system	cluster-NILE22116	system	cluster-NILE22109	0
Entity	system	cluster-NILE22116	system	cluster-NILE22110	0
Entity	system	cluster-NILE22116	system	cluster-NILE22111	0
Entity	system	cluster-NILE22116	system	cluster-NILE22112	0
Entity	system	cluster-NILE22116	system	cluster-NILE22113	0
Entity	system	cluster-NILE22116	system	cluster-NILE22114	0
Entity	system	cluster-NILE22116	system	cluster-NILE22115	0
Entity	system	cluster-NILE22116	system	cluster-NILE22116	1
Entity	system	cluster-NILE22116	system	cluster-NILE22118	0
Entity	system	cluster-NILE22116	system	cluster-NILE22119	0
Entity	system	cluster-NILE22116	system	cluster-NILE22120	0
Entity	system	cluster-NILE22116	system	cluster-NILE22121	0
Entity	system	cluster-NILE22116	system	cluster-NILE22122	0
Entity	system	cluster-NILE22116	system	cluster-NILE22123	0
Entity	system	cluster-NILE22116	system	cluster-NILE22124	0
Entity	system	cluster-NILE22116	system	cluster-NILE22125	0
Entity	system	cluster-NILE22118	system	cluster-NILE22100	0
Entity	system	cluster-NILE22118	system	cluster-NILE22101	0
Entity	system	cluster-NILE22118	system	cluster-NILE22102	0
Entity	system	cluster-NILE22118	system	cluster-NILE22103	0
Entity	system	cluster-NILE22118	system	cluster-NILE22104	0
Entity	system	cluster-NILE22118	system	cluster-NILE22105	0
Entity	system	cluster-NILE22118	system	cluster-NILE22106	0
Entity	system	cluster-NILE22118	system	cluster-NILE22107	0
Entity	system	cluster-NILE22118	system	cluster-NILE22108	0
Entity	system	cluster-NILE22118	system	cluster-NILE22109	0
Entity	system	cluster-NILE22118	system	cluster-NILE22110	0
Entity	system	cluster-NILE22118	system	cluster-NILE22111	0
Entity	system	cluster-NILE22118	system	cluster-NILE22112	0
Entity	system	cluster-NILE22118	system	cluster-NILE22113	0
Entity	system	cluster-NILE22118	system	cluster-NILE22114	0
Entity	system	cluster-NILE22118	system	cluster-NILE22115	0
Entity	system	cluster-NILE22118	system	cluster-NILE22116	0
Entity	system	cluster-NILE22118	system	cluster-NILE22118	7
Entity	system	cluster-NILE22118	system	cluster-NILE22119	0
Entity	system	cluster-NILE22118	system	cluster-NILE22120	0
Entity	system	cluster-NILE22118	system	cluster-NILE22121	0
Entity	system	cluster-NILE22118	system	cluster-NILE22122	0
Entity	system	cluster-NILE22118	system	cluster-NILE22123	0
Entity	system	cluster-NILE22118	system	cluster-NILE22124	0
Entity	system	cluster-NILE22118	system	cluster-NILE22125	0
Entity	system	cluster-NILE22119	system	cluster-NILE22100	0
Entity	system	cluster-NILE22119	system	cluster-NILE22101	0
Entity	system	cluster-NILE22119	system	cluster-NILE22102	0
Entity	system	cluster-NILE22119	system	cluster-NILE22103	0
Entity	system	cluster-NILE22119	system	cluster-NILE22104	0
Entity	system	cluster-NILE22119	system	cluster-NILE22105	0
Entity	system	cluster-NILE22119	system	cluster-NILE22106	0
Entity	system	cluster-NILE22119	system	cluster-NILE22107	0
Entity	system	cluster-NILE22119	system	cluster-NILE22108	0
Entity	system	cluster-NILE22119	system	cluster-NILE22109	0
Entity	system	cluster-NILE22119	system	cluster-NILE22110	0
Entity	system	cluster-NILE22119	system	cluster-NILE22111	0
Entity	system	cluster-NILE22119	system	cluster-NILE22112	0
Entity	system	cluster-NILE22119	system	cluster-NILE22113	0
