metatype	system_or_gold1	cluster1	system_or_gold2	cluster2	type_similarity	similarity
Entity	system	cluster-NILQE31242	system	cluster-NILQE31244	0.1023355579	0.1023355579
Entity	system	cluster-NILQE31242	system	cluster-NILQE31245	0.11004316894999999	0.11004316894999999
Entity	system	cluster-NILQE31242	system	cluster-NILQE31246	0.033632816450000005	0.033632816450000005
Entity	system	cluster-NILQE31242	system	cluster-NILQE31247	0.0039624253	0.0039624253
Entity	system	cluster-NILQE31242	system	cluster-NILQE31248	0.0039624253	0.0039624253
Entity	system	cluster-NILQE31242	system	cluster-NILQE31249	0.022263739499999997	0.022263739499999997
Entity	system	cluster-NILQE31242	system	cluster-NILQE31250	0.0039624253	0.0039624253
Entity	system	cluster-NILQE31242	system	cluster-NILQE31251	0.0039624253	0.0039624253
Entity	system	cluster-NILQE31242	system	cluster-Q1470970	0.05250821955	0.05250821955
Entity	system	cluster-NILQE31242	system	cluster-Q390551	0.08380949385	0.08380949385
Entity	system	cluster-NILQE31242	system	cluster-Q62742160	0.09076790400000001	0.09076790400000001
Entity	system	cluster-NILQE31242	system	cluster-Q6973027	0.08380949385	0.08380949385
Entity	system	cluster-NILQE31242	system	cluster-Q712639	0.09862558530000001	0.09862558530000001
Entity	system	cluster-NILQE31242	system	cluster-Q773300	0.09862558530000001	0.09862558530000001
Entity	system	cluster-NILQE31242	system	cluster-Q7914455	0.1317080333	0.1317080333
Entity	system	cluster-NILQE31242	system	cluster-Q97309777	0.09076790400000001	0.09076790400000001
Entity	system	cluster-NILQE31243	system	cluster-NILQE31237	0.3420227771	0.3420227771
Entity	system	cluster-NILQE31243	system	cluster-NILQE31238	0.01784480315	0.01784480315
Entity	system	cluster-NILQE31243	system	cluster-NILQE31239	0.0	0.0
Entity	system	cluster-NILQE31243	system	cluster-NILQE31240	0.08489244935000001	0.08489244935000001
Entity	system	cluster-NILQE31243	system	cluster-NILQE31241	0.12719639935	0.12719639935
Entity	system	cluster-NILQE31243	system	cluster-NILQE31242	0.0221965498	0.0221965498
Entity	system	cluster-NILQE31243	system	cluster-NILQE31243	1.0	1.0
Entity	system	cluster-NILQE31243	system	cluster-NILQE31244	0.15502348595	0.15502348595
Entity	system	cluster-NILQE31243	system	cluster-NILQE31245	0.12719639935	0.12719639935
Entity	system	cluster-NILQE31243	system	cluster-NILQE31246	0.0554650339	0.0554650339
Entity	system	cluster-NILQE31243	system	cluster-NILQE31247	0.0	0.0
Entity	system	cluster-NILQE31243	system	cluster-NILQE31248	0.0	0.0
Entity	system	cluster-NILQE31243	system	cluster-NILQE31249	0.3420227771	0.3420227771
Entity	system	cluster-NILQE31243	system	cluster-NILQE31250	0.0	0.0
Entity	system	cluster-NILQE31243	system	cluster-NILQE31251	0.0	0.0
Entity	system	cluster-NILQE31243	system	cluster-Q1470970	0.160729432	0.160729432
Entity	system	cluster-NILQE31243	system	cluster-Q390551	0.0	0.0
Entity	system	cluster-NILQE31243	system	cluster-Q62742160	0.08489244935000001	0.08489244935000001
Entity	system	cluster-NILQE31243	system	cluster-Q6973027	0.0	0.0
Entity	system	cluster-NILQE31243	system	cluster-Q712639	0.024667085800000002	0.024667085800000002
Entity	system	cluster-NILQE31243	system	cluster-Q773300	0.024667085800000002	0.024667085800000002
Entity	system	cluster-NILQE31243	system	cluster-Q7914455	0.0	0.0
Entity	system	cluster-NILQE31243	system	cluster-Q97309777	0.08489244935000001	0.08489244935000001
Entity	system	cluster-NILQE31244	system	cluster-NILQE31237	0.15611032625	0.15611032625
Entity	system	cluster-NILQE31244	system	cluster-NILQE31238	0.08168757545	0.08168757545
Entity	system	cluster-NILQE31244	system	cluster-NILQE31239	0.24461510905	0.24461510905
Entity	system	cluster-NILQE31244	system	cluster-NILQE31240	0.1985954855	0.1985954855
Entity	system	cluster-NILQE31244	system	cluster-NILQE31241	0.1734269871	0.1734269871
Entity	system	cluster-NILQE31244	system	cluster-NILQE31242	0.1023355579	0.1023355579
Entity	system	cluster-NILQE31244	system	cluster-NILQE31243	0.15502348595	0.15502348595
Entity	system	cluster-NILQE31244	system	cluster-NILQE31244	1.0	1.0
Entity	system	cluster-NILQE31244	system	cluster-NILQE31245	0.1734269871	0.1734269871
Entity	system	cluster-NILQE31244	system	cluster-NILQE31246	0.22617112485000002	0.22617112485000002
Entity	system	cluster-NILQE31244	system	cluster-NILQE31247	0.24461510905	0.24461510905
Entity	system	cluster-NILQE31244	system	cluster-NILQE31248	0.24461510905	0.24461510905
Entity	system	cluster-NILQE31244	system	cluster-NILQE31249	0.15611032625	0.15611032625
Entity	system	cluster-NILQE31244	system	cluster-NILQE31250	0.24461510905	0.24461510905
Entity	system	cluster-NILQE31244	system	cluster-NILQE31251	0.24461510905	0.24461510905
Entity	system	cluster-NILQE31244	system	cluster-Q1470970	0.0682303079	0.0682303079
Entity	system	cluster-NILQE31244	system	cluster-Q390551	0.11941703990000001	0.11941703990000001
Entity	system	cluster-NILQE31244	system	cluster-Q62742160	0.1985954855	0.1985954855
Entity	system	cluster-NILQE31244	system	cluster-Q6973027	0.11941703990000001	0.11941703990000001
Entity	system	cluster-NILQE31244	system	cluster-Q712639	0.037547148950000005	0.037547148950000005
Entity	system	cluster-NILQE31244	system	cluster-Q773300	0.037547148950000005	0.037547148950000005
Entity	system	cluster-NILQE31244	system	cluster-Q7914455	0.20908094695	0.20908094695
Entity	system	cluster-NILQE31244	system	cluster-Q97309777	0.1985954855	0.1985954855
Entity	system	cluster-NILQE31245	system	cluster-NILQE31237	0.11255991600000001	0.11255991600000001
Entity	system	cluster-NILQE31245	system	cluster-NILQE31238	0.08943943975	0.08943943975
Entity	system	cluster-NILQE31245	system	cluster-NILQE31239	0.2635781564	0.2635781564
Entity	system	cluster-NILQE31245	system	cluster-NILQE31240	0.5109607669	0.5109607669
Entity	system	cluster-NILQE31245	system	cluster-NILQE31241	1.0	1.0
Entity	system	cluster-NILQE31245	system	cluster-NILQE31242	0.11004316894999999	0.11004316894999999
Entity	system	cluster-NILQE31245	system	cluster-NILQE31243	0.12719639935	0.12719639935
Entity	system	cluster-NILQE31245	system	cluster-NILQE31244	0.1734269871	0.1734269871
Entity	system	cluster-NILQE31245	system	cluster-NILQE31245	1.0	1.0
Entity	system	cluster-NILQE31245	system	cluster-NILQE31246	0.17178679205	0.17178679205
Entity	system	cluster-NILQE31245	system	cluster-NILQE31247	0.2635781564	0.2635781564
Entity	system	cluster-NILQE31245	system	cluster-NILQE31248	0.2635781564	0.2635781564
Entity	system	cluster-NILQE31245	system	cluster-NILQE31249	0.11255991600000001	0.11255991600000001
Entity	system	cluster-NILQE31245	system	cluster-NILQE31250	0.2635781564	0.2635781564
Entity	system	cluster-NILQE31245	system	cluster-NILQE31251	0.2635781564	0.2635781564
Entity	system	cluster-NILQE31245	system	cluster-Q1470970	0.2812935109	0.2812935109
Entity	system	cluster-NILQE31245	system	cluster-Q390551	0.357245611	0.357245611
Entity	system	cluster-NILQE31245	system	cluster-Q62742160	0.5109607669	0.5109607669
Entity	system	cluster-NILQE31245	system	cluster-Q6973027	0.357245611	0.357245611
Entity	system	cluster-NILQE31245	system	cluster-Q712639	0.0406464462	0.0406464462
Entity	system	cluster-NILQE31245	system	cluster-Q773300	0.0406464462	0.0406464462
Entity	system	cluster-NILQE31245	system	cluster-Q7914455	0.5739055649	0.5739055649
Entity	system	cluster-NILQE31245	system	cluster-Q97309777	0.5109607669	0.5109607669
Entity	system	cluster-NILQE31246	system	cluster-NILQE31237	0.056053457450000004	0.056053457450000004
Entity	system	cluster-NILQE31246	system	cluster-NILQE31238	0.3048786515	0.3048786515
Entity	system	cluster-NILQE31246	system	cluster-NILQE31239	0.4992280435	0.4992280435
Entity	system	cluster-NILQE31246	system	cluster-NILQE31240	0.57562720625	0.57562720625
Entity	system	cluster-NILQE31246	system	cluster-NILQE31241	0.17178679205	0.17178679205
Entity	system	cluster-NILQE31246	system	cluster-NILQE31242	0.033632816450000005	0.033632816450000005
Entity	system	cluster-NILQE31246	system	cluster-NILQE31243	0.0554650339	0.0554650339
Entity	system	cluster-NILQE31246	system	cluster-NILQE31244	0.22617112485000002	0.22617112485000002
Entity	system	cluster-NILQE31246	system	cluster-NILQE31245	0.17178679205	0.17178679205
Entity	system	cluster-NILQE31246	system	cluster-NILQE31246	1.0	1.0
Entity	system	cluster-NILQE31246	system	cluster-NILQE31247	0.4992280435	0.4992280435
Entity	system	cluster-NILQE31246	system	cluster-NILQE31248	0.4992280435	0.4992280435
Entity	system	cluster-NILQE31246	system	cluster-NILQE31249	0.056053457450000004	0.056053457450000004
Entity	system	cluster-NILQE31246	system	cluster-NILQE31250	0.4992280435	0.4992280435
Entity	system	cluster-NILQE31246	system	cluster-NILQE31251	0.4992280435	0.4992280435
Entity	system	cluster-NILQE31246	system	cluster-Q1470970	0.1479448215	0.1479448215
Entity	system	cluster-NILQE31246	system	cluster-Q390551	0.20738996510000002	0.20738996510000002
Entity	system	cluster-NILQE31246	system	cluster-Q62742160	0.57562720625	0.57562720625
Entity	system	cluster-NILQE31246	system	cluster-Q6973027	0.20738996510000002	0.20738996510000002
Entity	system	cluster-NILQE31246	system	cluster-Q712639	0.1749613891	0.1749613891
Entity	system	cluster-NILQE31246	system	cluster-Q773300	0.1749613891	0.1749613891
Entity	system	cluster-NILQE31246	system	cluster-Q7914455	0.2027815981	0.2027815981
Entity	system	cluster-NILQE31246	system	cluster-Q97309777	0.57562720625	0.57562720625
Entity	system	cluster-NILQE31247	system	cluster-NILQE31237	0.0	0.0
Entity	system	cluster-NILQE31247	system	cluster-NILQE31238	0.004410918	0.004410918
Entity	system	cluster-NILQE31247	system	cluster-NILQE31239	1.0	1.0
Entity	system	cluster-NILQE31247	system	cluster-NILQE31240	0.38893846060000004	0.38893846060000004
Entity	system	cluster-NILQE31247	system	cluster-NILQE31241	0.2635781564	0.2635781564
Entity	system	cluster-NILQE31247	system	cluster-NILQE31242	0.0039624253	0.0039624253
Entity	system	cluster-NILQE31247	system	cluster-NILQE31243	0.0	0.0
Entity	system	cluster-NILQE31247	system	cluster-NILQE31244	0.24461510905	0.24461510905
Entity	system	cluster-NILQE31247	system	cluster-NILQE31245	0.2635781564	0.2635781564
Entity	system	cluster-NILQE31247	system	cluster-NILQE31246	0.4992280435	0.4992280435
Entity	system	cluster-NILQE31247	system	cluster-NILQE31247	1.0	1.0
Entity	system	cluster-NILQE31247	system	cluster-NILQE31248	1.0	1.0
Entity	system	cluster-NILQE31247	system	cluster-NILQE31249	0.0	0.0
Entity	system	cluster-NILQE31247	system	cluster-NILQE31250	1.0	1.0
Entity	system	cluster-NILQE31247	system	cluster-NILQE31251	1.0	1.0
Entity	system	cluster-NILQE31247	system	cluster-Q1470970	0.0	0.0
Entity	system	cluster-NILQE31247	system	cluster-Q390551	0.33107777315	0.33107777315
Entity	system	cluster-NILQE31247	system	cluster-Q62742160	0.38893846060000004	0.38893846060000004
Entity	system	cluster-NILQE31247	system	cluster-Q6973027	0.33107777315	0.33107777315
Entity	system	cluster-NILQE31247	system	cluster-Q712639	0.0	0.0
Entity	system	cluster-NILQE31247	system	cluster-Q773300	0.0	0.0
Entity	system	cluster-NILQE31247	system	cluster-Q7914455	0.38798214335	0.38798214335
Entity	system	cluster-NILQE31247	system	cluster-Q97309777	0.38893846060000004	0.38893846060000004
Entity	system	cluster-NILQE31248	system	cluster-NILQE31237	0.0	0.0
Entity	system	cluster-NILQE31248	system	cluster-NILQE31238	0.004410918	0.004410918
Entity	system	cluster-NILQE31248	system	cluster-NILQE31239	1.0	1.0
Entity	system	cluster-NILQE31248	system	cluster-NILQE31240	0.38893846060000004	0.38893846060000004
Entity	system	cluster-NILQE31248	system	cluster-NILQE31241	0.2635781564	0.2635781564
Entity	system	cluster-NILQE31248	system	cluster-NILQE31242	0.0039624253	0.0039624253
Entity	system	cluster-NILQE31248	system	cluster-NILQE31243	0.0	0.0
Entity	system	cluster-NILQE31248	system	cluster-NILQE31244	0.24461510905	0.24461510905
Entity	system	cluster-NILQE31248	system	cluster-NILQE31245	0.2635781564	0.2635781564
Entity	system	cluster-NILQE31248	system	cluster-NILQE31246	0.4992280435	0.4992280435
Entity	system	cluster-NILQE31248	system	cluster-NILQE31247	1.0	1.0
Entity	system	cluster-NILQE31248	system	cluster-NILQE31248	1.0	1.0
Entity	system	cluster-NILQE31248	system	cluster-NILQE31249	0.0	0.0
Entity	system	cluster-NILQE31248	system	cluster-NILQE31250	1.0	1.0
Entity	system	cluster-NILQE31248	system	cluster-NILQE31251	1.0	1.0
Entity	system	cluster-NILQE31248	system	cluster-Q1470970	0.0	0.0
Entity	system	cluster-NILQE31248	system	cluster-Q390551	0.33107777315	0.33107777315
Entity	system	cluster-NILQE31248	system	cluster-Q62742160	0.38893846060000004	0.38893846060000004
Entity	system	cluster-NILQE31248	system	cluster-Q6973027	0.33107777315	0.33107777315
Entity	system	cluster-NILQE31248	system	cluster-Q712639	0.0	0.0
Entity	system	cluster-NILQE31248	system	cluster-Q773300	0.0	0.0
Entity	system	cluster-NILQE31248	system	cluster-Q7914455	0.38798214335	0.38798214335
Entity	system	cluster-NILQE31248	system	cluster-Q97309777	0.38893846060000004	0.38893846060000004
Entity	system	cluster-NILQE31249	system	cluster-NILQE31237	1.0	1.0
Entity	system	cluster-NILQE31249	system	cluster-NILQE31238	0.018055013199999997	0.018055013199999997
Entity	system	cluster-NILQE31249	system	cluster-NILQE31239	0.0	0.0
Entity	system	cluster-NILQE31249	system	cluster-NILQE31240	0.07860491459999999	0.07860491459999999
Entity	system	cluster-NILQE31249	system	cluster-NILQE31241	0.11255991600000001	0.11255991600000001
Entity	system	cluster-NILQE31249	system	cluster-NILQE31242	0.022263739499999997	0.022263739499999997
Entity	system	cluster-NILQE31249	system	cluster-NILQE31243	0.3420227771	0.3420227771
Entity	system	cluster-NILQE31249	system	cluster-NILQE31244	0.15611032625	0.15611032625
Entity	system	cluster-NILQE31249	system	cluster-NILQE31245	0.11255991600000001	0.11255991600000001
Entity	system	cluster-NILQE31249	system	cluster-NILQE31246	0.056053457450000004	0.056053457450000004
Entity	system	cluster-NILQE31249	system	cluster-NILQE31247	0.0	0.0
Entity	system	cluster-NILQE31249	system	cluster-NILQE31248	0.0	0.0
Entity	system	cluster-NILQE31249	system	cluster-NILQE31249	1.0	1.0
Entity	system	cluster-NILQE31249	system	cluster-NILQE31250	0.0	0.0
Entity	system	cluster-NILQE31249	system	cluster-NILQE31251	0.0	0.0
Entity	system	cluster-NILQE31249	system	cluster-Q1470970	0.1276276918	0.1276276918
Entity	system	cluster-NILQE31249	system	cluster-Q390551	0.0	0.0
Entity	system	cluster-NILQE31249	system	cluster-Q62742160	0.07860491459999999	0.07860491459999999
Entity	system	cluster-NILQE31249	system	cluster-Q6973027	0.0	0.0
Entity	system	cluster-NILQE31249	system	cluster-Q712639	0.02436743005	0.02436743005
Entity	system	cluster-NILQE31249	system	cluster-Q773300	0.02436743005	0.02436743005
Entity	system	cluster-NILQE31249	system	cluster-Q7914455	0.0	0.0
Entity	system	cluster-NILQE31249	system	cluster-Q97309777	0.07860491459999999	0.07860491459999999
Entity	system	cluster-NILQE31250	system	cluster-NILQE31237	0.0	0.0
Entity	system	cluster-NILQE31250	system	cluster-NILQE31238	0.004410918	0.004410918
Entity	system	cluster-NILQE31250	system	cluster-NILQE31239	1.0	1.0
Entity	system	cluster-NILQE31250	system	cluster-NILQE31240	0.38893846060000004	0.38893846060000004
Entity	system	cluster-NILQE31250	system	cluster-NILQE31241	0.2635781564	0.2635781564
Entity	system	cluster-NILQE31250	system	cluster-NILQE31242	0.0039624253	0.0039624253
Entity	system	cluster-NILQE31250	system	cluster-NILQE31243	0.0	0.0
Entity	system	cluster-NILQE31250	system	cluster-NILQE31244	0.24461510905	0.24461510905
Entity	system	cluster-NILQE31250	system	cluster-NILQE31245	0.2635781564	0.2635781564
Entity	system	cluster-NILQE31250	system	cluster-NILQE31246	0.4992280435	0.4992280435
Entity	system	cluster-NILQE31250	system	cluster-NILQE31247	1.0	1.0
Entity	system	cluster-NILQE31250	system	cluster-NILQE31248	1.0	1.0
Entity	system	cluster-NILQE31250	system	cluster-NILQE31249	0.0	0.0
Entity	system	cluster-NILQE31250	system	cluster-NILQE31250	1.0	1.0
Entity	system	cluster-NILQE31250	system	cluster-NILQE31251	1.0	1.0
Entity	system	cluster-NILQE31250	system	cluster-Q1470970	0.0	0.0
Entity	system	cluster-NILQE31250	system	cluster-Q390551	0.33107777315	0.33107777315
Entity	system	cluster-NILQE31250	system	cluster-Q62742160	0.38893846060000004	0.38893846060000004
Entity	system	cluster-NILQE31250	system	cluster-Q6973027	0.33107777315	0.33107777315
Entity	system	cluster-NILQE31250	system	cluster-Q712639	0.0	0.0
Entity	system	cluster-NILQE31250	system	cluster-Q773300	0.0	0.0
Entity	system	cluster-NILQE31250	system	cluster-Q7914455	0.38798214335	0.38798214335
Entity	system	cluster-NILQE31250	system	cluster-Q97309777	0.38893846060000004	0.38893846060000004
Entity	system	cluster-NILQE31251	system	cluster-NILQE31237	0.0	0.0
Entity	system	cluster-NILQE31251	system	cluster-NILQE31238	0.004410918	0.004410918
Entity	system	cluster-NILQE31251	system	cluster-NILQE31239	1.0	1.0
