metatype	system_or_gold1	cluster1	system_or_gold2	cluster2	type_similarity	similarity
Entity	system	cluster-NILE30030	system	cluster-NILE30055	0.0	0.0
Entity	system	cluster-NILE30030	system	cluster-Q1006223	0.0	0.0
Entity	system	cluster-NILE30030	system	cluster-Q183	0.0382837344	0.0
Entity	system	cluster-NILE30030	system	cluster-Q824	0.08325431850000001	0.0
Entity	system	cluster-NILE30030	system	cluster-Q861888	0.0	0.0
Entity	system	cluster-NILE30030	system	cluster-Q91391319	0.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30025	1.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30028	1.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30029	1.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30030	1.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30031	1.0	3.0
Entity	system	cluster-NILE30031	system	cluster-NILE30033	1.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30034	1.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30035	1.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30036	1.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30037	0.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30038	0.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30040	1.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30041	1.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30042	1.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30043	0.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30045	0.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30046	0.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30049	1.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30050	0.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30051	0.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30052	0.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30054	1.0	0.0
Entity	system	cluster-NILE30031	system	cluster-NILE30055	0.0	0.0
Entity	system	cluster-NILE30031	system	cluster-Q1006223	0.0	0.0
Entity	system	cluster-NILE30031	system	cluster-Q183	0.0382837344	0.0
Entity	system	cluster-NILE30031	system	cluster-Q824	0.08325431850000001	0.0
Entity	system	cluster-NILE30031	system	cluster-Q861888	0.0	0.0
Entity	system	cluster-NILE30031	system	cluster-Q91391319	0.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30025	1.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30028	1.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30029	1.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30030	1.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30031	1.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30033	1.0	10.0
Entity	system	cluster-NILE30033	system	cluster-NILE30034	1.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30035	1.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30036	1.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30037	0.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30038	0.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30040	1.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30041	1.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30042	1.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30043	0.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30045	0.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30046	0.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30049	1.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30050	0.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30051	0.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30052	0.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30054	1.0	0.0
Entity	system	cluster-NILE30033	system	cluster-NILE30055	0.0	0.0
Entity	system	cluster-NILE30033	system	cluster-Q1006223	0.0	0.0
Entity	system	cluster-NILE30033	system	cluster-Q183	0.0382837344	0.0
Entity	system	cluster-NILE30033	system	cluster-Q824	0.08325431850000001	0.0
Entity	system	cluster-NILE30033	system	cluster-Q861888	0.0	0.0
Entity	system	cluster-NILE30033	system	cluster-Q91391319	0.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30025	1.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30028	1.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30029	1.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30030	1.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30031	1.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30033	1.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30034	1.0	2.0
Entity	system	cluster-NILE30034	system	cluster-NILE30035	1.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30036	1.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30037	0.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30038	0.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30040	1.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30041	1.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30042	1.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30043	0.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30045	0.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30046	0.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30049	1.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30050	0.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30051	0.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30052	0.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30054	1.0	0.0
Entity	system	cluster-NILE30034	system	cluster-NILE30055	0.0	0.0
Entity	system	cluster-NILE30034	system	cluster-Q1006223	0.0	0.0
Entity	system	cluster-NILE30034	system	cluster-Q183	0.0382837344	0.0
Entity	system	cluster-NILE30034	system	cluster-Q824	0.08325431850000001	0.0
Entity	system	cluster-NILE30034	system	cluster-Q861888	0.0	0.0
Entity	system	cluster-NILE30034	system	cluster-Q91391319	0.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30025	1.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30028	1.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30029	1.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30030	1.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30031	1.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30033	1.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30034	1.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30035	1.0	2.0
Entity	system	cluster-NILE30035	system	cluster-NILE30036	1.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30037	0.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30038	0.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30040	1.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30041	1.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30042	1.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30043	0.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30045	0.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30046	0.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30049	1.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30050	0.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30051	0.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30052	0.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30054	1.0	0.0
Entity	system	cluster-NILE30035	system	cluster-NILE30055	0.0	0.0
Entity	system	cluster-NILE30035	system	cluster-Q1006223	0.0	0.0
Entity	system	cluster-NILE30035	system	cluster-Q183	0.0382837344	0.0
Entity	system	cluster-NILE30035	system	cluster-Q824	0.08325431850000001	0.0
Entity	system	cluster-NILE30035	system	cluster-Q861888	0.0	0.0
Entity	system	cluster-NILE30035	system	cluster-Q91391319	0.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30025	1.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30028	1.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30029	1.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30030	1.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30031	1.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30033	1.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30034	1.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30035	1.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30036	1.0	2.0
Entity	system	cluster-NILE30036	system	cluster-NILE30037	0.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30038	0.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30040	1.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30041	1.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30042	1.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30043	0.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30045	0.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30046	0.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30049	1.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30050	0.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30051	0.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30052	0.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30054	1.0	0.0
Entity	system	cluster-NILE30036	system	cluster-NILE30055	0.0	0.0
Entity	system	cluster-NILE30036	system	cluster-Q1006223	0.0	0.0
Entity	system	cluster-NILE30036	system	cluster-Q183	0.0382837344	0.0
Entity	system	cluster-NILE30036	system	cluster-Q824	0.08325431850000001	0.0
Entity	system	cluster-NILE30036	system	cluster-Q861888	0.0	0.0
Entity	system	cluster-NILE30036	system	cluster-Q91391319	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30025	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30028	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30029	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30030	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30031	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30033	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30034	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30035	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30036	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30037	1.0	4.0
Entity	system	cluster-NILE30037	system	cluster-NILE30038	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30040	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30041	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30042	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30043	1.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30045	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30046	0.24347939094999999	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30049	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30050	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30051	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30052	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30054	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-NILE30055	0.24347939094999999	0.0
Entity	system	cluster-NILE30037	system	cluster-Q1006223	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-Q183	0.02205028945	0.0
Entity	system	cluster-NILE30037	system	cluster-Q824	0.02958897415	0.0
Entity	system	cluster-NILE30037	system	cluster-Q861888	0.0	0.0
Entity	system	cluster-NILE30037	system	cluster-Q91391319	0.24347939094999999	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30025	0.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30028	0.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30029	0.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30030	0.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30031	0.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30033	0.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30034	0.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30035	0.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30036	0.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30037	0.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30038	1.0	2.0
Entity	system	cluster-NILE30038	system	cluster-NILE30040	0.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30041	0.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30042	0.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30043	0.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30045	1.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30046	0.4992280435	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30049	0.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30050	1.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30051	1.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30052	1.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30054	0.0	0.0
Entity	system	cluster-NILE30038	system	cluster-NILE30055	0.4992280435	0.0
Entity	system	cluster-NILE30038	system	cluster-Q1006223	0.33107777315	0.0
Entity	system	cluster-NILE30038	system	cluster-Q183	0.00410386405	0.0
Entity	system	cluster-NILE30038	system	cluster-Q824	0.00363887875	0.0
Entity	system	cluster-NILE30038	system	cluster-Q861888	0.38798214335	0.0
Entity	system	cluster-NILE30038	system	cluster-Q91391319	0.4992280435	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30025	1.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30028	1.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30029	1.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30030	1.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30031	1.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30033	1.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30034	1.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30035	1.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30036	1.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30037	0.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30038	0.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30040	1.0	1.0
Entity	system	cluster-NILE30040	system	cluster-NILE30041	1.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30042	1.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30043	0.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30045	0.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30046	0.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30049	1.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30050	0.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30051	0.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30052	0.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30054	1.0	0.0
Entity	system	cluster-NILE30040	system	cluster-NILE30055	0.0	0.0
Entity	system	cluster-NILE30040	system	cluster-Q1006223	0.0	0.0
Entity	system	cluster-NILE30040	system	cluster-Q183	0.0382837344	0.0
Entity	system	cluster-NILE30040	system	cluster-Q824	0.08325431850000001	0.0
Entity	system	cluster-NILE30040	system	cluster-Q861888	0.0	0.0
Entity	system	cluster-NILE30040	system	cluster-Q91391319	0.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30025	1.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30028	1.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30029	1.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30030	1.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30031	1.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30033	1.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30034	1.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30035	1.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30036	1.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30037	0.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30038	0.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30040	1.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30041	1.0	1.0
Entity	system	cluster-NILE30041	system	cluster-NILE30042	1.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30043	0.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30045	0.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30046	0.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30049	1.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30050	0.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30051	0.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30052	0.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30054	1.0	0.0
Entity	system	cluster-NILE30041	system	cluster-NILE30055	0.0	0.0
Entity	system	cluster-NILE30041	system	cluster-Q1006223	0.0	0.0
Entity	system	cluster-NILE30041	system	cluster-Q183	0.0382837344	0.0
Entity	system	cluster-NILE30041	system	cluster-Q824	0.08325431850000001	0.0
Entity	system	cluster-NILE30041	system	cluster-Q861888	0.0	0.0
Entity	system	cluster-NILE30041	system	cluster-Q91391319	0.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30025	1.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30028	1.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30029	1.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30030	1.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30031	1.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30033	1.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30034	1.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30035	1.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30036	1.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30037	0.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30038	0.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30040	1.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30041	1.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30042	1.0	1.0
Entity	system	cluster-NILE30042	system	cluster-NILE30043	0.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30045	0.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30046	0.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30049	1.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30050	0.0	0.0
Entity	system	cluster-NILE30042	system	cluster-NILE30051	0.0	0.0
