metatype	system_or_gold	cluster1	cluster2	similarity
Entity	system	cluster-NILE21304	cluster-NILE21311	0
Entity	system	cluster-NILE21305	cluster-NILE21300	0
Entity	system	cluster-NILE21305	cluster-NILE21301	0
Entity	system	cluster-NILE21305	cluster-NILE21302	0
Entity	system	cluster-NILE21305	cluster-NILE21303	0
Entity	system	cluster-NILE21305	cluster-NILE21304	0
Entity	system	cluster-NILE21305	cluster-NILE21305	1
Entity	system	cluster-NILE21305	cluster-NILE21306	0
Entity	system	cluster-NILE21305	cluster-NILE21307	0
Entity	system	cluster-NILE21305	cluster-NILE21308	0
Entity	system	cluster-NILE21305	cluster-NILE21309	0
Entity	system	cluster-NILE21305	cluster-NILE21310	0
Entity	system	cluster-NILE21305	cluster-NILE21311	0
Entity	system	cluster-NILE21306	cluster-NILE21300	0
Entity	system	cluster-NILE21306	cluster-NILE21301	0
Entity	system	cluster-NILE21306	cluster-NILE21302	0
Entity	system	cluster-NILE21306	cluster-NILE21303	0
Entity	system	cluster-NILE21306	cluster-NILE21304	0
Entity	system	cluster-NILE21306	cluster-NILE21305	0
Entity	system	cluster-NILE21306	cluster-NILE21306	1
Entity	system	cluster-NILE21306	cluster-NILE21307	0
Entity	system	cluster-NILE21306	cluster-NILE21308	0
Entity	system	cluster-NILE21306	cluster-NILE21309	0
Entity	system	cluster-NILE21306	cluster-NILE21310	0
Entity	system	cluster-NILE21306	cluster-NILE21311	0
Entity	system	cluster-NILE21307	cluster-NILE21300	0
Entity	system	cluster-NILE21307	cluster-NILE21301	0
Entity	system	cluster-NILE21307	cluster-NILE21302	0
Entity	system	cluster-NILE21307	cluster-NILE21303	0
Entity	system	cluster-NILE21307	cluster-NILE21304	0
Entity	system	cluster-NILE21307	cluster-NILE21305	0
Entity	system	cluster-NILE21307	cluster-NILE21306	0
Entity	system	cluster-NILE21307	cluster-NILE21307	1
Entity	system	cluster-NILE21307	cluster-NILE21308	0
Entity	system	cluster-NILE21307	cluster-NILE21309	0
Entity	system	cluster-NILE21307	cluster-NILE21310	0
Entity	system	cluster-NILE21307	cluster-NILE21311	0
Entity	system	cluster-NILE21308	cluster-NILE21300	0
Entity	system	cluster-NILE21308	cluster-NILE21301	0
Entity	system	cluster-NILE21308	cluster-NILE21302	0
Entity	system	cluster-NILE21308	cluster-NILE21303	0
Entity	system	cluster-NILE21308	cluster-NILE21304	0
Entity	system	cluster-NILE21308	cluster-NILE21305	0
Entity	system	cluster-NILE21308	cluster-NILE21306	0
Entity	system	cluster-NILE21308	cluster-NILE21307	0
Entity	system	cluster-NILE21308	cluster-NILE21308	1
Entity	system	cluster-NILE21308	cluster-NILE21309	0
Entity	system	cluster-NILE21308	cluster-NILE21310	0
Entity	system	cluster-NILE21308	cluster-NILE21311	0
Entity	system	cluster-NILE21309	cluster-NILE21300	0
Entity	system	cluster-NILE21309	cluster-NILE21301	0
Entity	system	cluster-NILE21309	cluster-NILE21302	0
Entity	system	cluster-NILE21309	cluster-NILE21303	0
Entity	system	cluster-NILE21309	cluster-NILE21304	0
Entity	system	cluster-NILE21309	cluster-NILE21305	0
Entity	system	cluster-NILE21309	cluster-NILE21306	0
Entity	system	cluster-NILE21309	cluster-NILE21307	0
Entity	system	cluster-NILE21309	cluster-NILE21308	0
Entity	system	cluster-NILE21309	cluster-NILE21309	1
Entity	system	cluster-NILE21309	cluster-NILE21310	0
Entity	system	cluster-NILE21309	cluster-NILE21311	0
Entity	system	cluster-NILE21310	cluster-NILE21300	0
Entity	system	cluster-NILE21310	cluster-NILE21301	0
Entity	system	cluster-NILE21310	cluster-NILE21302	0
Entity	system	cluster-NILE21310	cluster-NILE21303	0
Entity	system	cluster-NILE21310	cluster-NILE21304	0
Entity	system	cluster-NILE21310	cluster-NILE21305	0
Entity	system	cluster-NILE21310	cluster-NILE21306	0
Entity	system	cluster-NILE21310	cluster-NILE21307	0
Entity	system	cluster-NILE21310	cluster-NILE21308	0
Entity	system	cluster-NILE21310	cluster-NILE21309	0
Entity	system	cluster-NILE21310	cluster-NILE21310	1
Entity	system	cluster-NILE21310	cluster-NILE21311	0
Entity	system	cluster-NILE21311	cluster-NILE21300	0
Entity	system	cluster-NILE21311	cluster-NILE21301	0
Entity	system	cluster-NILE21311	cluster-NILE21302	0
Entity	system	cluster-NILE21311	cluster-NILE21303	0
Entity	system	cluster-NILE21311	cluster-NILE21304	0
Entity	system	cluster-NILE21311	cluster-NILE21305	0
Entity	system	cluster-NILE21311	cluster-NILE21306	0
Entity	system	cluster-NILE21311	cluster-NILE21307	0
Entity	system	cluster-NILE21311	cluster-NILE21308	0
Entity	system	cluster-NILE21311	cluster-NILE21309	0
Entity	system	cluster-NILE21311	cluster-NILE21310	0
Entity	system	cluster-NILE21311	cluster-NILE21311	1
Event	system	cluster-NILV21300	cluster-NILV21300	1
Event	system	cluster-NILV21300	cluster-NILV21301	0
Event	system	cluster-NILV21300	cluster-NILV21302	0
Event	system	cluster-NILV21301	cluster-NILV21300	0
Event	system	cluster-NILV21301	cluster-NILV21301	2
Event	system	cluster-NILV21301	cluster-NILV21302	0
Event	system	cluster-NILV21302	cluster-NILV21300	0
Event	system	cluster-NILV21302	cluster-NILV21301	0
Event	system	cluster-NILV21302	cluster-NILV21302	1
Entity	gold	cluster-NILE21300	cluster-NILE21300	1
Entity	gold	cluster-NILE21300	cluster-NILE21301	0
Entity	gold	cluster-NILE21300	cluster-NILE21302	0
Entity	gold	cluster-NILE21300	cluster-NILE21303	0
Entity	gold	cluster-NILE21300	cluster-NILE21304	0
Entity	gold	cluster-NILE21300	cluster-NILE21305	0
Entity	gold	cluster-NILE21300	cluster-NILE21306	0
Entity	gold	cluster-NILE21300	cluster-NILE21307	0
Entity	gold	cluster-NILE21300	cluster-NILE21308	0
Entity	gold	cluster-NILE21300	cluster-NILE21309	0
Entity	gold	cluster-NILE21300	cluster-NILE21310	0
Entity	gold	cluster-NILE21300	cluster-NILE21311	0
Entity	gold	cluster-NILE21301	cluster-NILE21300	0
Entity	gold	cluster-NILE21301	cluster-NILE21301	1
Entity	gold	cluster-NILE21301	cluster-NILE21302	0
Entity	gold	cluster-NILE21301	cluster-NILE21303	0
Entity	gold	cluster-NILE21301	cluster-NILE21304	0
Entity	gold	cluster-NILE21301	cluster-NILE21305	0
Entity	gold	cluster-NILE21301	cluster-NILE21306	0
Entity	gold	cluster-NILE21301	cluster-NILE21307	0
Entity	gold	cluster-NILE21301	cluster-NILE21308	0
Entity	gold	cluster-NILE21301	cluster-NILE21309	0
Entity	gold	cluster-NILE21301	cluster-NILE21310	0
Entity	gold	cluster-NILE21301	cluster-NILE21311	0
Entity	gold	cluster-NILE21302	cluster-NILE21300	0
Entity	gold	cluster-NILE21302	cluster-NILE21301	0
Entity	gold	cluster-NILE21302	cluster-NILE21302	1
Entity	gold	cluster-NILE21302	cluster-NILE21303	0
Entity	gold	cluster-NILE21302	cluster-NILE21304	0
Entity	gold	cluster-NILE21302	cluster-NILE21305	0
Entity	gold	cluster-NILE21302	cluster-NILE21306	0
Entity	gold	cluster-NILE21302	cluster-NILE21307	0
Entity	gold	cluster-NILE21302	cluster-NILE21308	0
Entity	gold	cluster-NILE21302	cluster-NILE21309	0
Entity	gold	cluster-NILE21302	cluster-NILE21310	0
Entity	gold	cluster-NILE21302	cluster-NILE21311	0
Entity	gold	cluster-NILE21303	cluster-NILE21300	0
Entity	gold	cluster-NILE21303	cluster-NILE21301	0
Entity	gold	cluster-NILE21303	cluster-NILE21302	0
Entity	gold	cluster-NILE21303	cluster-NILE21303	1
Entity	gold	cluster-NILE21303	cluster-NILE21304	0
Entity	gold	cluster-NILE21303	cluster-NILE21305	0
Entity	gold	cluster-NILE21303	cluster-NILE21306	0
Entity	gold	cluster-NILE21303	cluster-NILE21307	0
Entity	gold	cluster-NILE21303	cluster-NILE21308	0
Entity	gold	cluster-NILE21303	cluster-NILE21309	0
Entity	gold	cluster-NILE21303	cluster-NILE21310	0
Entity	gold	cluster-NILE21303	cluster-NILE21311	0
Entity	gold	cluster-NILE21304	cluster-NILE21300	0
Entity	gold	cluster-NILE21304	cluster-NILE21301	0
Entity	gold	cluster-NILE21304	cluster-NILE21302	0
Entity	gold	cluster-NILE21304	cluster-NILE21303	0
Entity	gold	cluster-NILE21304	cluster-NILE21304	1
Entity	gold	cluster-NILE21304	cluster-NILE21305	0
Entity	gold	cluster-NILE21304	cluster-NILE21306	0
Entity	gold	cluster-NILE21304	cluster-NILE21307	0
Entity	gold	cluster-NILE21304	cluster-NILE21308	0
Entity	gold	cluster-NILE21304	cluster-NILE21309	0
Entity	gold	cluster-NILE21304	cluster-NILE21310	0
Entity	gold	cluster-NILE21304	cluster-NILE21311	0
Entity	gold	cluster-NILE21305	cluster-NILE21300	0
Entity	gold	cluster-NILE21305	cluster-NILE21301	0
Entity	gold	cluster-NILE21305	cluster-NILE21302	0
Entity	gold	cluster-NILE21305	cluster-NILE21303	0
Entity	gold	cluster-NILE21305	cluster-NILE21304	0
Entity	gold	cluster-NILE21305	cluster-NILE21305	1
Entity	gold	cluster-NILE21305	cluster-NILE21306	0
Entity	gold	cluster-NILE21305	cluster-NILE21307	0
Entity	gold	cluster-NILE21305	cluster-NILE21308	0
Entity	gold	cluster-NILE21305	cluster-NILE21309	0
Entity	gold	cluster-NILE21305	cluster-NILE21310	0
Entity	gold	cluster-NILE21305	cluster-NILE21311	0
Entity	gold	cluster-NILE21306	cluster-NILE21300	0
Entity	gold	cluster-NILE21306	cluster-NILE21301	0
Entity	gold	cluster-NILE21306	cluster-NILE21302	0
Entity	gold	cluster-NILE21306	cluster-NILE21303	0
Entity	gold	cluster-NILE21306	cluster-NILE21304	0
Entity	gold	cluster-NILE21306	cluster-NILE21305	0
Entity	gold	cluster-NILE21306	cluster-NILE21306	1
Entity	gold	cluster-NILE21306	cluster-NILE21307	0
Entity	gold	cluster-NILE21306	cluster-NILE21308	0
Entity	gold	cluster-NILE21306	cluster-NILE21309	0
Entity	gold	cluster-NILE21306	cluster-NILE21310	0
Entity	gold	cluster-NILE21306	cluster-NILE21311	0
Entity	gold	cluster-NILE21307	cluster-NILE21300	0
Entity	gold	cluster-NILE21307	cluster-NILE21301	0
Entity	gold	cluster-NILE21307	cluster-NILE21302	0
Entity	gold	cluster-NILE21307	cluster-NILE21303	0
Entity	gold	cluster-NILE21307	cluster-NILE21304	0
Entity	gold	cluster-NILE21307	cluster-NILE21305	0
Entity	gold	cluster-NILE21307	cluster-NILE21306	0
Entity	gold	cluster-NILE21307	cluster-NILE21307	1
Entity	gold	cluster-NILE21307	cluster-NILE21308	0
Entity	gold	cluster-NILE21307	cluster-NILE21309	0
Entity	gold	cluster-NILE21307	cluster-NILE21310	0
Entity	gold	cluster-NILE21307	cluster-NILE21311	0
Entity	gold	cluster-NILE21308	cluster-NILE21300	0
Entity	gold	cluster-NILE21308	cluster-NILE21301	0
Entity	gold	cluster-NILE21308	cluster-NILE21302	0
Entity	gold	cluster-NILE21308	cluster-NILE21303	0
Entity	gold	cluster-NILE21308	cluster-NILE21304	0
Entity	gold	cluster-NILE21308	cluster-NILE21305	0
Entity	gold	cluster-NILE21308	cluster-NILE21306	0
Entity	gold	cluster-NILE21308	cluster-NILE21307	0
Entity	gold	cluster-NILE21308	cluster-NILE21308	1
Entity	gold	cluster-NILE21308	cluster-NILE21309	0
Entity	gold	cluster-NILE21308	cluster-NILE21310	0
Entity	gold	cluster-NILE21308	cluster-NILE21311	0
Entity	gold	cluster-NILE21309	cluster-NILE21300	0
Entity	gold	cluster-NILE21309	cluster-NILE21301	0
Entity	gold	cluster-NILE21309	cluster-NILE21302	0
Entity	gold	cluster-NILE21309	cluster-NILE21303	0
Entity	gold	cluster-NILE21309	cluster-NILE21304	0
Entity	gold	cluster-NILE21309	cluster-NILE21305	0
Entity	gold	cluster-NILE21309	cluster-NILE21306	0
Entity	gold	cluster-NILE21309	cluster-NILE21307	0
Entity	gold	cluster-NILE21309	cluster-NILE21308	0
Entity	gold	cluster-NILE21309	cluster-NILE21309	1
Entity	gold	cluster-NILE21309	cluster-NILE21310	0
Entity	gold	cluster-NILE21309	cluster-NILE21311	0
Entity	gold	cluster-NILE21310	cluster-NILE21300	0
Entity	gold	cluster-NILE21310	cluster-NILE21301	0
Entity	gold	cluster-NILE21310	cluster-NILE21302	0
Entity	gold	cluster-NILE21310	cluster-NILE21303	0
Entity	gold	cluster-NILE21310	cluster-NILE21304	0
Entity	gold	cluster-NILE21310	cluster-NILE21305	0
Entity	gold	cluster-NILE21310	cluster-NILE21306	0
Entity	gold	cluster-NILE21310	cluster-NILE21307	0
Entity	gold	cluster-NILE21310	cluster-NILE21308	0
Entity	gold	cluster-NILE21310	cluster-NILE21309	0
Entity	gold	cluster-NILE21310	cluster-NILE21310	1
Entity	gold	cluster-NILE21310	cluster-NILE21311	0
Entity	gold	cluster-NILE21311	cluster-NILE21300	0
Entity	gold	cluster-NILE21311	cluster-NILE21301	0
Entity	gold	cluster-NILE21311	cluster-NILE21302	0
Entity	gold	cluster-NILE21311	cluster-NILE21303	0
Entity	gold	cluster-NILE21311	cluster-NILE21304	0
Entity	gold	cluster-NILE21311	cluster-NILE21305	0
Entity	gold	cluster-NILE21311	cluster-NILE21306	0
Entity	gold	cluster-NILE21311	cluster-NILE21307	0
Entity	gold	cluster-NILE21311	cluster-NILE21308	0
Entity	gold	cluster-NILE21311	cluster-NILE21309	0
Entity	gold	cluster-NILE21311	cluster-NILE21310	0
Entity	gold	cluster-NILE21311	cluster-NILE21311	1
Event	gold	cluster-NILV21300	cluster-NILV21300	1
Event	gold	cluster-NILV21300	cluster-NILV21301	0
Event	gold	cluster-NILV21300	cluster-NILV21302	0
Event	gold	cluster-NILV21301	cluster-NILV21300	0
Event	gold	cluster-NILV21301	cluster-NILV21301	2
Event	gold	cluster-NILV21301	cluster-NILV21302	0
Event	gold	cluster-NILV21302	cluster-NILV21300	0
Event	gold	cluster-NILV21302	cluster-NILV21301	0
Event	gold	cluster-NILV21302	cluster-NILV21302	1
