?metatype	?subject	?predicate	?object	?predicate_justification	?argument_assertion_confidence	?predicate_justification_confidence
Event	cluster-NILV20074	Conflict.Attack.Bombing_Instrument	cluster-NILE20090	IC001V9U9:IC001VBJM:(3656,0)-(3661,0)	"1.0"	"1.0"
Event	cluster-NILV20075	Conflict.Attack.Bombing_Attacker	cluster-NILE20113	IC001V9U9:IC001VBJM:(182,0)-(192,0)	"1.0"	"1.0"
Event	cluster-NILV20075	Conflict.Attack.Bombing_Instrument	cluster-NILE20081	IC001V9U9:IC001VBJM:(182,0)-(192,0)	"1.0"	"1.0"
Event	cluster-NILV20075	Conflict.Attack.Bombing_Instrument	cluster-NILE20090	IC001V9U9:IC001VBJM:(182,0)-(192,0)	"1.0"	"1.0"
Event	cluster-NILV20075	Conflict.Attack.Bombing_Target	cluster-NILE20104	IC001V9U9:IC001VBJM:(182,0)-(192,0)	"1.0"	"1.0"
Event	cluster-NILV20076	ArtifactExistence.DamageDestroy.Damage_Artifact	cluster-NILE20071	IC001V9U9:IC001VBJM:(2745,0)-(2748,0)	"1.0"	"1.0"
Event	cluster-NILV20076	ArtifactExistence.DamageDestroy.Damage_Instrument	cluster-NILE20130	IC001V9U9:IC001VBJM:(2745,0)-(2748,0)	"1.0"	"1.0"
Event	cluster-NILV20076	Disaster.FireExplosion.FireExplosion_FireExplosionObject	cluster-NILE20071	IC001V9U9:IC001VBJM:(2745,0)-(2748,0)	"1.0"	"1.0"
Event	cluster-NILV20076	Disaster.FireExplosion.FireExplosion_Instrument	cluster-NILE20130	IC001V9U9:IC001VBJM:(2745,0)-(2748,0)	"1.0"	"1.0"
Event	cluster-NILV20077	Movement.TransportPerson.EvacuationRescue_Passenger	cluster-NILE20104	IC001V9U9:IC001VBJM:(3250,0)-(3257,0)	"1.0"	"1.0"
Event	cluster-NILV20077	Movement.TransportPerson.EvacuationRescue_Transporter	cluster-NILE20098	IC001V9U9:IC001VBJM:(3250,0)-(3257,0)	"1.0"	"1.0"
Event	cluster-NILV20078	Movement.TransportPerson.EvacuationRescue_Passenger	cluster-NILE20137	IC001V9U9:IC001VBJM:(3371,0)-(3377,0)	"1.0"	"1.0"
Event	cluster-NILV20079	Movement.TransportArtifact.Fall_Artifact	cluster-NILE20130	IC001V9U9:IC001VBJM:(2701,0)-(2704,0)	"1.0"	"1.0"
Event	cluster-NILV20079	Movement.TransportArtifact.Fall_Destination	cluster-NILE20078	IC001V9U9:IC001VBJM:(2701,0)-(2704,0)	"1.0"	"1.0"
Event	cluster-NILV20080	Conflict.Attack.FirearmAttack_Attacker	cluster-NILE20114	IC001V9U9:IC001VBJM:(4632,0)-(4635,0)	"1.0"	"1.0"
Event	cluster-NILV20080	Conflict.Attack.FirearmAttack_Target	cluster-NILE20090	IC001V9U9:IC001VBJM:(4632,0)-(4635,0)	"1.0"	"1.0"
Event	cluster-NILV20081	Movement.TransportArtifact.LossOfControl_ControlledThing	cluster-NILE20134	IC001V9U9:IC001VBJM:(1384,0)-(1388,0)	"1.0"	"1.0"
Event	cluster-NILV20082	Conflict.Demonstrate.MarchProtestPoliticalGathering_Demonstrator	cluster-NILE20106	IC001V9U9:IC001VBJM:(1851,0)-(1858,0)	"1.0"	"1.0"
Event	cluster-NILV20082	Conflict.Demonstrate.MarchProtestPoliticalGathering_Place	cluster-NILE20075	IC001V9U9:IC001VBJM:(1851,0)-(1858,0)	"1.0"	"1.0"
Event	cluster-NILV20083	Inspection.TargetAimAt.TargetAimAt_Instrument	cluster-NILE20081	IC001V9U9:IC001VBJM:(1052,0)-(1057,0)	"1.0"	"1.0"
Event	cluster-NILV20083	Inspection.TargetAimAt.TargetAimAt_Instrument	cluster-NILE20122	IC001V9U9:IC001VBJM:(1052,0)-(1057,0)	"1.0"	"1.0"
Event	cluster-NILV20083	Inspection.TargetAimAt.TargetAimAt_Target	cluster-NILE20087	IC001V9U9:IC001VBJM:(1052,0)-(1057,0)	"1.0"	"1.0"
Event	cluster-NILV20083	Inspection.TargetAimAt.TargetAimAt_Target	cluster-NILE20104	IC001V9U9:IC001VBJM:(1052,0)-(1057,0)	"1.0"	"1.0"
Event	cluster-NILV20083	Inspection.TargetAimAt.TargetAimAt_Target	cluster-NILE20110	IC001V9U9:IC001VBJM:(1052,0)-(1057,0)	"1.0"	"1.0"
Event	cluster-NILV20083	Inspection.TargetAimAt.TargetAimAt_Targeter	cluster-NILE20136	IC001V9U9:IC001VBJM:(1052,0)-(1057,0)	"1.0"	"1.0"
Event	cluster-NILV20084	Inspection.TargetAimAt.TargetAimAt_Target	cluster-NILE20104	IC001V9U9:IC001VBJM:(2170,0)-(2175,0)	"1.0"	"1.0"
Event	cluster-NILV20084	Inspection.TargetAimAt.TargetAimAt_Target	cluster-NILE20125	IC001V9U9:IC001VBJM:(2170,0)-(2175,0)	"1.0"	"1.0"
Event	cluster-NILV20084	Inspection.TargetAimAt.TargetAimAt_Targeter	cluster-NILE20136	IC001V9U9:IC001VBJM:(2170,0)-(2175,0)	"1.0"	"1.0"
Event	cluster-NILV20085	Movement.TransportArtifact_Artifact	cluster-NILE20081	IC001V9U9:IC001VBJM:(970,0)-(973,0)	"1.0"	"1.0"
Event	cluster-NILV20085	Movement.TransportArtifact_Transporter	cluster-NILE20136	IC001V9U9:IC001VBJM:(970,0)-(973,0)	"1.0"	"1.0"
Event	cluster-NILV20085	Movement.TransportArtifact_Vehicle	cluster-NILE20122	IC001V9U9:IC001VBJM:(970,0)-(973,0)	"1.0"	"1.0"
Event	cluster-NILV20086	Conflict.Attack_Attacker	cluster-NILE20121	IC001V9U9:IC001VBJM:(2035,0)-(2040,0)	"1.0"	"1.0"
Event	cluster-NILV20086	Conflict.Attack_Target	cluster-NILE20072	IC001V9U9:IC001VBJM:(2035,0)-(2040,0)	"1.0"	"1.0"
Event	cluster-NILV20087	Contact.MediaStatement_Communicator	cluster-NILE20128	IC001V9U9:IC001VBJM:(2146,0)-(2149,0)	"1.0"	"1.0"
Event	cluster-NILV20088	Movement.TransportArtifact_Destination	cluster-NILE20073	IC001V9U9:IC001VBJM:(2508,0)-(2515,0)	"1.0"	"1.0"
Event	cluster-NILV20088	Movement.TransportArtifact_Origin	cluster-NILE20073	IC001V9U9:IC001VBJM:(2508,0)-(2515,0)	"1.0"	"1.0"
Event	cluster-NILV20088	Movement.TransportArtifact_Vehicle	cluster-NILE20131	IC001V9U9:IC001VBJM:(2508,0)-(2515,0)	"1.0"	"1.0"
Event	cluster-NILV20090	Disaster.FireExplosion.FireExplosion_Place	cluster-NILE20073	IC001V9U9:IC001VBJM:(2578,0)-(2586,0)	"1.0"	"1.0"
Relation	cluster-NILR20066	Measurement.Size.Count_EntityOrFiller	cluster-NILE20113	IC001V9U9:IC001VBJM:(109,0)-(111,0)	"1.0"	"1.0"
Relation	cluster-NILR20066	Measurement.Size.Count_EntityOrFiller	cluster-NILE20113	IC001V9U9:IC001VBJM:(1578,0)-(1580,0)	"1.0"	"1.0"
Relation	cluster-NILR20066	Measurement.Size.Count_Measurement	cluster-NILE20112	IC001V9U9:IC001VBJM:(109,0)-(111,0)	"1.0"	"1.0"
Relation	cluster-NILR20066	Measurement.Size.Count_Measurement	cluster-NILE20112	IC001V9U9:IC001VBJM:(1578,0)-(1580,0)	"1.0"	"1.0"
Relation	cluster-NILR20067	OrganizationAffiliation.Leadership.HeadOfState_Country	cluster-NILE20075	IC001V9U9:IC001VBJM:(205,0)-(213,0)	"1.0"	"1.0"
Relation	cluster-NILR20067	OrganizationAffiliation.Leadership.HeadOfState_Leader	cluster-NILE20104	IC001V9U9:IC001VBJM:(205,0)-(213,0)	"1.0"	"1.0"
Relation	cluster-NILR20068	Measurement.Size.Count_EntityOrFiller	cluster-NILE20122	IC001V9U9:IC001VBJM:(4568,0)-(4570,0)	"1.0"	"1.0"
Relation	cluster-NILR20068	Measurement.Size.Count_EntityOrFiller	cluster-NILE20122	IC001V9U9:IC001VBJM:(975,0)-(977,0)	"1.0"	"1.0"
Relation	cluster-NILR20068	Measurement.Size.Count_Measurement	cluster-NILE20120	IC001V9U9:IC001VBJM:(4568,0)-(4570,0)	"1.0"	"1.0"
Relation	cluster-NILR20068	Measurement.Size.Count_Measurement	cluster-NILE20120	IC001V9U9:IC001VBJM:(975,0)-(977,0)	"1.0"	"1.0"
Relation	cluster-NILR20069	Physical.LocatedNear_EntityOrFiller	cluster-NILE20071	IC001V9U9:IC001VBJM:(1491,0)-(1494,0)	"1.0"	"1.0"
Relation	cluster-NILR20069	Physical.LocatedNear_Place	cluster-NILE20079	IC001V9U9:IC001VBJM:(1491,0)-(1494,0)	"1.0"	"1.0"
Relation	cluster-NILR20070	Measurement.Size.Count_EntityOrFiller	cluster-NILE20135	IC001V9U9:IC001VBJM:(1234,0)-(1236,0)	"1.0"	"1.0"
Relation	cluster-NILR20070	Measurement.Size.Count_Measurement	cluster-NILE20105	IC001V9U9:IC001VBJM:(1234,0)-(1236,0)	"1.0"	"1.0"
Relation	cluster-NILR20071	Measurement.Size.Count_EntityOrFiller	cluster-NILE20134	IC001V9U9:IC001VBJM:(1390,0)-(1392,0)	"1.0"	"1.0"
Relation	cluster-NILR20071	Measurement.Size.Count_Measurement	cluster-NILE20105	IC001V9U9:IC001VBJM:(1390,0)-(1392,0)	"1.0"	"1.0"
Relation	cluster-NILR20072	Measurement.Size.Count_EntityOrFiller	cluster-NILE20074	IC001V9U9:IC001VBJM:(1480,0)-(1482,0)	"1.0"	"1.0"
Relation	cluster-NILR20072	Measurement.Size.Count_Measurement	cluster-NILE20120	IC001V9U9:IC001VBJM:(1480,0)-(1482,0)	"1.0"	"1.0"
Relation	cluster-NILR20073	Measurement.Size.Count_EntityOrFiller	cluster-NILE20137	IC001V9U9:IC001VBJM:(1534,0)-(1541,0)	"1.0"	"1.0"
Relation	cluster-NILR20073	Measurement.Size.Count_Measurement	cluster-NILE20095	IC001V9U9:IC001VBJM:(1534,0)-(1541,0)	"1.0"	"1.0"
Relation	cluster-NILR20075	Measurement.Size.Count_EntityOrFiller	cluster-NILE20124	IC001V9U9:IC001VBJM:(2433,0)-(2435,0)	"1.0"	"1.0"
Relation	cluster-NILR20075	Measurement.Size.Count_Measurement	cluster-NILE20120	IC001V9U9:IC001VBJM:(2433,0)-(2435,0)	"1.0"	"1.0"
Relation	cluster-NILR20076	Physical.LocatedNear_EntityOrFiller	cluster-NILE20131	IC001V9U9:IC001VBJM:(2517,0)-(2520,0)	"1.0"	"1.0"
Relation	cluster-NILR20076	Physical.LocatedNear_Place	cluster-NILE20073	IC001V9U9:IC001VBJM:(2517,0)-(2520,0)	"1.0"	"1.0"
Relation	cluster-NILR20077	Measurement.Size.Count_EntityOrFiller	cluster-NILE20108	IC001V9U9:IC001VBJM:(2590,0)-(2592,0)	"1.0"	"1.0"
Relation	cluster-NILR20077	Measurement.Size.Count_Measurement	cluster-NILE20105	IC001V9U9:IC001VBJM:(2590,0)-(2592,0)	"1.0"	"1.0"
Relation	cluster-NILR20078	Physical.LocatedNear_EntityOrFiller	cluster-NILE20133	IC001V9U9:IC001VBJM:(417,0)-(418,0)	"1.0"	"1.0"
Relation	cluster-NILR20078	Physical.LocatedNear_Place	cluster-NILE20066	IC001V9U9:IC001VBJM:(417,0)-(418,0)	"1.0"	"1.0"
Relation	cluster-NILR20079	Physical.LocatedNear_EntityOrFiller	cluster-NILE20133	IC001V9U9:IC001VBJM:(417,0)-(418,0)	"1.0"	"1.0"
Relation	cluster-NILR20079	Physical.LocatedNear_Place	cluster-NILE20067	IC001V9U9:IC001VBJM:(417,0)-(418,0)	"1.0"	"1.0"
Relation	cluster-NILR20080	Physical.LocatedNear_EntityOrFiller	cluster-NILE20130	IC001V9U9:IC001VBJM:(1456,0)-(1459,0)	"1.0"	"1.0"
Relation	cluster-NILR20080	Physical.LocatedNear_Place	cluster-NILE20071	IC001V9U9:IC001VBJM:(1456,0)-(1459,0)	"1.0"	"1.0"
Relation	cluster-NILR20081	Physical.LocatedNear_EntityOrFiller	cluster-NILE20106	IC001V9U9:IC001VBJM:(1833,0)-(1841,0)	"1.0"	"1.0"
Relation	cluster-NILR20081	Physical.LocatedNear_Place	cluster-NILE20075	IC001V9U9:IC001VBJM:(1833,0)-(1841,0)	"1.0"	"1.0"
Relation	cluster-NILR20082	Physical.LocatedNear_EntityOrFiller	cluster-NILE20121	IC001V9U9:IC001VBJM:(2042,0)-(2043,0)	"1.0"	"1.0"
Relation	cluster-NILR20082	Physical.LocatedNear_Place	cluster-NILE20072	IC001V9U9:IC001VBJM:(2042,0)-(2043,0)	"1.0"	"1.0"
Relation	cluster-NILR20083	Physical.LocatedNear_EntityOrFiller	cluster-NILE20130	IC001V9U9:IC001VBJM:(2666,0)-(2669,0)	"1.0"	"1.0"
Relation	cluster-NILR20083	Physical.LocatedNear_Place	cluster-NILE20071	IC001V9U9:IC001VBJM:(2666,0)-(2669,0)	"1.0"	"1.0"
Relation	cluster-NILR20084	Physical.LocatedNear_EntityOrFiller	cluster-NILE20130	IC001V9U9:IC001VBJM:(2701,0)-(2707,0)	"1.0"	"1.0"
Relation	cluster-NILR20084	Physical.LocatedNear_Place	cluster-NILE20078	IC001V9U9:IC001VBJM:(2701,0)-(2707,0)	"1.0"	"1.0"
Relation	cluster-NILR20085	Physical.LocatedNear_EntityOrFiller	cluster-NILE20100	IC001V9U9:IC001VBJM:(2829,0)-(2830,0)	"1.0"	"1.0"
Relation	cluster-NILR20085	Physical.LocatedNear_Place	cluster-NILE20069	IC001V9U9:IC001VBJM:(2829,0)-(2830,0)	"1.0"	"1.0"
Relation	cluster-NILR20086	OrganizationAffiliation.Leadership.HeadOfState_Country	cluster-NILE20076	IC001V9U9:IC001VBJM:(3531,0)-(3539,0)	"1.0"	"1.0"
Relation	cluster-NILR20086	OrganizationAffiliation.Leadership.HeadOfState_Leader	cluster-NILE20097	IC001V9U9:IC001VBJM:(3531,0)-(3539,0)	"1.0"	"1.0"
Relation	cluster-NILR20087	OrganizationAffiliation.Leadership.HeadOfState_Country	cluster-NILE20077	IC001V9U9:IC001VBJM:(3752,0)-(3760,0)	"1.0"	"1.0"
Relation	cluster-NILR20087	OrganizationAffiliation.Leadership.HeadOfState_Leader	cluster-NILE20089	IC001V9U9:IC001VBJM:(3752,0)-(3760,0)	"1.0"	"1.0"
Relation	cluster-NILR20088	GeneralAffiliation.OrganizationPoliticalReligiousAffiliation_EntityOrFiller	cluster-NILE20107	IC001V9U9:IC001VBJM:(4106,0)-(4115,0)	"1.0"	"1.0"
Relation	cluster-NILR20088	GeneralAffiliation.OrganizationPoliticalReligiousAffiliation_Organization	cluster-NILE20118	IC001V9U9:IC001VBJM:(4106,0)-(4115,0)	"1.0"	"1.0"
Relation	cluster-NILR20090	Measurement.Size.Count_EntityOrFiller	cluster-NILE20100	IC001V9U9:IC001VBJM:(262,0)-(264,0)	"1.0"	"1.0"
Relation	cluster-NILR20090	Measurement.Size.Count_Measurement	cluster-NILE20105	IC001V9U9:IC001VBJM:(262,0)-(264,0)	"1.0"	"1.0"
Relation	cluster-NILR20091	ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility_EntityResponsible	cluster-NILE20115	IC001V9U9:IC001VBJM:(4504,0)-(4510,0)	"1.0"	"1.0"
Relation	cluster-NILR20091	ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility_Event	cluster-NILV20068	IC001V9U9:IC001VBJM:(4504,0)-(4510,0)	"1.0"	"1.0"
